,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,init_deg_assort,fin_deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node,step19_isol,step19_unsupp,step19_far_dead_node,step20_isol,step20_unsupp,step20_far_dead_node,step21_isol,step21_unsupp,step21_far_dead_node,step22_isol,step22_unsupp,step22_far_dead_node
379,95,0.067,1679.5,500,1072,1475,806,4,90,4,0.679101795,0.688570922,0.013238245,0.013876508,6.718,4.288,500,403,0.010097073,0.02899162,0.427120212,0.391057142,2,87,0.646804855,2,1,0.455143876,0,2,0.483397736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,96,0.067,1663,500,770,1065,590,109,201,9,0.699922059,0.705085172,0.597089677,0.578065146,6.652,3.08,495.5,295,0.602366396,0.607918006,0.568241729,0.33757579,9,97,0.671692968,14,7,0.664237698,40,12,0.610628004,0,39,0.640048335,31,0,0.650687325,0,31,0.530061277,15,0,0.536714189,0,15,0.522336266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,96,0.067,1663,500,1122.5,1517.5,790,13,97,4,0.699922059,0.694758945,0.597089677,0.589009921,6.652,4.49,495.5,395,0.602366396,0.58712736,0.409513461,0.262023552,9,84,0.705085172,4,9,0.628989712,0,4,0.585628015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,96,0.067,1663,500,1073.5,1471.5,796,3,101,4,0.699922059,0.705085172,0.013551163,0.01290195,6.652,4.294,499,398,0.022039061,0.022434821,0.471238075,0.524014435,2,98,0.671692968,1,2,0.508245691,0,1,0.398508455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,96,0.067,1663,500,1127.5,1532.5,810,4,86,4,0.699922059,0.694758945,0.013551163,0.015266435,6.652,4.51,499,405,0.022039061,0.03284312,0.481428205,0.524014435,2,83,0.705085172,2,1,0.559018316,0,2,0.577881801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,97,0.067,1651,500,0,0,0,508,392,14,0.691049892,0,0.590296309,0,6.604,0,495,0,0.567792855,0,0,0,13,86,0.689512521,341,8,0.691784058,2,152,0.570272625,74,1,0.56877912,1,69,0.629753975,45,0,0.660758218,0,44,0.687502942,25,0,0.650217099,0,25,0.500921767,5,0,0.475894241,0,5,0.323693258,2,0,0.337751144,0,2,0.349603119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,97,0.067,1651,500,0,0,0,523,377,8,0.691049892,0,0.590296309,0,6.604,0,495,0,0.567792855,0,0,0,13,80,0.66324903,255,6,0.691784058,0,188,0.689512521,233,0,0.687502942,0,95,0.632752617,22,0,0.560633198,0,8,0.288912794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,97,0.067,1651,500,1049,1452,806,3,91,4,0.691049892,0.691784058,0.014738901,0.01184783,6.604,4.196,499.5,403,-0.018226456,-0.002151346,0.460102265,0.460102265,2,88,0.689512521,1,2,0.568043989,0,1,0.549049601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,97,0.067,1651,500,1093.5,1501.5,816,2,82,3,0.691049892,0.691784058,0.014738901,0.011687251,6.604,4.374,499.5,408,-0.018226456,0.01108185,0.413249768,0.441756417,2,81,0.66324903,0,1,0.484658272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,98,0.067,1645,500,986.5,1342.5,712,49,139,5,0.683131471,0.668182983,0.607134876,0.583255033,6.58,3.946,492.5,356,0.559034153,0.593901239,0.366679386,0.377381159,21,95,0.688210983,24,16,0.691263868,4,24,0.668412865,0,4,0.478665859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,98,0.067,1645,500,951,1300,698,62,140,10,0.683131471,0.691263868,0.607134876,0.588484184,6.58,3.804,492.5,349,0.559034153,0.574314903,0.435811568,0.323642542,21,85,0.674999074,7,14,0.506895667,1,7,0.545014499,11,1,0.541562258,0,11,0.582661926,21,0,0.547505232,0,21,0.613960276,1,0,0.529925868,0,1,0.546404067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,98,0.067,1645,500,1006,1398,784,9,107,4,0.683131471,0.691263868,0.014825888,0.014691835,6.58,4.024,498.5,392,0.014157206,-0.002000036,0.40840957,0.355481116,5,99,0.688210983,4,4,0.436351279,0,4,0.52631622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,98,0.067,1645,500,1063,1461,796,7,97,4,0.683131471,0.691263868,0.014825888,0.014125824,6.58,4.252,498.5,398,0.014157206,-0.006534041,0.570636661,0.468840363,5,90,0.674999074,2,5,0.369206434,0,2,0.546206519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,99,0.067,1725,500,0,0,0,414,486,14,0.692283031,0,0.604095624,0,6.9,0,495,0,0.581203942,0,0,0,10,93,0.669726329,85,8,0.697011558,1,72,0.687554504,147,1,0.654186703,0,141,0.649877722,113,0,0.584425396,0,113,0.667567333,50,0,0.668646431,0,50,0.688792076,6,0,0.590324553,0,6,0.497782387,2,0,0.385074155,0,2,0.426945391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,99,0.067,1725,500,917.5,1243.5,652,78,170,6,0.692283031,0.697011558,0.604095624,0.592758877,6.9,3.67,495,326,0.581203942,0.500178688,0.437554299,0.223635063,10,93,0.648753557,52,9,0.654186703,0,52,0.659039829,16,0,0.669726329,0,16,0.663082196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,99,0.067,1725,500,1111,1511,800,3,97,4,0.692283031,0.697011558,0.018308009,0.017353577,6.9,4.444,500,400,-0.017560935,-0.028008434,0.342567815,0.342567815,1,94,0.669726329,2,1,0.521456223,0,2,0.436475693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,99,0.067,1725,500,1117,1519,804,1,95,3,0.692283031,0.697011558,0.018308009,0.01853608,6.9,4.468,500,402,-0.017560935,-0.028766459,0.277664301,0.291009117,1,94,0.648753557,0,1,0.273463584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,100,0.067,1716,500,1,3,4,409,487,16,0.690354498,0.508623121,0.604577806,0,6.864,0.004,494.5,2,0.555925221,nan,0.398297633,0.398297633,20,88,0.697383738,29,13,0.640199193,0,26,0.598727834,155,0,0.671033911,0,155,0.683325257,158,0,0.67035657,0,158,0.675893928,40,0,0.689249542,0,40,0.59671948,5,0,0.53793606,0,5,0.476477963,1,0,0.418784829,0,1,0.39011671,1,0,0.367319714,0,1,0.335444857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,100,0.067,1716,500,0,0,0,474,426,13,0.690354498,0,0.604577806,0,6.864,0,494.5,0,0.555925221,0,0,0,20,84,0.697383738,167,13,0.640199193,52,123,0.689249542,102,39,0.683325257,18,96,0.627314474,68,12,0.640497562,34,44,0.563344056,5,10,0.479484592,6,1,0.484582961,0,2,0.267959353,2,0,0.323408507,0,2,0.50423513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,100,0.067,1716,500,1125.5,1529.5,808,1,91,2,0.690354498,0.697383738,0.013392402,0.015573482,6.864,4.502,500,404,0.029869729,0.001048927,0.361794898,0.361794898,1,91,0.654065361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,100,0.067,1716,500,1129,1535,812,1,87,3,0.690354498,0.697383738,0.013392402,0.013030609,6.864,4.516,500,406,0.029869729,0.005362395,0.361794898,0.330940717,1,86,0.675893928,0,1,0.464546759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
