,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,init_deg_assort,fin_deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node
130,33,0.073,1967.5,500.0,1149,1529.0,760,2,38,4,0.6841556353697446,0.6863058908108092,0.01593440660646541,0.01466291749186485,7.87,4.596,500,380,0.0008697573922430745,0.00425857739677509,0.29118355564505066,0.41415991251995177,1,36,0.6564468040785432,1,1,0.6602225132566606,0,1,0.4134058966958082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,33,0.073,1967.5,500.0,783,1097.0,628,4,168,4,0.6841556353697446,0.6863058908108092,0.01593440660646541,0.0191157480170219,7.87,3.132,500,314,0.0008697573922430745,-0.011451472261817506,0.37051238404529985,0.35981989901074124,1,164,0.6564468040785432,3,1,0.6758111994692697,0,3,0.5969327913465204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,34,0.073,1949.0,500.0,1334,1711.0,754,4,42,4,0.6929482349360905,0.701285125362754,0.5949324588070583,0.602832313575019,7.795999999999999,5.336,499.5,377,0.5227864470327219,0.5140452263113817,0.4857635236842483,0.3918691179000723,2,39,0.4949797059320783,2,1,0.5495469399603069,0,2,0.30178665666438964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,34,0.073,1949.0,500.0,2,5.0,6,316,478,10,0.6929482349360905,0.4179023945590187,0.5949324588070583,0.0,7.795999999999999,0.008,499.5,3,0.5227864470327219,-1.0,0.3654619061767287,0.3654619061767287,2,171,0.6643026366153977,146,0,0.701285125362754,0,139,0.6739162168445634,135,0,0.6846113445094271,0,135,0.6944178325476247,32,0,0.6305165971589684,0,32,0.6114056574131219,1,0,0.4186753381969399,0,1,0.3231653080310941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,34,0.073,1949.0,500.0,1098,1476.0,756,2,42,3,0.6929482349360905,0.701285125362754,0.016500582058162058,0.017469824414268843,7.795999999999999,4.3919999999999995,499.5,378,0.001223405852264027,-0.037734367173295334,0.4032782881794531,0.4032782881794531,2,40,0.4331304659447146,0,2,0.4566079061532045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,34,0.073,1949.0,500.0,766,1076.0,620,4,176,4,0.6929482349360905,0.701285125362754,0.016500582058162058,0.013211036275552403,7.795999999999999,3.064,499.5,310,0.001223405852264027,-0.047851282813840074,0.4111920490766088,0.517874885484072,2,172,0.6643026366153977,2,2,0.5746025926684742,0,2,0.284546229936833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,35,0.073,1989.0,500.0,1346,1726.0,760,0,40,2,0.6834665025607913,0.6988531119122321,0.5944132811117332,0.6047486395183763,7.956,5.384,500,380,0.6227897981737692,0.5989253123089694,0.3520422290104689,0.3791469057488728,0,40,0.32232067502849737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,35,0.073,1989.0,500.0,2,5.0,6,311,483,14,0.6834665025607913,0.5359726155054477,0.5944132811117332,0.0,7.956,0.008,500,3,0.6227897981737692,-1.0,0.49393570571520606,0.49393570571520606,0,172,0.6741195804693528,79,0,0.6482236736838917,0,79,0.6428134486938374,105,0,0.6538640742039615,0,105,0.5982339891131399,80,0,0.6988531119122321,0,80,0.620829500775386,42,0,0.6680798932093506,0,42,0.6520635469489173,3,0,0.6059099070944958,0,3,0.4592541239005082,2,0,0.40600695770044515,0,2,0.5780824014714266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,35,0.073,1989.0,500.0,1142.5,1521.5,758,1,41,3,0.6834665025607913,0.6988531119122321,0.014414600663524964,0.014267006813180948,7.956,4.57,499.5,379,-0.006911365570119532,-0.005337070569445875,0.2892034270630266,0.2892034270630266,1,40,0.5621519157752314,0,1,0.5526938651706317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,35,0.073,1989.0,500.0,751,1060.0,618,6,176,4,0.6834665025607913,0.6680798932093506,0.014414600663524964,0.011648734221549755,7.956,3.004,499.5,309,-0.006911365570119532,0.0018394508021378105,0.30791952493284946,0.30791952493284946,1,171,0.6741195804693528,5,0,0.6988531119122321,0,5,0.47813813629584884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,36,0.073,1926.5,500.0,1296,1671.0,750,6,44,5,0.6940925429352063,0.6954120577650531,0.6100094802508451,0.6241437599437596,7.7059999999999995,5.184,498.5,375,0.5374906286237205,0.5172294683941691,0.4766059380702026,0.379421972055057,3,38,0.614167726566205,2,3,0.6042260437674027,1,2,0.48649102388022636,0,1,0.48698542026520275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,36,0.073,1926.5,500.0,0,0.0,0,332,468,12,0.6940925429352063,0,0.6100094802508451,0,7.7059999999999995,0.0,498.5,0,0.5374906286237205,0,0,0,3,164,0.6750766845487467,152,1,0.6667600502166807,0,126,0.6954120577650531,99,0,0.6668153797714655,0,99,0.6927730281053596,66,0,0.6224583667962443,0,66,0.6019905182074379,9,0,0.5747604654097532,0,9,0.6675618505104738,3,0,0.5960929429831747,0,3,0.4141149633552652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,36,0.073,1926.5,500.0,1113.5,1493.5,760,1,39,3,0.6940925429352063,0.6954120577650531,0.01619364781190489,0.014343186053712362,7.7059999999999995,4.454000000000001,499.5,380,-0.011640755048159123,-0.012648128735347947,0.3888715813540104,0.4140581802829587,1,38,0.44268451604004133,0,1,0.41030585287081894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,36,0.073,1926.5,500.0,741,1049.0,616,9,175,6,0.6940925429352063,0.6954120577650531,0.01619364781190489,0.014561430632859206,7.7059999999999995,2.964,499.5,308,-0.011640755048159123,-0.006830893080364535,0.3344446852414105,0.3344446852414105,1,166,0.6750766845487467,7,1,0.5745629696693444,0,7,0.6061439007358773,1,0,0.4756128552239681,0,1,0.3121827375787448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,37,0.073,1942.0,500.0,1277.5,1638.5,722,31,47,4,0.6861756534958743,0.6927769150036538,0.6122172776226178,0.6214200849934914,7.768000000000001,5.109999999999999,486,361,0.5485489058690609,0.47511651709666414,0.3912307796750741,0.42346774152853606,30,16,0.6715293405119167,1,30,0.6611331471593759,0,1,0.25025628444462683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,37,0.073,1942.0,500.0,0,0.0,0,450,350,8,0.6861756534958743,0,0.6122172776226178,0,7.768000000000001,0.0,486,0,0.5485489058690609,0,0,0,30,162,0.6795743919880948,224,11,0.6927769150036538,52,144,0.6518038400802451,136,6,0.6611331471593759,6,24,0.5524989214931453,2,1,0.4264436488390305,0,2,0.35635594786464003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,37,0.073,1942.0,500.0,1194.5,1585.5,782,1,17,3,0.6861756534958743,0.6927769150036538,0.016960953623260108,0.01707714351576243,7.768000000000001,4.7780000000000005,500,391,0.02058825941269776,0.02434126544355222,0.450153308202768,0.44031255400551184,1,16,0.334372841328243,0,1,0.35635594786464003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,37,0.073,1942.0,500.0,781.5,1094.5,626,4,170,4,0.6861756534958743,0.6927769150036538,0.016960953623260108,0.012604904857301024,7.768000000000001,3.1260000000000003,500,313,0.02058825941269776,0.007946183948084941,0.3984061064538217,0.40317756596648346,1,166,0.6795743919880948,3,1,0.553978343753752,0,3,0.6715293405119167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,38,0.073,1990.0,500.0,1342.5,1710.5,736,5,59,3,0.6980616379151223,0.6986168311273402,0.6040010833144069,0.6271307798481709,7.96,5.37,499,368,0.5558758017510552,0.5567745860540622,0.4359073005549211,0.38326898109851526,3,56,0.6027042567234847,2,3,0.6145576954955824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,38,0.073,1990.0,500.0,0,0.0,0,388,412,12,0.6980616379151223,0,0.6040010833144069,0,7.96,0.0,499,0,0.5558758017510552,0,0,0,3,160,0.6772072422657558,77,3,0.6638515382935269,15,75,0.6975064447029046,125,13,0.6986168311273402,78,79,0.667390752968423,50,32,0.688646572303081,28,32,0.5816790576082463,8,10,0.5896774917651202,2,7,0.5340500372208359,1,1,0.6296553043649713,1,0,0.6145576954955824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,38,0.073,1990.0,500.0,1101,1472.0,742,1,57,3,0.6980616379151223,0.6986168311273402,0.018080352576559988,0.016985664829330584,7.96,4.404,500,371,-0.014147550674466686,-0.01889832470503279,0.47696777797142353,0.36824227090884554,1,56,0.48062960560862283,0,1,0.4179777297947076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,38,0.073,1990.0,500.0,831,1150.0,638,1,161,3,0.6980616379151223,0.6986168311273402,0.018080352576559988,0.015212521717223908,7.96,3.324,500,319,-0.014147550674466686,0.0011638239651715135,0.5752832645760078,0.5107211402639305,1,160,0.6772072422657558,0,1,0.5029166129756523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,39,0.073,1967.5,500.0,1414.5,1797.5,766,2,32,3,0.6925397545232332,0.6966603265584114,0.6032990775093643,0.6235205684944588,7.869999999999999,5.6579999999999995,500,383,0.5694415933547035,0.5003968162350488,0.3845171027912362,0.31371255012170374,2,30,0.3374288754408303,0,2,0.34044823756789394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,39,0.073,1967.5,500.0,891.5,1185.5,588,28,184,4,0.6925397545232332,0.6966603265584114,0.6032990775093643,0.613885179446404,7.869999999999999,3.566,500,294,0.5694415933547035,0.5119783798828538,0.3664363609010125,0.4274630102499011,2,156,0.6757022905536644,26,2,0.6934232489587732,0,26,0.6097705423193117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,39,0.073,1967.5,500.0,1147.5,1530.5,766,2,32,3,0.6925397545232332,0.6966603265584114,0.016362219771972074,0.0182800445855276,7.869999999999999,4.59,500,383,0.001979371136874089,0.0035799549797035654,0.43192610701348594,0.49876975966544934,2,30,0.4910157854526641,0,2,0.5548397384225398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,39,0.073,1967.5,500.0,793.5,1111.5,636,4,160,4,0.6925397545232332,0.6966603265584114,0.016362219771972074,0.018702454079812567,7.869999999999999,3.174,500,318,0.001979371136874089,-0.023823032729339458,0.36019167693542864,0.36019167693542864,2,156,0.6757022905536644,2,2,0.6566766611443465,0,2,0.5858561250908149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,40,0.073,1932.0,500.0,1329,1703.0,748,4,48,4,0.6807709104306234,0.6830968779850134,0.6229853732868436,0.6375469635830595,7.728,5.316,499,374,0.5547722786096164,0.4949228402643582,0.537883357776514,0.39247187218047974,2,44,0.4894277948046563,2,2,0.5628697703264245,0,2,0.32793149356403145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,40,0.073,1932.0,500.0,1,3.0,4,431,365,8,0.6807709104306234,0.5534521190458767,0.6229853732868436,0.0,7.728,0.004,499,2,0.5547722786096164,nan,0.40843018428702094,0.40843018428702094,2,162,0.6573276620702179,278,0,0.6688150591381036,0,140,0.6830968779850134,139,0,0.6542243334566379,0,57,0.6784449428762334,12,0,0.6341128455022548,0,6,0.5350541878603969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,40,0.073,1932.0,500.0,1102,1479.0,754,1,45,4,0.6807709104306234,0.6830968779850134,0.018572307431130947,0.014907057281062577,7.728,4.4079999999999995,500,377,0.01760300754375323,-0.019061290391615165,0.3599444358276666,0.3586177881009325,0,44,0.3509058867427214,1,0,0.5229946572548236,0,1,0.4500034323349408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,40,0.073,1932.0,500.0,789,1108.0,638,0,162,2,0.6807709104306234,0.6830968779850134,0.018572307431130947,0.017516069788797054,7.728,3.156,500,319,0.01760300754375323,-0.02865124904458835,0.49029687454008264,0.49029687454008264,0,162,0.6573276620702179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,41,0.073,1873.0,500.0,1241,1612.0,742,3,55,3,0.687613050908229,0.6916847857676415,0.5961829567782476,0.6069576350573651,7.492,4.964,498.5,371,0.5764965896800476,0.56449933202829,0.4508861519802765,0.4137507082325096,3,52,0.6835413160488166,0,3,0.6214621895875787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,41,0.073,1873.0,500.0,1,3.0,4,334,462,10,0.687613050908229,0.4924360963605285,0.5961829567782476,0.0,7.492,0.004,498.5,2,0.5764965896800476,nan,0.4591015930852801,0.4591015930852801,3,153,0.6835413160488166,159,2,0.6613255316116565,0,135,0.6916847857676415,132,0,0.6800333046852203,0,132,0.670815522498359,36,0,0.637625291208668,0,36,0.6187762075106579,4,0,0.4971718539101141,0,4,0.5026967800336241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,41,0.073,1873.0,500.0,1056,1427.0,742,3,55,4,0.687613050908229,0.6916847857676415,0.015775331204742952,0.01525246990206558,7.492,4.224,500,371,-0.022109055041035892,-0.02954764859166309,0.4251336592370305,0.4504991134527294,1,52,0.3451002664128678,2,1,0.6312460195222537,0,2,0.6551775581733356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,41,0.073,1873.0,500.0,766.5,1084.5,636,6,158,4,0.687613050908229,0.6916847857676415,0.015775331204742952,0.014390352833749058,7.492,3.066,500,318,-0.022109055041035892,0.0002671573304792779,0.4251336592370305,0.43617282707294625,1,153,0.6835413160488166,5,0,0.6445291331407601,0,5,0.5227054427225715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,42,0.073,1976.0,500.0,1373.5,1743.5,740,14,46,5,0.6962550842335493,0.6701309644257816,0.6028778944021516,0.6222838436073732,7.904,5.494,492.5,370,0.5794104646740023,0.5745844421104582,0.4113357731477715,0.3627946390182031,13,32,0.6807300818231485,0,13,0.6454223252740807,1,0,0.701808523586708,0,1,0.6907016448803908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,42,0.073,1976.0,500.0,0,0.0,0,330,470,12,0.6962550842335493,0,0.6028778944021516,0,7.904,0.0,492.5,0,0.5794104646740023,0,0,0,13,159,0.6907016448803908,159,8,0.65384092285008,5,154,0.701808523586708,113,4,0.6471208916147929,0,105,0.6342330719544699,33,0,0.6313738667043706,0,33,0.5846508231801122,5,0,0.47237080540853943,0,5,0.41611065469777947,2,0,0.47035304429514585,0,2,0.5356546816500167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,42,0.073,1976.0,500.0,1192.5,1575.5,766,1,33,3,0.6962550842335493,0.701808523586708,0.014400568712333407,0.014523074836390756,7.904,4.77,500,383,0.009589519416090403,0.035534939072334,0.3202682585581036,0.3202682585581036,1,32,0.43026512328542577,0,1,0.4078582844890796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,42,0.073,1976.0,500.0,834,1151.0,634,3,163,4,0.6962550842335493,0.701808523586708,0.014400568712333407,0.01667030831068686,7.904,3.336,500,317,0.009589519416090403,0.05391366935183054,0.41714145356252347,0.3202682585581036,1,160,0.6907016448803908,2,1,0.47237080540853943,0,2,0.5771537930430415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,43,0.073,1930.0,500.0,1286.5,1642.5,712,19,69,5,0.6925408486917921,0.695628296405596,0.5999276390276387,0.6072569596446,7.72,5.146,498.5,356,0.5377539541796129,0.5733862313831513,0.4554300295886001,0.3448016040310304,4,51,0.6833407914668497,0,3,0.6504952526976149,15,0,0.6360343175956422,0,15,0.617991765315762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,43,0.073,1930.0,500.0,830.5,1118.5,576,35,189,6,0.6925408486917921,0.695628296405596,0.5999276390276387,0.5928377082022915,7.72,3.322,498.5,288,0.5377539541796129,0.5318833854425935,0.4795862246237793,0.4012411350776283,4,154,0.6833407914668497,26,4,0.6504952526976149,1,26,0.5604699584320798,4,1,0.4973968658516236,0,4,0.5921337607385243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,43,0.073,1930.0,500.0,1065.5,1434.5,738,5,57,4,0.6925408486917921,0.695628296405596,0.01691605361485864,0.02241750270205553,7.72,4.2620000000000005,499.5,369,-0.023003766646415624,-0.04238243233442027,0.39424829390363436,0.39424829390363436,3,52,0.6715194920318931,2,3,0.6697769355460688,0,2,0.5112756668284815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,43,0.073,1930.0,500.0,801,1118.0,634,6,160,6,0.6925408486917921,0.695628296405596,0.01691605361485864,0.022252195753773032,7.72,3.2039999999999997,499.5,317,-0.023003766646415624,-0.02884253183860473,0.41901667155969236,0.36427913317376703,3,154,0.6715411677998563,2,3,0.5857203726568883,0,2,0.508565616483673,1,0,0.30594359559384343,0,1,0.38365458720314555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,44,0.073,1939.5,500.0,1335.5,1712.5,754,8,38,4,0.6927512058786289,0.690744262354512,0.6092854774464407,0.6182531806537113,7.758,5.3420000000000005,498,377,0.564645740293032,0.4519603564499761,0.42841664548567077,0.3876402307114971,6,30,0.6761264779817058,2,6,0.6947581494027458,0,2,0.3400675456002336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,44,0.073,1939.5,500.0,0,0.0,0,375,425,11,0.6927512058786289,0,0.6092854774464407,0,7.758,0.0,498,0,0.564645740293032,0,0,0,6,168,0.6947581494027458,178,3,0.690744262354512,0,135,0.6666943018711916,117,0,0.6462156516913085,0,77,0.660870056175892,66,0,0.6854000065225088,0,36,0.6495148052148572,6,0,0.4938835207348664,0,6,0.6515296465113596,2,0,0.6007925972895247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,44,0.073,1939.5,500.0,1127,1512.0,770,0,30,2,0.6927512058786289,0.6947581494027458,0.01742539127539126,0.014168565921812669,7.758,4.508,500,385,0.003088122331964254,-0.027194837525240628,0.46229844727891073,0.3936071353820866,0,30,0.3237107196128314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,44,0.073,1939.5,500.0,744.5,1056.5,624,3,173,4,0.6927512058786289,0.690744262354512,0.01742539127539126,0.010695901320901324,7.758,2.9779999999999998,500,312,0.003088122331964254,-0.02229035819970749,0.4797763705261061,0.39415969117053107,0,170,0.6947581494027458,3,0,0.48220562688386426,0,3,0.4809784011794479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,45,0.073,1997.0,500.0,1357.5,1729.5,744,15,41,3,0.6860574442763507,0.6952239299892945,0.6026619949375066,0.6107329200071134,7.9879999999999995,5.43,493,372,0.6212504170600439,0.553356998789108,0.3879463142815587,0.31735318575520677,15,26,0.6382117024027495,0,15,0.6713983962561366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,45,0.073,1997.0,500.0,0,0.0,0,329,471,16,0.6860574442763507,0,0.6026619949375066,0,7.9879999999999995,0.0,493,0,0.6212504170600439,0,0,0,15,145,0.6952239299892945,14,12,0.678342757420898,8,14,0.6043672851470007,95,8,0.6713983962561366,0,95,0.6874223072246541,130,0,0.6747207086771904,0,130,0.6605260451761479,44,0,0.637056419206049,0,44,0.556634753600063,19,0,0.537985331612556,0,19,0.5243138998748379,2,0,0.4980785271240527,0,2,0.49293143519679555,2,0,0.45659534560938037,0,2,0.41672379856689257,0,0,0,0,0,0,0,0,0
178,45,0.073,1997.0,500.0,1176,1561.0,770,2,28,3,0.6860574442763507,0.6952239299892945,0.013490698835048661,0.011485426550361607,7.9879999999999995,4.704000000000001,500,385,0.001679549403470208,0.004334708239886815,0.45913622701789614,0.45913622701789614,2,26,0.593161296722758,0,2,0.5789375915239493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,45,0.073,1997.0,500.0,827.5,1149.5,644,4,152,4,0.6860574442763507,0.6874223072246541,0.013490698835048661,0.01155230208025239,7.9879999999999995,3.31,500,322,0.001679549403470208,0.005112158230885509,0.5351404175319671,0.5310229336423107,2,148,0.6952239299892945,2,2,0.4291301380972732,0,2,0.5665421477732037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,46,0.073,1923.0,500.0,1403,1786.0,766,6,28,5,0.6948741250155186,0.6997338635801819,0.6130697530631575,0.6352836068605534,7.692,5.612,498,383,0.5770596823914416,0.5470768161063704,0.39196105050486574,0.38547147473177107,4,24,0.5028533397766421,1,2,0.5253529596331394,1,1,0.5708369944432441,0,1,0.5821567949417331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,46,0.073,1923.0,500.0,1,3.0,4,325,471,16,0.6948741250155186,0.4740954553363129,0.6130697530631575,0.0,7.692,0.004,498,2,0.5770596823914416,nan,0.42707745726214574,0.42707745726214574,4,147,0.6997338635801819,15,3,0.6964113608321092,0,15,0.6900143864508554,59,0,0.6509527182693942,0,59,0.6468055312781648,130,0,0.6558029882570463,0,130,0.6739971418121345,70,0,0.6772918773016151,0,70,0.6350338833879572,41,0,0.6522054927376707,0,41,0.6219748811046232,5,0,0.42852495851472827,0,5,0.4483798367739976,1,0,0.3808799188736388,0,1,0.4586905742191551,0,0,0,0,0,0,0,0,0
