,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp,step44_isol,step44_unsupp,step45_isol,step45_unsupp,step46_isol,step46_unsupp,step47_isol,step47_unsupp,step48_isol,step48_unsupp,step49_isol,step49_unsupp,step50_isol,step50_unsupp,step51_isol,step51_unsupp,step52_isol,step52_unsupp
0,1,0.03,373,500,0,0,0,871,29,3,0.680127713,0,0.335371006,0,1.492,0,15.5,0,0,0,0,869,3,2,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.03,373,500,0,0,0,875,25,4,0.680127713,0,0.335371006,0,1.492,0,15.5,0,0,0,0,869,2,5,23,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,0.03,373,500,0,0,0,704,196,5,0.680127713,0,0,0,1.492,0,286,0,0,0,0,476,46,139,128,86,11,3,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,0.03,373,500,0,0,0,672,228,5,0.680127713,0,0,0,1.492,0,286,0,0,0,0,476,37,58,179,138,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,0.03,329.5,500,0,0,0,881,19,3,0.695509072,0,0.293280881,0,1.318,0,12,0,0,0,0,876,3,5,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,0.03,329.5,500,0,0,0,879,21,3,0.695509072,0,0.293280881,0,1.318,0,12,0,0,0,0,876,3,3,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,0.03,329.5,500,0,0,0,776,124,5,0.695509072,0,0.002807487,0,1.318,0,205,0,0,0,0,653,25,90,93,33,4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,0.03,329.5,500,0,0,0,770,130,5,0.695509072,0,0.002807487,0,1.318,0,205,0,0,0,0,653,21,88,107,28,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,0.03,334,500,0,0,0,882,18,3,0.689203606,0,0.288521472,0,1.336,0,10,0,0,0,0,880,4,2,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,0.03,334,500,0,0,0,880,20,3,0.689203606,0,0.288521472,0,1.336,0,10,0,0,0,0,880,2,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,0.03,334,500,0,0,0,741,159,6,0.689203606,0,0,0,1.336,0,192.5,0,0,0,0,634,27,89,128,15,2,2,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,0.03,334,500,0,0,0,738,162,5,0.689203606,0,0,0,1.336,0,192.5,0,0,0,0,634,23,62,130,40,2,2,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,0.03,357,500,0,0,0,876,24,3,0.68665155,0,0.299218339,0,1.428,0,12,0,0,0,0,876,1,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,0.03,357,500,0,0,0,877,23,3,0.68665155,0,0.299218339,0,1.428,0,12,0,0,0,0,876,3,1,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4,0.03,357,500,0,0,0,706,194,6,0.68665155,0,0,0,1.428,0,256,0,0,0,0,513,49,96,134,92,8,4,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,0.03,357,500,0,0,0,681,219,6,0.68665155,0,0,0,1.428,0,256,0,0,0,0,513,41,82,163,83,3,1,12,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5,0.03,349.5,500,0,0,0,879,21,4,0.685839674,0,0.310133854,0,1.398,0,11.5,0,0,0,0,877,4,0,17,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,0.03,349.5,500,0,0,0,879,21,4,0.685839674,0,0.310133854,0,1.398,0,11.5,0,0,0,0,877,1,0,20,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5,0.03,349.5,500,0,0,0,766,134,5,0.685839674,0,0.002590674,0,1.398,0,242,0,0,0,0,549,31,157,98,57,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,0.03,349.5,500,0,0,0,692,208,6,0.685839674,0,0.002590674,0,1.398,0,242,0,0,0,0,549,22,45,173,96,2,0,11,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6,0.03,332.5,500,0,0,0,885,15,3,0.68594431,0,0.328173699,0,1.33,0,9,0,0,0,0,882,1,3,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6,0.03,332.5,500,0,0,0,882,18,3,0.68594431,0,0.328173699,0,1.33,0,9,0,0,0,0,882,1,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6,0.03,332.5,500,0,0,0,699,201,5,0.68594431,0,0,0,1.33,0,238,0,0,0,0,605,30,39,159,54,6,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6,0.03,332.5,500,0,0,0,761,139,5,0.68594431,0,0,0,1.33,0,238,0,0,0,0,605,33,115,103,37,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7,0.03,345.5,500,0,0,0,878,22,4,0.68400993,0,0.299710025,0,1.382,0,12,0,0,0,0,876,1,0,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,0.03,345.5,500,0,0,0,876,24,3,0.68400993,0,0.299710025,0,1.382,0,12,0,0,0,0,876,0,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,7,0.03,345.5,500,0,0,0,703,197,5,0.68400993,0,0,0,1.382,0,275,0,0,0,0,627,29,35,163,41,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0.03,345.5,500,0,0,0,709,191,6,0.68400993,0,0,0,1.382,0,275,0,0,0,0,627,21,37,164,41,0,0,6,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8,0.03,363,500,0,0,0,873,27,4,0.686895567,0,0.315577423,0,1.452,0,16,0,0,0,0,868,4,3,23,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8,0.03,363,500,0,0,0,874,26,3,0.686895567,0,0.315577423,0,1.452,0,16,0,0,0,0,868,2,6,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,0.03,363,500,0,0,0,693,207,5,0.686895567,0,0.001085069,0,1.452,0,276.5,0,0,0,0,525,58,101,139,66,3,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,0.03,363,500,0,0,0,746,154,7,0.686895567,0,0.001085069,0,1.452,0,276.5,0,0,0,0,525,44,145,99,74,5,0,4,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,9,0.03,337,500,0,0,0,876,24,3,0.68343214,0,0.299441082,0,1.348,0,14,0,0,0,0,872,3,4,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,9,0.03,337,500,0,0,0,872,28,3,0.68343214,0,0.299441082,0,1.348,0,14,0,0,0,0,872,1,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,9,0.03,337,500,0,0,0,792,108,5,0.68343214,0,0.002240143,0,1.348,0,217,0,0,0,0,572,34,198,63,21,11,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,9,0.03,337,500,0,0,0,742,158,4,0.68343214,0,0.002240143,0,1.348,0,217,0,0,0,0,572,30,134,124,36,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,10,0.03,362,500,0,0,0,879,21,3,0.670852489,0,0.345412399,0,1.448,0,10.5,0,0,0,0,879,1,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,10,0.03,362,500,0,0,0,881,19,3,0.670852489,0,0.345412399,0,1.448,0,10.5,0,0,0,0,879,1,2,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,10,0.03,362,500,0,0,0,736,164,5,0.670852489,0,0,0,1.448,0,284.5,0,0,0,0,508,48,175,108,53,6,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,10,0.03,362,500,0,0,0,744,156,5,0.670852489,0,0,0,1.448,0,284.5,0,0,0,0,508,45,176,104,59,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,11,0.03,347,500,0,0,0,875,25,3,0.69978197,0,0.328237829,0,1.388,0,12.5,0,0,0,0,875,2,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,11,0.03,347,500,0,0,0,877,23,3,0.69978197,0,0.328237829,0,1.388,0,12.5,0,0,0,0,875,7,2,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11,0.03,347,500,0,0,0,769,131,5,0.69978197,0,0.001948052,0,1.388,0,219.5,0,0,0,0,589,32,127,89,51,6,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,11,0.03,347,500,0,0,0,733,167,5,0.69978197,0,0.001948052,0,1.388,0,219.5,0,0,0,0,589,29,87,127,57,4,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,12,0.03,338.5,500,0,0,0,878,22,3,0.682004979,0,0.333224293,0,1.354,0,11,0,0,0,0,878,1,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,12,0.03,338.5,500,0,0,0,878,22,3,0.682004979,0,0.333224293,0,1.354,0,11,0,0,0,0,878,1,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,12,0.03,338.5,500,0,0,0,780,120,5,0.682004979,0,0.004380359,0,1.354,0,227,0,0,0,0,606,30,151,85,23,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,12,0.03,338.5,500,0,0,0,795,105,5,0.682004979,0,0.004380359,0,1.354,0,227,0,0,0,0,606,28,169,70,19,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,13,0.03,358,500,0,0,0,863,37,4,0.695960618,0,0.312417015,0,1.432,0,20.5,0,0,0,0,859,6,2,31,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,13,0.03,358,500,0,0,0,875,25,4,0.695960618,0,0.312417015,0,1.432,0,20.5,0,0,0,0,859,7,14,18,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,13,0.03,358,500,0,0,0,750,150,6,0.695960618,0,0,0,1.432,0,244.5,0,0,0,0,528,30,133,108,82,5,5,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,13,0.03,358,500,0,0,0,783,117,6,0.695960618,0,0,0,1.432,0,244.5,0,0,0,0,528,37,196,75,56,4,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,14,0.03,336,500,0,0,0,876,24,3,0.686683155,0,0.313158931,0,1.344,0,15,0,0,0,0,870,1,6,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,14,0.03,336,500,0,0,0,872,28,4,0.686683155,0,0.313158931,0,1.344,0,15,0,0,0,0,870,2,0,26,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14,0.03,336,500,0,0,0,708,192,5,0.686683155,0,0,0,1.344,0,247,0,0,0,0,535,35,99,144,72,5,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,14,0.03,336,500,0,0,0,711,189,6,0.686683155,0,0,0,1.344,0,247,0,0,0,0,535,24,60,156,111,4,4,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,15,0.03,344.5,500,0,0,0,881,19,3,0.690912201,0,0.289242858,0,1.378,0,11.5,0,0,0,0,877,3,4,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,15,0.03,344.5,500,0,0,0,878,22,3,0.690912201,0,0.289242858,0,1.378,0,11.5,0,0,0,0,877,3,1,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,15,0.03,344.5,500,0,0,0,743,157,5,0.690912201,0,0.001041667,0,1.378,0,233,0,0,0,0,533,44,157,106,52,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,15,0.03,344.5,500,0,0,0,716,184,6,0.690912201,0,0.001041667,0,1.378,0,233,0,0,0,0,533,31,85,144,94,3,2,6,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,16,0.03,315.5,500,0,0,0,880,20,3,0.68196042,0,0.280091324,0,1.262,0,11.5,0,0,0,0,877,3,3,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,16,0.03,315.5,500,0,0,0,881,19,3,0.68196042,0,0.280091324,0,1.262,0,11.5,0,0,0,0,877,2,4,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,16,0.03,315.5,500,0,0,0,769,131,6,0.68196042,0,0,0,1.262,0,180.5,0,0,0,0,634,28,82,99,51,0,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,16,0.03,315.5,500,0,0,0,811,89,4,0.68196042,0,0,0,1.262,0,180.5,0,0,0,0,634,28,157,57,20,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,17,0.03,366,500,0,0,0,880,20,3,0.680617802,0,0.334948229,0,1.464,0,11.5,0,0,0,0,880,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,17,0.03,366,500,0,0,0,880,20,3,0.680617802,0,0.334948229,0,1.464,0,11.5,0,0,0,0,880,1,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,17,0.03,366,500,0,0,0,797,103,5,0.680617802,0,0.000948845,0,1.464,0,289,0,0,0,0,489,48,278,48,28,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,17,0.03,366,500,0,0,0,755,145,6,0.680617802,0,0.000948845,0,1.464,0,289,0,0,0,0,489,47,211,92,53,4,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,18,0.03,338.5,500,0,0,0,875,25,3,0.689732659,0,0.31165318,0,1.354,0,12.5,0,0,0,0,875,4,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,18,0.03,338.5,500,0,0,0,875,25,3,0.689732659,0,0.31165318,0,1.354,0,12.5,0,0,0,0,875,2,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,18,0.03,338.5,500,0,0,0,738,162,5,0.689732659,0,0,0,1.354,0,257,0,0,0,0,496,39,160,112,81,2,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,18,0.03,338.5,500,0,0,0,743,157,5,0.689732659,0,0,0,1.354,0,257,0,0,0,0,496,39,170,109,73,6,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,19,0.03,367.5,500,0,0,0,881,19,3,0.677339926,0,0.299525321,0,1.47,0,13,0,0,0,0,876,5,5,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,19,0.03,367.5,500,0,0,0,878,22,4,0.677339926,0,0.299525321,0,1.47,0,13,0,0,0,0,876,1,0,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,19,0.03,367.5,500,0,0,0,720,180,6,0.677339926,0,0.001611535,0,1.47,0,294.5,0,0,0,0,484,49,147,121,87,2,0,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,19,0.03,367.5,500,0,0,0,688,212,6,0.677339926,0,0.001611535,0,1.47,0,294.5,0,0,0,0,484,35,92,158,97,8,12,11,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,20,0.03,346,500,0,0,0,874,26,3,0.681557086,0,0.300138258,0,1.384,0,13,0,0,0,0,874,2,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
