,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp,step44_isol,step44_unsupp,step45_isol,step45_unsupp,step46_isol,step46_unsupp,step47_isol,step47_unsupp,step48_isol,step48_unsupp,step49_isol,step49_unsupp,step50_isol,step50_unsupp,step51_isol,step51_unsupp,step52_isol,step52_unsupp
7844,1962,0.0625,1453,500,0,0,0,634,266,6,0.688714949,0,0.584208976,0,5.812,0,484.5,0,0,0,0,254,63,303,110,49,85,28,2,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,1962,0.0625,1453,500,0,0,0,622,278,7,0.688714949,0,0.584208976,0,5.812,0,484.5,0,0,0,0,254,64,161,111,101,72,104,12,1,19,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,1962,0.0625,1453,500,926.5,1324.5,796,6,98,4,0.688714949,0.699952967,0.014751154,0.011283329,5.812,3.706,500,398,0.02769034,0.332310269,0.503557686,2,92,4,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,1962,0.0625,1453,500,908.5,1300.5,784,9,107,5,0.688714949,0.699952967,0.014751154,0.013950732,5.812,3.634,500,392,-0.005953593,0.324126555,0.284434412,2,98,6,2,1,6,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,1963,0.0625,1444.5,500,0,0,0,463,437,10,0.690004525,0,0.597420491,0,5.778,0,479.5,0,0,0,0,46,92,179,34,10,165,170,3,4,123,47,0,0,15,7,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,1963,0.0625,1444.5,500,0,0,0,554,346,10,0.690004525,0,0.597420491,0,5.778,0,479.5,0,0,0,0,46,87,65,35,142,33,61,112,177,13,41,55,16,4,5,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,1963,0.0625,1444.5,500,931,1326,790,8,102,4,0.690004525,0.695753363,0.016191704,0.017138565,5.778,3.724,499.5,395,0.001163901,0.358802879,0.502508695,4,96,4,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,1963,0.0625,1444.5,500,951.5,1350.5,798,5,97,4,0.690004525,0.695753363,0.016191704,0.015213177,5.778,3.806,499.5,399,-0.03070501,0.487647321,0.388715068,4,93,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,1964,0.0625,1422.5,500,0,0,0,463,437,9,0.681600059,0,0.595036147,0,5.69,0,487.5,0,0,0,0,258,70,20,198,117,14,2,112,62,0,0,41,4,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,1964,0.0625,1422.5,500,1,3,4,592,304,8,0.681600059,0.494898638,0.595036147,0,5.69,0.004,487.5,2,nan,0.478299808,0.478299808,258,68,196,137,77,65,53,17,4,13,4,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,1964,0.0625,1422.5,500,924,1319,790,8,102,4,0.681600059,0.675856496,0.009019247,0.00908479,5.69,3.696,499,395,0.011600828,0.37777685,0.39237388,5,95,3,4,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,1964,0.0625,1422.5,500,918,1314,792,9,99,4,0.681600059,0.687343621,0.009019247,0.010129524,5.69,3.672,499,396,-0.004660313,0.317925937,0.311258001,5,90,4,5,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,1965,0.0625,1504.5,500,0,0,0,573,327,12,0.693664297,0,0.591135629,0,6.018,0,452.5,0,0,0,0,96,75,38,73,27,33,38,26,227,10,37,78,96,3,5,26,7,1,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,1965,0.0625,1504.5,500,2,5,6,439,455,12,0.693664297,0.429538174,0.591135629,0,6.018,0.008,452.5,3,-1,0.383890704,0.383890704,96,85,162,64,18,139,133,6,0,131,26,0,0,26,3,0,0,3,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,1965,0.0625,1504.5,500,964,1364,800,4,96,4,0.693664297,0.692743321,0.010849722,0.012360632,6.018,3.856,500,400,-0.00524596,0.244297922,0.403256134,0,92,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,1965,0.0625,1504.5,500,983.5,1385.5,804,2,94,4,0.693664297,0.694585274,0.010849722,0.012877262,6.018,3.934,500,402,-0.030012661,0.360838109,0.314203096,0,92,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,1966,0.0625,1460,500,0,0,0,570,330,9,0.697974031,0,0.600152255,0,5.84,0,476.5,0,0,0,0,48,92,385,16,24,181,99,2,0,35,12,0,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,1966,0.0625,1460,500,1,3,4,556,340,7,0.697974031,0.328986412,0.600152255,0,5.84,0.004,476.5,2,nan,0.264978172,0.264978172,48,88,225,28,139,151,104,30,37,40,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,1966,0.0625,1460,500,924,1316,784,9,107,4,0.697974031,0.690927525,0.012990995,0.015621043,5.84,3.696,497.5,392,-0.01398842,0.344729619,0.379458663,5,98,4,5,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,1966,0.0625,1460,500,922,1311,778,15,107,6,0.697974031,0.702156226,0.012990995,0.014833053,5.84,3.688,497.5,389,-0.004324129,0.304763658,0.304763658,5,92,9,5,0,9,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864,1967,0.0625,1459,500,1,3,4,590,306,7,0.691933893,0.653924257,0.601015059,0,5.836,0.004,479,2,nan,0.533226093,0.533226093,438,53,11,235,136,0,0,17,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,1967,0.0625,1459,500,0,0,0,604,296,8,0.691933893,0,0.601015059,0,5.836,0,479,0,0,0,0,438,51,32,199,125,4,1,40,6,0,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,1967,0.0625,1459,500,919.5,1314.5,790,7,103,3,0.691933893,0.695918111,0.011027185,0.010524321,5.836,3.678,498.5,395,0.004161418,0.424711501,0.413371205,7,96,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,1967,0.0625,1459,500,916.5,1312.5,792,10,98,4,0.691933893,0.695918111,0.011027185,0.011102001,5.836,3.666,498.5,396,-0.017183648,0.424711501,0.424711501,7,89,3,6,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868,1968,0.0625,1506,500,0,0,0,601,299,12,0.691791088,0,0.585030384,0,6.024,0,479.5,0,0,0,0,55,87,223,35,155,93,83,34,70,28,6,15,5,3,1,2,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,1968,0.0625,1506,500,0,0,0,605,295,10,0.691791088,0,0.585030384,0,6.024,0,479.5,0,0,0,0,55,87,399,25,44,153,102,1,0,26,3,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,1968,0.0625,1506,500,913.5,1302.5,778,13,109,4,0.691791088,0.684588801,0.01161749,0.011688312,6.024,3.654,498,389,-0.030383015,0.438334613,0.422292884,9,97,4,8,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,1968,0.0625,1506,500,936.5,1326.5,780,16,104,6,0.691791088,0.697738867,0.01161749,0.010767075,6.024,3.746,498,390,-0.007109219,0.391828086,0.398737017,9,89,6,8,0,6,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,1969,0.0625,1455.5,500,0,0,0,530,370,9,0.675559616,0,0.592386232,0,5.822,0,478,0,0,0,0,57,81,183,29,49,161,203,14,20,76,16,5,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,1969,0.0625,1455.5,500,0,0,0,475,425,9,0.675559616,0,0.592386232,0,5.822,0,478,0,0,0,0,57,78,36,44,182,30,33,158,115,14,31,90,13,6,8,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,1969,0.0625,1455.5,500,935.5,1333.5,796,7,97,4,0.675559616,0.67266084,0.011580019,0.010652622,5.822,3.742,498.5,398,-0.00235781,0.511859975,0.511859975,4,91,3,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,1969,0.0625,1455.5,500,953,1353,800,9,91,4,0.675559616,0.678458392,0.011580019,0.011969128,5.822,3.812,498.5,400,-0.001361586,0.511859975,0.511859975,4,82,5,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,1970,0.0625,1446.5,500,0,0,0,411,489,14,0.688327925,0,0.597301712,0,5.786,0,481.5,0,0,0,0,36,85,10,29,45,10,2,45,3,2,58,3,0,58,194,0,0,194,56,0,0,56,7,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,1970,0.0625,1446.5,500,0,0,0,542,358,12,0.688327925,0,0.597301712,0,5.786,0,481.5,0,0,0,0,36,82,64,30,16,57,292,6,12,160,118,0,0,19,2,0,0,2,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7878,1970,0.0625,1446.5,500,942,1343,802,4,94,4,0.688327925,0.689308728,0.0125246,0.011705225,5.786,3.768,498.5,401,0.001569436,0.387532774,0.300381364,2,90,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,1970,0.0625,1446.5,500,920.5,1320.5,800,6,94,4,0.688327925,0.689308728,0.0125246,0.01397619,5.786,3.682,498.5,400,-0.002231353,0.465440098,0.582296168,2,88,4,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7880,1971,0.0625,1476,500,1,3,4,518,378,9,0.675974493,0.441956223,0.585675909,0,5.904,0.004,489,2,nan,0.415033938,0.415033938,192,76,94,137,132,59,66,79,20,15,12,9,2,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881,1971,0.0625,1476,500,0,0,0,524,376,8,0.675974493,0,0.585675909,0,5.904,0,489,0,0,0,0,192,74,14,153,187,7,94,107,21,18,16,11,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,1971,0.0625,1476,500,936.5,1333.5,794,5,101,4,0.675974493,0.676816319,0.012078223,0.012265694,5.904,3.746,498,397,0.001558343,0.400082153,0.400082153,4,96,1,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,1971,0.0625,1476,500,950,1346,792,7,101,4,0.675974493,0.676816319,0.012078223,0.008862161,5.904,3.8,498,396,-0.006407637,0.400082153,0.400082153,4,95,3,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,1972,0.0625,1427.5,500,1,3,4,403,493,17,0.689545017,0.366736078,0.582330564,0,5.71,0.004,495,2,nan,0.321089498,0.321089498,10,93,17,9,14,16,0,13,21,0,0,21,77,0,0,77,121,0,0,121,114,0,0,114,27,0,0,27,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,1972,0.0625,1427.5,500,0,0,0,420,480,12,0.689545017,0,0.582330564,0,5.71,0,495,0,0,0,0,10,90,100,9,17,94,211,7,2,202,64,0,0,62,14,0,0,14,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,1972,0.0625,1427.5,500,914,1309,790,8,102,5,0.689545017,0.697064581,0.013457027,0.015294993,5.71,3.656,499.5,395,-0.057019311,0.518262501,0.518262501,4,94,3,4,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,1972,0.0625,1427.5,500,932,1328,792,9,99,4,0.689545017,0.697064581,0.013457027,0.014628245,5.71,3.728,499.5,396,-0.044168014,0.400357308,0.400357308,4,90,5,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7888,1973,0.0625,1473,500,0,0,0,544,356,8,0.704712687,0,0.597340547,0,5.892,0,455.5,0,0,0,0,119,91,93,94,173,61,115,67,24,30,20,8,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,1973,0.0625,1473,500,1,3,4,512,384,7,0.704712687,0.566865375,0.597340547,0,5.892,0.004,455.5,2,nan,0.408963385,0.408963385,119,77,7,102,255,3,0,169,131,0,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,1973,0.0625,1473,500,909.5,1302.5,786,8,106,4,0.704712687,0.706553697,0.013855458,0.01008155,5.892,3.638,498,393,-0.039966399,0.352666425,0.467486697,6,99,2,5,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,1973,0.0625,1473,500,932,1332,800,10,90,5,0.704712687,0.706553697,0.013855458,0.009213599,5.892,3.728,498,400,-0.005210793,0.50500353,0.35102291,6,81,3,5,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,1974,0.0625,1390.5,500,0,0,0,447,453,13,0.684773196,0,0.575944645,0,5.562,0,494,0,0,0,0,226,65,19,190,138,7,0,127,52,0,0,52,7,0,0,7,3,0,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,1974,0.0625,1390.5,500,0,0,0,440,460,9,0.684773196,0,0.575944645,0,5.562,0,494,0,0,0,0,226,71,12,200,178,4,6,167,15,0,0,15,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,1974,0.0625,1390.5,500,901,1296,790,9,101,4,0.684773196,0.690193746,0.011278177,0.01075015,5.562,3.604,498,395,0.002834326,0.403870429,0.394321834,5,95,4,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,1974,0.0625,1390.5,500,896.5,1293.5,794,10,96,4,0.684773196,0.690193746,0.011278177,0.011591718,5.562,3.586,498,397,0.023494482,0.327796576,0.327796576,5,87,5,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,1975,0.0625,1463,500,0,0,0,459,441,11,0.684946627,0,0.604187384,0,5.852,0,487.5,0,0,0,0,206,75,57,169,139,25,4,119,47,0,0,47,3,0,0,3,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,1975,0.0625,1463,500,1,3,4,575,321,11,0.684946627,0.358955079,0.604187384,0,5.852,0.004,487.5,2,nan,0.336593427,0.336593427,206,74,103,140,175,39,66,44,17,15,6,5,1,2,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898,1975,0.0625,1463,500,909.5,1303.5,788,8,104,4,0.684946627,0.690135396,0.012134679,0.011463931,5.852,3.638,498.5,394,0.037072455,0.297029887,0.260031265,5,97,3,4,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,1975,0.0625,1463,500,903.5,1297.5,788,8,104,4,0.684946627,0.673122304,0.012134679,0.009377164,5.852,3.614,498.5,394,0.01154678,0.313482789,0.276484167,5,96,3,5,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,1976,0.0625,1426.5,500,0,0,0,548,352,10,0.683211444,0,0.582695669,0,5.706,0,440.5,0,0,0,0,132,76,127,108,169,31,52,77,53,28,5,29,6,1,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,1976,0.0625,1426.5,500,0,0,0,581,319,7,0.683211444,0,0.582695669,0,5.706,0,440.5,0,0,0,0,132,74,151,109,153,70,121,47,24,16,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902,1976,0.0625,1426.5,500,907,1305,796,5,99,4,0.683211444,0.682723468,0.013600448,0.012813164,5.706,3.628,498.5,398,-0.025211825,0.429743643,0.466059579,4,94,1,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,1976,0.0625,1426.5,500,912,1310,796,8,96,5,0.683211444,0.694403533,0.013600448,0.011355632,5.706,3.648,498.5,398,-0.039125799,0.391542702,0.406200401,4,88,3,4,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,1977,0.0625,1473.5,500,0,0,0,590,310,8,0.699883143,0,0.595643138,0,5.894,0,461.5,0,0,0,0,79,80,241,36,129,129,84,38,46,21,10,4,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,1977,0.0625,1473.5,500,0,0,0,527,373,10,0.699883143,0,0.595643138,0,5.894,0,461.5,0,0,0,0,79,84,4,61,273,2,0,159,152,0,0,60,17,0,0,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,1977,0.0625,1473.5,500,950.5,1349.5,798,6,96,4,0.699883143,0.703904892,0.013156953,0.011447269,5.894,3.802,498.5,399,-0.016590331,0.27095832,0.34504704,4,91,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,1977,0.0625,1473.5,500,940.5,1335.5,790,7,103,5,0.699883143,0.703904892,0.013156953,0.010127741,5.894,3.762,498.5,395,0.004614777,0.43335626,0.376261226,4,96,2,4,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,1978,0.0625,1431,500,0,0,0,597,303,10,0.692259542,0,0.611241381,0,5.724,0,482,0,0,0,0,35,91,189,20,187,89,120,47,50,47,13,5,1,3,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,1978,0.0625,1431,500,0,0,0,532,368,10,0.692259542,0,0.611241381,0,5.724,0,482,0,0,0,0,35,85,71,29,58,68,109,36,124,87,124,29,5,29,6,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,1978,0.0625,1431,500,896,1290,788,8,104,4,0.692259542,0.69902367,0.009446044,0.008568828,5.724,3.584,499,394,0.003573702,0.370385411,0.358033449,4,97,4,3,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
