,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node,step19_isol,step19_unsupp,step19_far_dead_node,step20_isol,step20_unsupp,step20_far_dead_node,step21_isol,step21_unsupp,step21_far_dead_node,step22_isol,step22_unsupp,step22_far_dead_node,step23_isol,step23_unsupp,step23_far_dead_node,step24_isol,step24_unsupp,step24_far_dead_node,step25_isol,step25_unsupp,step25_far_dead_node,step26_isol,step26_unsupp,step26_far_dead_node,step27_isol,step27_unsupp,step27_far_dead_node,step28_isol,step28_unsupp,step28_far_dead_node,step29_isol,step29_unsupp,step29_far_dead_node,step30_isol,step30_unsupp,step30_far_dead_node,step31_isol,step31_unsupp,step31_far_dead_node,step32_isol,step32_unsupp,step32_far_dead_node,step33_isol,step33_unsupp,step33_far_dead_node,step34_isol,step34_unsupp,step34_far_dead_node,step35_isol,step35_unsupp,step35_far_dead_node,step36_isol,step36_unsupp,step36_far_dead_node,step37_isol,step37_unsupp,step37_far_dead_node,step38_isol,step38_unsupp,step38_far_dead_node
185,47,0.0685,1776.5,500,0,0,0,357,243,6,0.68046004,0,0.617558375,0,7.106,0,486.5,0,0,0,0,111,191,0.682694041,230,16,0.676027726,12,34,0.650547928,4,0,0.656720372,0,2,0.518130926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,47,0.0685,1776.5,500,0,0,0,186,414,14,0.68046004,0,0.013210336,0,7.106,0,500,0,0,0,0,11,276,0.682694041,48,4,0.678226038,1,47,0.641477092,22,1,0.563873335,0,22,0.547065073,24,0,0.661683824,0,18,0.650547928,40,0,0.615823145,0,30,0.626408663,34,0,0.58753566,0,14,0.661254945,6,0,0.562206939,0,2,0.432765703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,47,0.0685,1776.5,500,150,271,242,64,294,16,0.68046004,0.676027726,0.013210336,0.01177686,7.106,0.6,500,121,-0.013498441,0.385827528,0.505946089,11,236,0.682694041,26,7,0.599294947,0,24,0.659961153,13,0,0.600720529,0,13,0.647068179,6,0,0.670405893,0,6,0.560379216,3,0,0.465880595,0,3,0.630317678,1,0,0.384673498,0,1,0.562071727,3,0,0.582234609,0,3,0.626565875,1,0,0.424220257,0,1,0.395745914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,48,0.0685,1722.5,500,0,0,0,346,254,10,0.679111063,0,0.597212518,0,6.89,0,494,0,0,0,0,174,210,0.680266047,143,9,0.677956078,9,26,0.592413064,16,2,0.656332925,0,3,0.623493845,2,0,0.475378837,0,2,0.404767966,2,0,0.460414705,0,2,0.603926249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,48,0.0685,1722.5,500,1,3,4,341,255,8,0.679111063,0.547978662,0.597212518,0,6.89,0.004,494,2,nan,0.462429582,0.462429582,174,169,0.680266047,125,39,0.677956078,17,37,0.602902567,20,4,0.520232968,4,4,0.548233097,1,1,0.476482487,0,1,0.469467953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,48,0.0685,1722.5,500,0,0,0,192,408,12,0.679111063,0,0.013497197,0,6.89,0,499,0,0,0,0,17,284,0.680266047,43,8,0.655923919,1,37,0.611221822,30,0,0.648048826,0,28,0.665735859,82,0,0.673392974,0,44,0.677956078,16,0,0.568833632,0,4,0.56344738,3,0,0.431959925,0,3,0.650216384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,48,0.0685,1722.5,500,144,263,238,78,284,10,0.679111063,0.677956078,0.013497197,0.0227491,6.89,0.576,499,119,-0.07471381,0.404008658,0.530054169,17,221,0.680266047,38,7,0.668304894,1,35,0.630119813,11,1,0.578016413,0,11,0.578432613,9,0,0.64865162,0,7,0.47116167,2,0,0.433652453,0,2,0.563765855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,49,0.0685,1760.5,500,0,0,0,409,191,7,0.695592351,0,0.590192899,0,7.042,0,495.5,0,0,0,0,292,138,0.695603425,82,28,0.64429566,21,19,0.604214605,12,2,0.564199186,1,4,0.518358922,1,0,0.415841059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,49,0.0685,1760.5,500,0,0,0,408,192,6,0.695592351,0,0.590192899,0,7.042,0,495.5,0,0,0,0,292,120,0.695603425,80,55,0.676726987,31,14,0.631370175,3,3,0.535078969,2,0,0.575872222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,49,0.0685,1760.5,500,0,0,0,174,426,16,0.695592351,0,0.015198504,0,7.042,0,499,0,0,0,0,10,284,0.695603425,37,6,0.684886991,6,31,0.695581277,18,4,0.559187632,2,18,0.653827285,25,1,0.604214605,0,24,0.642696256,31,0,0.647109809,0,27,0.618406773,38,0,0.5948644,0,26,0.601523711,5,0,0.64429566,0,3,0.502252748,2,0,0.642485074,0,2,0.546964431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,49,0.0685,1760.5,500,159,285,252,70,278,10,0.695592351,0.695603425,0.015198504,0.005026455,7.042,0.636,499,126,-0.043249179,0.427580728,0.434989319,10,224,0.684886991,37,3,0.676726987,2,28,0.695581277,10,2,0.53625665,3,10,0.613458129,5,3,0.587114724,0,5,0.572363954,3,0,0.589212438,0,3,0.623909023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,50,0.0685,1703,500,1,3,4,336,260,6,0.691554201,0.454984542,0.612818556,0,6.812,0.004,495.5,2,nan,0.434465135,0.434465135,118,212,0.695271649,192,23,0.679154461,11,21,0.639275699,15,1,0.554248613,0,3,0.510857826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,50,0.0685,1703,500,0,0,0,343,257,7,0.691554201,0,0.612818556,0,6.812,0,495.5,0,0,0,0,118,178,0.695271649,193,18,0.677251196,16,52,0.643736239,14,2,0.597577313,0,7,0.550551603,2,0,0.540644921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,50,0.0685,1703,500,0,0,0,196,404,14,0.691554201,0,0.013588009,0,6.812,0,498,0,0,0,0,14,268,0.687836753,39,10,0.695271649,3,33,0.652804403,24,3,0.641051001,8,21,0.659330255,29,6,0.684921358,9,23,0.663315113,48,6,0.663556659,13,25,0.671905817,3,6,0.566558889,4,1,0.571699156,1,2,0.535286379,1,0,0.398665969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,50,0.0685,1703,500,135,250,230,77,293,10,0.691554201,0.676280027,0.013588009,0.004937888,6.812,0.54,498,115,-0.135297376,0.501149206,0.437366578,14,227,0.687836753,33,8,0.695271649,3,30,0.579010918,15,1,0.615031676,0,15,0.625658548,10,0,0.586798973,0,10,0.677251196,2,0,0.570347869,0,2,0.639275699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,51,0.0685,1729,500,1,3,4,333,263,5,0.677738168,0.452719931,0.601607305,0,6.916,0.004,498,2,nan,0.423810383,0.423810383,146,212,0.686879592,177,5,0.674611507,7,46,0.66756161,3,0,0.50627699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,51,0.0685,1729,500,0,0,0,351,249,5,0.677738168,0,0.601607305,0,6.916,0,498,0,0,0,0,146,202,0.686879592,189,11,0.674611507,11,36,0.678788366,5,0,0.584406258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,51,0.0685,1729,500,0,0,0,169,431,38,0.677738168,0,0.015841348,0,6.916,0,500,0,0,0,0,6,274,0.678788366,33,2,0.659367596,0,29,0.627136898,14,0,0.598559786,0,10,0.631800089,3,0,0.651538917,0,3,0.686879592,3,0,0.435925522,0,3,0.478666575,4,0,0.590538232,0,4,0.532190906,7,0,0.627190254,0,7,0.66756161,9,0,0.64525053,0,9,0.596298288,7,0,0.674324055,0,7,0.596967227,12,0,0.54665059,0,12,0.513071469,12,0,0.588148044,0,12,0.641846057,11,0,0.533190328,0,11,0.674611507,8,0,0.594646466,0,8,0.552364314,6,0,0.666123621,0,6,0.505250884,23,0,0.601002564,0,23,0.668596744,5,0,0.584406258,0,5,0.499053724,3,0,0.59553037,0,3,0.504755457,1,0,0.530425725,0,1,0.414590963,2,0,0.632194327,0,2,0.460435545,0,0,0
203,51,0.0685,1729,500,191,339,296,27,277,8,0.677738168,0.686879592,0.015841348,0.014414414,6.916,0.764,500,148,-0.055437352,0.536518684,0.400895662,6,256,0.668596744,17,3,0.64525053,0,14,0.627190254,3,0,0.590538232,0,3,0.564363539,1,0,0.394900835,0,1,0.374572215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,52,0.0685,1760,500,0,0,0,346,254,4,0.682225172,0,0.598125461,0,7.04,0,497.5,0,0,0,0,142,217,0.686265127,201,9,0.670271792,3,28,0.601635384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,52,0.0685,1760,500,0,0,0,360,240,7,0.682225172,0,0.598125461,0,7.04,0,497.5,0,0,0,0,142,182,0.686265127,181,15,0.665670796,19,38,0.618561286,16,4,0.599988375,1,1,0.596360932,1,0,0.559980785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,52,0.0685,1760,500,0,0,0,170,430,20,0.682225172,0,0.014498254,0,7.04,0,499.5,0,0,0,0,11,283,0.678185217,39,5,0.686265127,6,31,0.639359461,25,5,0.617704531,0,21,0.670271792,14,0,0.590924489,0,12,0.512225939,20,0,0.648164308,0,18,0.633580398,23,0,0.595990389,0,23,0.618561286,23,0,0.598878007,0,23,0.627027035,4,0,0.507619142,0,4,0.546375072,3,0,0.516156356,0,3,0.633859304,2,0,0.563035507,0,2,0.495877497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,52,0.0685,1760,500,177,317,280,49,271,8,0.682225172,0.670525755,0.014498254,0.024404762,7.04,0.708,499.5,140,-0.065185185,0.471901952,0.486434153,11,229,0.678185217,24,4,0.667573067,0,24,0.629815523,12,0,0.686265127,0,12,0.48989251,2,0,0.481846044,0,2,0.40170417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,53,0.0685,1789.5,500,0,0,0,386,214,7,0.689263396,0,0.63143449,0,7.158,0,493.5,0,0,0,0,256,166,0.689577702,112,15,0.683481569,11,31,0.586681081,5,1,0.473495782,1,1,0.55475162,1,0,0.550523659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,53,0.0685,1789.5,500,0,0,0,405,195,6,0.689263396,0,0.63143449,0,7.158,0,493.5,0,0,0,0,256,135,0.689577702,129,34,0.683481569,12,23,0.655471341,7,1,0.664505543,1,2,0.44748835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,53,0.0685,1789.5,500,0,0,0,167,433,14,0.689263396,0,0.01494758,0,7.158,0,500,0,0,0,0,6,287,0.689577702,43,3,0.601905413,6,32,0.683481569,20,4,0.62274824,2,16,0.670883834,15,1,0.603896136,0,15,0.68894909,48,0,0.655471341,0,48,0.654507391,22,0,0.608046369,0,22,0.638542586,5,0,0.553524328,0,5,0.532438218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,53,0.0685,1789.5,500,173,315,284,43,273,8,0.689263396,0.683481569,0.01494758,0.002347418,7.158,0.692,500,142,-0.102057188,0.479164023,0.471352063,6,232,0.689577702,26,4,0.67676562,2,26,0.662608728,8,2,0.640683187,0,8,0.573589417,1,0,0.500253764,0,1,0.486059897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,54,0.0685,1727.5,500,0,0,0,338,262,4,0.671766838,0,0.601837661,0,6.91,0,493.5,0,0,0,0,188,194,0.67223351,148,48,0.671300166,2,20,0.587629021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,54,0.0685,1727.5,500,0,0,0,377,223,6,0.671766838,0,0.601837661,0,6.91,0,493.5,0,0,0,0,188,171,0.67223351,173,29,0.669400172,12,19,0.639279607,4,2,0.489143828,0,2,0.502577232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,54,0.0685,1727.5,500,150,275,250,43,307,10,0.671766838,0.67223351,0.013146151,0.002142857,6.91,0.6,500,125,-0.06831769,0.465475305,0.419209593,7,270,0.665009607,19,2,0.630197273,0,18,0.513977676,8,0,0.559459417,0,8,0.584523964,4,0,0.62776086,0,4,0.59752854,5,0,0.669400172,0,5,0.668241019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,54,0.0685,1727.5,500,160.5,293.5,266,51,283,10,0.671766838,0.655266629,0.013146151,0.005818117,6.91,0.642,500,133,-0.111676441,0.492418356,0.456041059,7,236,0.671300166,31,5,0.665009607,1,29,0.67223351,5,1,0.553678603,1,5,0.566261443,4,1,0.669400172,0,4,0.61758615,2,0,0.519894435,0,2,0.534285407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,55,0.0685,1713,500,0,0,0,351,249,7,0.682803999,0,0.595955705,0,6.852,0,495,0,0,0,0,182,202,0.676154502,152,11,0.688549854,4,31,0.596724578,11,0,0.572303363,0,5,0.585095748,2,0,0.608131334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,55,0.0685,1713,500,0,0,0,371,229,7,0.682803999,0,0.595955705,0,6.852,0,495,0,0,0,0,182,165,0.677058144,160,24,0.688549854,13,30,0.632622947,14,4,0.629820101,0,6,0.508330105,2,0,0.528983611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,55,0.0685,1713,500,1,3,4,158,438,16,0.682803999,0.59182025,0.012705484,0,6.852,0.004,499.5,2,nan,0.459309382,0.459309382,9,291,0.676154502,47,6,0.671763552,1,39,0.676579702,13,1,0.634544576,2,13,0.665646437,15,2,0.688549854,0,15,0.521433702,36,0,0.642443568,0,36,0.668665722,27,0,0.65155387,0,27,0.677058144,7,0,0.585007957,0,7,0.559911586,1,0,0.444086262,0,1,0.508330105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,55,0.0685,1713,500,130.5,237.5,214,75,311,14,0.682803999,0.665646437,0.012705484,0.006831331,6.852,0.522,499.5,107,-0.109277704,0.522142,0.4292183,9,244,0.677058144,31,5,0.633800869,5,29,0.637147708,10,3,0.632622947,0,10,0.572234695,8,0,0.662650711,0,8,0.528046016,6,0,0.524003404,0,6,0.619569091,1,0,0.394299972,0,1,0.514508598,5,0,0.524752451,0,5,0.688549854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,56,0.0685,1716.5,500,1,3,4,327,269,8,0.691477544,0.549034918,0.602795683,0,6.866,0.004,499,2,nan,0.45947862,0.45947862,141,215,0.696580735,143,8,0.669083761,6,35,0.610771299,32,2,0.574178779,1,8,0.595050471,4,0,0.562833503,0,1,0.575566665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,56,0.0685,1716.5,500,0,0,0,359,241,7,0.691477544,0,0.602795683,0,6.866,0,499,0,0,0,0,141,195,0.696580735,191,19,0.686374354,15,21,0.615811419,10,3,0.541862399,1,3,0.486508362,1,0,0.46670466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,56,0.0685,1716.5,500,1,3,4,171,425,20,0.691477544,0.490287115,0.01272315,0,6.866,0.004,498,2,nan,0.441149022,0.441149022,14,273,0.696580735,42,5,0.629024885,2,33,0.629228432,18,1,0.669083761,1,18,0.62702736,5,1,0.501011055,0,5,0.59338563,2,0,0.393254878,0,2,0.492675879,17,0,0.620119098,0,17,0.630570138,14,0,0.623212445,0,14,0.517173641,44,0,0.651418863,0,44,0.665296398,10,0,0.49568113,0,10,0.573156166,2,0,0.476548982,0,2,0.527367785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
