,rep,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
23,22,415.0,481.6666666666667,489.0,474.0,476.0,472.0,464.0,477.3333333333333,483.6666666666667,496.3333333333333,497.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
24,23,413.0,482.0,481.6666666666667,484.3333333333333,469.0,468.6666666666667,472.0,472.3333333333333,489.6666666666667,496.6666666666667,496.6666666666667,499.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
25,24,422.6666666666667,480.3333333333333,484.0,471.0,472.3333333333333,471.0,467.6666666666667,471.6666666666667,484.3333333333333,493.6666666666667,498.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
26,25,407.6666666666667,480.6666666666667,483.6666666666667,472.6666666666667,473.3333333333333,468.3333333333333,472.0,467.6666666666667,485.3333333333333,497.3333333333333,496.3333333333333,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
27,26,410.3333333333333,477.6666666666667,486.0,476.3333333333333,470.0,471.6666666666667,471.0,474.6666666666667,485.0,490.6666666666667,497.3333333333333,499.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
28,27,413.3333333333333,479.0,480.0,477.3333333333333,470.6666666666667,466.3333333333333,465.3333333333333,471.3333333333333,484.0,492.3333333333333,498.3333333333333,499.3333333333333,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0
29,28,399.6666666666667,474.0,481.6666666666667,474.6666666666667,473.0,472.6666666666667,467.6666666666667,475.3333333333333,481.0,495.6666666666667,498.6666666666667,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
30,29,422.6666666666667,476.3333333333333,478.6666666666667,480.6666666666667,471.0,474.3333333333333,470.3333333333333,471.0,485.3333333333333,494.0,495.6666666666667,499.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
31,30,414.0,476.0,483.3333333333333,483.3333333333333,466.0,464.0,467.6666666666667,469.0,489.0,496.6666666666667,498.0,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
32,31,413.3333333333333,477.3333333333333,484.6666666666667,479.6666666666667,467.0,462.6666666666667,474.6666666666667,473.0,483.0,495.3333333333333,498.3333333333333,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
33,32,407.3333333333333,481.0,488.6666666666667,478.6666666666667,472.0,473.3333333333333,468.6666666666667,471.6666666666667,482.3333333333333,493.0,496.0,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
34,33,399.6666666666667,487.0,482.3333333333333,476.3333333333333,474.6666666666667,465.6666666666667,467.0,478.0,489.3333333333333,492.6666666666667,498.6666666666667,499.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
35,34,420.0,477.3333333333333,484.3333333333333,479.0,478.3333333333333,470.0,466.6666666666667,472.6666666666667,491.0,497.3333333333333,498.3333333333333,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
36,35,417.0,481.3333333333333,483.0,472.3333333333333,476.3333333333333,463.0,467.0,472.0,481.6666666666667,493.0,497.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
37,36,412.0,472.3333333333333,486.6666666666667,481.0,466.6666666666667,472.6666666666667,471.6666666666667,477.0,486.0,496.0,498.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
38,37,410.0,482.0,485.0,480.3333333333333,471.0,477.0,470.3333333333333,472.3333333333333,488.3333333333333,495.3333333333333,497.6666666666667,499.3333333333333,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
39,38,415.6666666666667,481.6666666666667,475.0,481.3333333333333,468.3333333333333,467.0,476.0,471.6666666666667,483.0,494.3333333333333,498.0,499.3333333333333,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
40,39,406.0,479.3333333333333,482.6666666666667,474.6666666666667,468.6666666666667,467.3333333333333,470.3333333333333,467.0,486.6666666666667,495.0,496.0,498.3333333333333,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0
41,40,405.3333333333333,481.3333333333333,482.0,482.0,469.6666666666667,473.6666666666667,472.0,476.0,490.6666666666667,494.6666666666667,499.3333333333333,500.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
42,41,412.0,481.0,480.0,477.6666666666667,475.3333333333333,469.6666666666667,465.0,473.0,487.3333333333333,493.3333333333333,496.6666666666667,498.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
43,42,422.0,477.6666666666667,480.6666666666667,479.0,476.0,469.6666666666667,469.3333333333333,472.3333333333333,485.0,493.3333333333333,497.0,499.6666666666667,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
44,43,413.0,485.0,475.0,475.0,472.6666666666667,472.0,470.0,473.0,485.3333333333333,493.6666666666667,496.6666666666667,500.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
45,44,431.0,479.3333333333333,488.6666666666667,471.3333333333333,473.0,467.0,466.3333333333333,476.6666666666667,482.0,496.3333333333333,497.3333333333333,498.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
46,45,407.3333333333333,475.3333333333333,475.6666666666667,484.3333333333333,471.6666666666667,471.0,471.0,478.3333333333333,487.3333333333333,493.3333333333333,498.3333333333333,500.0,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
47,46,420.6666666666667,484.0,485.6666666666667,477.3333333333333,473.6666666666667,468.0,468.0,473.3333333333333,489.3333333333333,495.6666666666667,497.0,498.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
48,47,407.6666666666667,474.3333333333333,486.3333333333333,474.3333333333333,475.3333333333333,466.3333333333333,472.6666666666667,474.6666666666667,489.6666666666667,494.6666666666667,496.6666666666667,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
49,48,405.0,481.3333333333333,484.6666666666667,471.6666666666667,464.3333333333333,470.0,471.0,478.0,491.0,496.3333333333333,497.3333333333333,498.6666666666667,499.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0
50,49,407.0,479.3333333333333,485.0,475.0,473.3333333333333,465.0,469.3333333333333,479.6666666666667,485.0,495.3333333333333,496.0,499.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
