,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node,step19_isol,step19_unsupp,step19_far_dead_node,step20_isol,step20_unsupp,step20_far_dead_node,step21_isol,step21_unsupp,step21_far_dead_node,step22_isol,step22_unsupp,step22_far_dead_node
56,15,0.067,1695,500,1,3,4,455,441,13,0.687581703,0.495850433,0.596857064,0,6.78,0.004,490.5,2,nan,0.478698399,0.478698399,32,88,0.661402239,26,25,0.677851836,108,24,0.629344558,44,87,0.650384379,95,24,0.632554949,20,82,0.612439416,79,7,0.650002108,17,71,0.667259075,24,9,0.69731157,5,21,0.625014602,3,2,0.55819646,2,1,0.628603038,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,15,0.067,1695,500,983.5,1326.5,686,66,148,5,0.687581703,0.667259075,0.596857064,0.578726141,6.78,3.934,490.5,343,0.505135854,0.383537599,0.373845605,32,91,0.69731157,28,28,0.677851836,6,23,0.650384379,0,6,0.641292529,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,15,0.067,1695,500,1097.5,1498.5,802,2,96,3,0.687581703,0.69731157,0.016509189,0.015988723,6.78,4.39,499,401,-0.015760736,0.566031357,0.508409717,2,94,0.661402239,0,2,0.481671834,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,15,0.067,1695,500,1098.5,1498.5,800,4,96,4,0.687581703,0.677851836,0.016509189,0.016085844,6.78,4.394,499,400,-0.013807835,0.473707,0.473707,2,92,0.69731157,2,2,0.52568596,0,2,0.358379078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,16,0.067,1742,500,0,0,0,414,486,21,0.700505775,0,0.597728474,0,6.968,0,464,0,0,0,0,73,89,0.701130758,12,58,0.591009742,51,12,0.660342267,2,50,0.666503009,21,1,0.675126399,1,21,0.486950102,18,1,0.495658574,2,18,0.596954167,54,2,0.60096981,0,54,0.517525007,65,0,0.676757919,0,65,0.66465513,44,0,0.634802065,0,44,0.514144646,50,0,0.525087911,0,50,0.575760187,18,0,0.602449392,0,18,0.626585803,3,0,0.618014236,0,3,0.261942518,0,0,0,,,
61,16,0.067,1742,500,1,3,4,419,477,11,0.700505775,0.660342267,0.597728474,0,6.968,0.004,464,2,nan,0.481061376,0.481061376,73,79,0.701130758,12,60,0.66465513,17,10,0.644520912,3,17,0.523488622,166,0,0.626585803,0,163,0.675126399,133,0,0.602301256,0,133,0.676757919,15,0,0.57958846,0,15,0.652478082,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,16,0.067,1742,500,1130.5,1529.5,798,4,98,4,0.700505775,0.701130758,0.013486057,0.015088455,6.968,4.522,498.5,399,-0.028395581,0.51570898,0.50487194,3,94,0.670200071,1,3,0.493284069,0,1,0.17836064,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,16,0.067,1742,500,1137,1541,808,3,89,3,0.700505775,0.701130758,0.013486057,0.016454152,6.968,4.548,498.5,404,-0.022969171,0.574767408,0.618542818,3,86,0.634727493,0,3,0.561122962,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,17,0.067,1634.5,500,1030.5,1399.5,738,37,125,5,0.692950533,0.699057025,0.614122703,0.597029739,6.538,4.122,492,369,0.553369844,0.430852548,0.275818521,21,92,0.67223262,6,17,0.648039844,10,6,0.58530025,0,10,0.535361284,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,17,0.067,1634.5,500,0,0,0,504,396,10,0.692950533,0,0.614122703,0,6.538,0,492,0,0,0,0,21,85,0.699057025,115,16,0.639985987,0,107,0.684907358,267,0,0.689624242,0,143,0.686844041,95,0,0.614351481,0,41,0.519978007,6,0,0.424028231,0,4,0.416308194,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,17,0.067,1634.5,500,1034.5,1428.5,788,9,103,4,0.692950533,0.699057025,0.010077074,0.007907765,6.538,4.138,498,394,-0.008465109,0.308065394,0.314754041,4,94,0.651083346,5,4,0.546202322,0,5,0.481212105,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,17,0.067,1634.5,500,1076.5,1476.5,800,7,93,4,0.692950533,0.689624242,0.010077074,0.007459721,6.538,4.306,498,400,0.004855097,0.257739313,0.316914425,4,86,0.699057025,3,4,0.5256305,0,3,0.569258393,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,18,0.067,1672.5,500,1158.5,1546.5,776,18,106,5,0.684603714,0.691169699,0.601902361,0.597503892,6.69,4.634,492.5,388,0.59081777,0.293768567,0.269040826,15,92,0.691549208,1,11,0.666859337,2,1,0.450945233,0,2,0.56176066,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,18,0.067,1672.5,500,1076,1451,750,29,121,5,0.684603714,0.691169699,0.601902361,0.601259178,6.69,4.304,492.5,375,0.491045033,0.308151018,0.365175775,15,93,0.691549208,4,14,0.616520325,10,4,0.497652456,0,10,0.587527735,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,18,0.067,1672.5,500,1071,1469,796,4,100,3,0.684603714,0.691549208,0.011472522,0.010949317,6.69,4.284,499,398,0.012231548,0.344831577,0.344831577,4,96,0.672806266,0,4,0.56176066,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,18,0.067,1672.5,500,1058.5,1456.5,796,6,98,4,0.684603714,0.691549208,0.011472522,0.011454613,6.69,4.234,499,398,-0.014806569,0.436336228,0.296519443,4,93,0.682902783,2,3,0.47973937,0,2,0.385848843,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,19,0.067,1723.5,500,1096.5,1467.5,742,39,119,5,0.677686735,0.663692449,0.584061028,0.573545614,6.894,4.386,479,371,0.60974402,0.38244225,0.311335237,36,86,0.694802869,2,30,0.660570602,1,2,0.488147384,0,1,0.24559388,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,19,0.067,1723.5,500,0,0,0,408,492,13,0.677686735,0,0.584061028,0,6.894,0,479,0,0,0,0,36,92,0.694802869,9,34,0.652096638,123,7,0.651491852,0,119,0.598398537,163,0,0.663692449,0,163,0.653567289,64,0,0.660570602,0,64,0.587414565,10,0,0.539411592,0,10,0.574304245,3,0,0.591062291,0,3,0.262108359,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,19,0.067,1723.5,500,1138,1540,804,2,94,4,0.677686735,0.694802869,0.010522044,0.009967575,6.894,4.552,499.5,402,0.014275099,0.401486715,0.435453673,1,92,0.680273398,1,1,0.433926589,0,1,0.286351608,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,19,0.067,1723.5,500,1130.5,1529.5,798,4,98,4,0.677686735,0.694802869,0.010522044,0.010358501,6.894,4.522,499.5,399,0.000676069,0.316374331,0.316374331,1,94,0.6476513,3,1,0.506312304,0,3,0.426783776,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,20,0.067,1700,500,1166,1547,762,26,112,4,0.693100242,0.70591528,0.599324487,0.599902416,6.8,4.664,486.5,381,0.564744623,0.388675812,0.31425234,24,91,0.660715663,2,19,0.664231302,0,2,0.589213026,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,20,0.067,1700,500,1079.5,1436.5,714,56,130,6,0.693100242,0.70591528,0.599324487,0.590448713,6.8,4.318,486.5,357,0.533956672,0.386620356,0.278608337,24,79,0.660715663,12,19,0.662350542,2,12,0.550268639,18,2,0.547878501,0,18,0.675266186,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,20,0.067,1700,500,1082,1480,796,4,100,4,0.693100242,0.70591528,0.012967873,0.013172464,6.8,4.328,499,398,-0.012342609,0.385810099,0.385810099,3,96,0.660715663,1,3,0.583640917,0,1,0.44138968,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20,0.067,1700,500,1121.5,1527.5,812,3,85,3,0.693100242,0.70591528,0.012967873,0.013092039,6.8,4.486,499,406,0.008432061,0.486358869,0.575165624,3,82,0.652889736,0,3,0.443648504,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,21,0.067,1712,500,4,9,10,413,477,15,0.697595381,0.474054232,0.599832976,0,6.848,0.016,487,5,-0.5,0.413455413,0.395182852,26,80,0.698843419,4,18,0.604756854,15,4,0.648411049,25,15,0.629485454,2,24,0.583984554,4,1,0.641313727,154,2,0.678389548,1,152,0.659877751,147,0,0.676591972,0,146,0.644909657,32,0,0.596606445,0,32,0.581061077,3,0,0.461469594,0,3,0.483289794,0,0,0,,,,,,,,,,,,,,,,,,,,,
81,21,0.067,1712,500,1150,1529,758,31,111,5,0.697595381,0.69072432,0.599832976,0.607303053,6.848,4.6,487,379,0.537806649,0.421961607,0.258712867,26,82,0.698843419,2,24,0.570214077,3,2,0.541412251,0,3,0.494117522,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,21,0.067,1712,500,1115.5,1516.5,802,6,92,4,0.697595381,0.698843419,0.012994525,0.009515498,6.848,4.462,499,401,-0.020447809,0.482596302,0.411055225,3,86,0.69072432,3,3,0.484456026,0,3,0.498563277,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,21,0.067,1712,500,1120.5,1525.5,810,4,86,4,0.697595381,0.698843419,0.012994525,0.011219809,6.848,4.482,499,405,-0.017826206,0.477616768,0.477616768,3,83,0.629044745,1,2,0.634684934,0,1,0.293522521,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,22,0.067,1694.5,500,1101,1485,768,22,110,4,0.688398272,0.695379581,0.598185246,0.5888991,6.778,4.404,492,384,0.53605937,0.423894248,0.243727417,16,92,0.694203674,6,12,0.665970102,0,6,0.620980627,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,22,0.067,1694.5,500,1,3,4,410,486,12,0.688398272,0.541535276,0.598185246,0,6.778,0.004,492,2,nan,0.522404536,0.522404536,16,86,0.694203674,103,12,0.661851291,1,98,0.683498007,133,0,0.681750132,0,133,0.681416962,119,0,0.665970102,0,119,0.636187057,36,0,0.695379581,0,36,0.532711176,2,0,0.527992769,0,2,0.532485451,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22,0.067,1694.5,500,1093.5,1493.5,800,3,97,4,0.688398272,0.695379581,0.013255279,0.011137481,6.778,4.374,499.5,400,-0.00591923,0.27307874,0.506505405,2,95,0.694203674,1,1,0.603667902,0,1,0.350160542,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,22,0.067,1694.5,500,1117,1520,806,4,90,4,0.688398272,0.695379581,0.013255279,0.012940175,6.778,4.468,499.5,403,-0.011191608,0.460374394,0.621502939,2,86,0.603667902,2,2,0.504701239,0,2,0.49212485,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,23,0.067,1639.5,500,1,3,4,492,404,8,0.697995889,0.456500161,0.608649223,0,6.558,0.004,494.5,2,nan,0.434295352,0.434295352,12,97,0.696853013,229,6,0.699138765,0,216,0.641061628,210,0,0.658150127,0,74,0.635888702,41,0,0.638277925,0,11,0.514888317,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,23,0.067,1639.5,500,1037.5,1412.5,750,33,117,4,0.697995889,0.699138765,0.608649223,0.600915403,6.558,4.15,494.5,375,0.558236173,0.442702837,0.384690838,12,92,0.68842293,21,8,0.56607725,0,17,0.518389111,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,23,0.067,1639.5,500,1065.5,1464.5,798,3,99,3,0.697995889,0.699138765,0.012649539,0.012599681,6.558,4.262,499.5,399,-0.003678096,0.429826083,0.321266849,3,97,0.696853013,0,2,0.460917527,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,23,0.067,1639.5,500,1061.5,1460.5,798,5,97,5,0.697995889,0.699138765,0.012649539,0.011528725,6.558,4.246,499.5,399,-0.003061351,0.469854252,0.422717684,3,92,0.68842293,1,3,0.574820398,1,1,0.443935849,0,1,0.617059911,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,24,0.067,1614.5,500,885,1216,662,87,151,7,0.689808102,0.661818352,0.611088067,0.59628319,6.458,3.54,467.5,331,0.500856833,0.366388521,0.322733145,66,82,0.697124218,4,48,0.60422692,12,4,0.586797847,0,12,0.512763234,5,0,0.568872725,0,5,0.489123458,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,24,0.067,1614.5,500,0,0,0,419,481,15,0.689808102,0,0.611088067,0,6.458,0,467.5,0,0,0,0,66,81,0.697124218,18,49,0.586797847,10,16,0.597524843,5,10,0.494333199,107,5,0.661818352,0,107,0.641660832,108,0,0.653833585,0,108,0.626074573,83,0,0.60098442,0,83,0.61117896,20,0,0.630016217,0,20,0.497742245,2,0,0.427262234,0,2,0.484663089,0,0,0,,,,,,,,,,,,,,,,,,,,,
94,24,0.067,1614.5,500,1019,1418,798,4,98,5,0.689808102,0.697124218,0.012865136,0.013242376,6.458,4.076,499.5,399,0.014569169,0.322246148,0.322246148,1,94,0.690792769,1,1,0.449973666,2,1,0.481438106,0,2,0.442048878,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,24,0.067,1614.5,500,1028,1427,798,5,97,4,0.689808102,0.697124218,0.012865136,0.015095431,6.458,4.112,499.5,399,-0.020065848,0.322246148,0.384391997,1,93,0.679112826,4,0,0.468942095,0,4,0.463476138,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,25,0.067,1750,500,1042.5,1394.5,704,55,141,5,0.689480306,0.696951623,0.605238795,0.605803611,7,4.17,475,352,0.563512143,0.322459794,0.266346393,48,92,0.692444052,3,42,0.63349507,4,3,0.682008989,0,4,0.580105381,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,25,0.067,1750,500,0,0,0,412,488,14,0.689480306,0,0.605238795,0,7,0,475,0,0,0,0,48,82,0.662778777,48,43,0.692444052,2,47,0.622495784,84,2,0.676586306,0,84,0.637387871,132,0,0.696951623,0,132,0.682008989,86,0,0.625505596,0,86,0.560156547,9,0,0.546364933,0,9,0.545088184,3,0,0.542886047,0,3,0.198950791,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
98,25,0.067,1750,500,1134.5,1533.5,798,2,100,4,0.689480306,0.696951623,0.016318213,0.013189825,7,4.538,500,399,-0.028379335,0.485998729,0.343629071,0,98,0.692444052,2,0,0.478312888,0,2,0.5145643,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,25,0.067,1750,500,1157.5,1562.5,810,2,88,4,0.689480306,0.696951623,0.016318213,0.014685431,7,4.63,500,405,0.009348368,0.494633778,0.273268478,0,86,0.662778777,2,0,0.505573856,0,2,0.412300897,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,26,0.067,1677,500,1005,1353,696,62,142,6,0.683096541,0.667787805,0.594928359,0.592801954,6.708,4.02,491.5,348,0.587788255,0.277775102,0.303979059,17,88,0.67087707,44,11,0.698405276,0,42,0.543682813,1,0,0.513434721,0,1,0.33895576,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,26,0.067,1677,500,1096.5,1477.5,762,26,112,5,0.683096541,0.698405276,0.594928359,0.59330319,6.708,4.386,491.5,381,0.606442386,0.432564122,0.259085004,17,88,0.67087707,4,16,0.618065221,5,3,0.537384176,0,5,0.579906226,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,26,0.067,1677,500,1093.5,1494.5,802,3,95,4,0.683096541,0.698405276,0.013581456,0.014117519,6.708,4.374,500,401,-0.020130792,0.342661283,0.392777657,0,92,0.655410337,3,0,0.503205176,0,3,0.404188461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,26,0.067,1677,500,1102,1504,804,4,92,4,0.683096541,0.698405276,0.013581456,0.012922442,6.708,4.408,500,402,-0.00133398,0.342661283,0.311282632,0,88,0.656561787,4,0,0.503205176,0,4,0.67087707,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,27,0.067,1600,500,0,0,0,409,491,18,0.701885946,0,0.596403719,0,6.4,0,494.5,0,0,0,0,11,93,0.702884524,108,6,0.700887369,0,102,0.629078001,76,0,0.636060848,0,76,0.629336793,36,0,0.670282583,0,36,0.685850998,94,0,0.685591415,0,94,0.693077504,60,0,0.671673942,0,60,0.638074123,19,0,0.662897098,0,19,0.41318611,3,0,0.313065008,0,3,0.348911259,2,0,0.338599751,0,2,0.381064476,0,0,0,,,,,,,,,,,,
105,27,0.067,1600,500,1069.5,1448.5,758,27,115,5,0.701885946,0.700887369,0.596403719,0.582784073,6.4,4.278,494.5,379,0.56572235,0.509294331,0.282216603,11,91,0.702884524,14,8,0.614654324,2,14,0.578158874,0,2,0.438654596,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,27,0.067,1600,500,1028.5,1429.5,802,3,95,4,0.701885946,0.702884524,0.014215873,0.014311838,6.4,4.114,500,401,0.010307811,0.490456334,0.490456334,1,93,0.659877073,2,0,0.411409803,0,2,0.309965461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,27,0.067,1600,500,1022.5,1422.5,800,3,97,4,0.701885946,0.700887369,0.014215873,0.015948413,6.4,4.09,500,400,-0.034226487,0.490456334,0.379867869,1,94,0.702884524,2,1,0.521349144,0,2,0.503629367,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,28,0.067,1680.5,500,0,0,0,410,490,14,0.696032432,0,0.586908527,0,6.722,0,493.5,0,0,0,0,13,96,0.70078495,144,9,0.680038052,0,132,0.671694576,91,0,0.654454172,0,91,0.634487523,107,0,0.6199832,0,107,0.680713354,49,0,0.652583213,0,49,0.651006897,3,0,0.543435569,0,3,0.560627807,3,0,0.547876523,0,3,0.485447875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
109,28,0.067,1680.5,500,756.5,1035.5,558,136,206,10,0.696032432,0.686190182,0.586908527,0.588453144,6.722,3.026,493.5,279,0.547323749,0.335778114,0.424844856,13,78,0.70078495,49,9,0.646900176,0,45,0.680038052,45,0,0.500187123,0,45,0.648535232,20,0,0.608456555,0,20,0.612717122,9,0,0.584196809,0,9,0.54704535,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,28,0.067,1680.5,500,1063,1460,794,4,102,4,0.696032432,0.70078495,0.0088046,0.010029405,6.722,4.252,499.5,397,0.024573928,0.411062718,0.385317539,3,98,0.689620164,1,3,0.576737608,0,1,0.265604788,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,28,0.067,1680.5,500,1114,1519,810,4,86,5,0.696032432,0.689620164,0.0088046,0.009566825,6.722,4.456,499.5,405,0.000770659,0.349865586,0.441882664,3,82,0.70078495,0,3,0.478710514,1,0,0.351150635,0,1,0.562068358,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,29,0.067,1694.5,500,0,0,0,407,493,12,0.697307129,0,0.601118084,0,6.778,0,488.5,0,0,0,0,23,95,0.696543992,189,17,0.698070265,0,186,0.657623641,142,0,0.61409663,0,142,0.66896975,41,0,0.672521936,0,41,0.605825038,9,0,0.594918513,0,9,0.588260321,3,0,0.567145014,0,3,0.364039792,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,29,0.067,1694.5,500,0,0,0,412,488,13,0.697307129,0,0.601118084,0,6.778,0,488.5,0,0,0,0,23,80,0.696543992,8,23,0.675922655,178,7,0.698070265,0,175,0.636971933,137,0,0.626140769,0,137,0.648890844,57,0,0.599167059,0,57,0.615254289,7,0,0.573345844,0,7,0.356227456,2,0,0.391790477,0,2,0.25984346,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,29,0.067,1694.5,500,1069.5,1466.5,794,3,103,4,0.697307129,0.698070265,0.016542355,0.019362879,6.778,4.278,499.5,397,-0.032815069,0.436920289,0.436920289,1,100,0.696543992,2,1,0.388321605,0,2,0.486644229,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,29,0.067,1694.5,500,1110.5,1516.5,812,4,84,4,0.697307129,0.698070265,0.016542355,0.018154184,6.778,4.442,499.5,406,-0.038969378,0.476938292,0.379797918,1,80,0.672521936,3,1,0.451004144,0,3,0.386401335,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,30,0.067,1641,500,0,0,0,427,473,16,0.678715261,0,0.607559232,0,6.564,0,498,0,0,0,0,4,98,0.693275679,190,4,0.675048081,3,140,0.642431395,41,1,0.644477606,0,41,0.636586831,103,0,0.652195596,0,103,0.667183782,67,0,0.687684399,0,67,0.640144063,12,0,0.512383555,0,12,0.51663705,4,0,0.558001152,0,4,0.602717147,3,0,0.59587017,0,3,0.490500467,0,0,0,,,,,,,,,,,,,,,,,,
117,30,0.067,1641,500,1133.5,1524.5,782,21,97,4,0.678715261,0.693275679,0.607559232,0.607567929,6.564,4.534,498,391,0.481848858,0.468350511,0.345314611,4,77,0.664154843,17,3,0.602894364,0,17,0.620624236,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,30,0.067,1641,500,1051.5,1445.5,788,7,105,6,0.678715261,0.687684399,0.0111887,0.01071294,6.564,4.206,498,394,-0.029022858,0.405379575,0.405379575,4,98,0.693275679,2,4,0.563052632,0,2,0.440823231,1,0,0.558306163,0,1,0.228677451,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,30,0.067,1641,500,1115.5,1521.5,812,5,83,4,0.678715261,0.693275679,0.0111887,0.00926963,6.564,4.462,498,406,-0.017178789,0.338205154,0.402131711,4,78,0.622422565,1,4,0.602894364,0,1,0.498890041,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,31,0.067,1636,500,0,0,0,510,390,11,0.685024288,0,0.597467412,0,6.544,0,491.5,0,0,0,0,17,88,0.684911921,10,17,0.685136655,168,7,0.64026787,104,165,0.627724232,162,11,0.65593907,12,69,0.679399029,35,4,0.670231927,0,27,0.593839295,2,0,0.404766732,0,2,0.424959089,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,31,0.067,1636,500,879,1217,676,69,155,8,0.685024288,0.685136655,0.597467412,0.588713259,6.544,3.516,491.5,338,0.539139132,0.383572399,0.323836753,17,89,0.66238754,22,15,0.65593907,8,21,0.620951086,10,8,0.584800989,8,10,0.684911921,4,8,0.679399029,0,4,0.504602971,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,31,0.067,1636,500,1080,1483,806,3,91,4,0.685024288,0.685136655,0.011806555,0.012574075,6.544,4.32,500,403,-0.012445941,0.411746193,0.411746193,0,88,0.684911921,3,0,0.566562602,0,3,0.636840743,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,31,0.067,1636,500,1073,1474,802,4,94,4,0.685024288,0.685136655,0.011806555,0.011423676,6.544,4.292,500,401,0.000493298,0.291441182,0.291441182,0,90,0.639662052,4,0,0.574625686,0,4,0.445824649,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,32,0.067,1624,500,1069,1444,750,26,124,4,0.692834792,0.686228595,0.59485852,0.598449321,6.496,4.276,497.5,375,0.52044005,0.296264995,0.267644531,5,99,0.675047815,21,4,0.69944099,0,21,0.603681187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,32,0.067,1624,500,1068,1447,758,30,112,5,0.692834792,0.69128889,0.59485852,0.595703688,6.496,4.272,497.5,379,0.579860855,0.39562546,0.267644531,5,86,0.675047815,17,1,0.69944099,8,17,0.60194913,0,8,0.576553432,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
