,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node,step19_isol,step19_unsupp,step19_far_dead_node,step20_isol,step20_unsupp,step20_far_dead_node,step21_isol,step21_unsupp,step21_far_dead_node,step22_isol,step22_unsupp,step22_far_dead_node
126,32,0.067,1624,500,1042.5,1434.5,784,8,108,4,0.692834792,0.69944099,0.013358863,0.015541573,6.496,4.17,499,392,-0.024204841,0.339511698,0.381702342,7,100,0.661992706,1,7,0.602632632,0,1,0.196733278,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,32,0.067,1624,500,1032,1428,792,10,98,5,0.692834792,0.69944099,0.013358863,0.013740027,6.496,4.128,499,396,-0.010788969,0.339511698,0.381702342,7,90,0.675047815,2,5,0.496907752,1,2,0.49779968,0,1,0.450576274,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,33,0.067,1665,500,3.5,7.5,8,406,486,17,0.686028143,0.555924558,0.613383822,0.291666667,6.66,0.014,488,4,-0.607142857,0.485883515,0.485883515,24,91,0.686574731,16,20,0.65915932,105,12,0.619819788,3,102,0.676078822,94,3,0.638141483,0,94,0.629237065,99,0,0.678222861,0,99,0.571822649,49,0,0.584223862,0,49,0.657478238,14,0,0.510269601,0,14,0.582952237,1,0,0.479824994,0,1,0.489582621,1,0,0.491021599,0,1,0.513599867,0,0,0,,,,,,,,,,,,,,,
129,33,0.067,1665,500,2,5,6,522,372,11,0.686028143,0.475984129,0.613383822,0,6.66,0.008,488,3,-1,0.465233117,0.465233117,24,91,0.686574731,14,23,0.676078822,8,14,0.657478238,21,8,0.503294401,166,21,0.65915932,163,89,0.685481555,71,86,0.619655862,52,29,0.584223862,2,10,0.500291762,1,1,0.461120663,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,33,0.067,1665,500,1067.5,1468.5,802,2,96,3,0.686028143,0.686574731,0.012307862,0.012381924,6.66,4.27,499.5,401,0.030764897,0.546042601,0.477936744,2,94,0.685481555,0,2,0.537152419,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,33,0.067,1665,500,1065,1465,800,4,96,4,0.686028143,0.686574731,0.012307862,0.011174818,6.66,4.26,499.5,400,0.025508241,0.549775243,0.585515669,2,92,0.636944326,2,2,0.494262444,0,2,0.614028678,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,34,0.067,1672.5,500,1119,1510,782,14,104,5,0.693071638,0.677373177,0.616876973,0.603285554,6.69,4.476,496,391,0.511821319,0.408922277,0.264678687,8,92,0.692221916,4,6,0.686216827,2,4,0.699926449,0,2,0.425423828,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,34,0.067,1672.5,500,1,3,4,403,493,12,0.693071638,0.496898653,0.616876973,0,6.69,0.004,496,2,nan,0.462200675,0.462200675,8,90,0.692221916,13,8,0.619126487,3,13,0.616561265,116,3,0.677101725,0,116,0.677373177,210,0,0.67576789,0,210,0.655457976,51,0,0.699926449,0,51,0.614708024,2,0,0.403829277,0,2,0.479974144,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,34,0.067,1672.5,500,1090,1490,800,3,97,4,0.693071638,0.699926449,0.014880324,0.017288607,6.69,4.36,499.5,400,0.006493554,0.375836119,0.401238705,2,94,0.68307792,1,2,0.618607085,0,1,0.438742425,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,34,0.067,1672.5,500,1074,1477,806,2,92,3,0.693071638,0.699926449,0.014880324,0.013765956,6.69,4.296,499.5,403,0.014338868,0.367487485,0.431826234,2,90,0.686216827,0,2,0.474641561,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,35,0.067,1659.5,500,0,0,0,529,371,14,0.685450049,0,0.599071078,0,6.638,0,491,0,0,0,0,19,87,0.662620701,105,15,0.676512596,64,73,0.694387502,192,20,0.691150119,13,111,0.681529073,99,4,0.654345795,9,44,0.646622834,25,1,0.648140044,0,13,0.472204137,1,0,0.331006422,0,1,0.430600433,2,0,0.454289428,0,2,0.412789269,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
137,35,0.067,1659.5,500,1039.5,1403.5,728,41,131,5,0.685450049,0.694387502,0.599071078,0.594635333,6.638,4.158,491,364,0.562929352,0.31211753,0.386779625,19,93,0.659918917,21,18,0.681529073,1,19,0.5652256,0,1,0.48992224,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,35,0.067,1659.5,500,1071.5,1473.5,804,4,92,4,0.685450049,0.694387502,0.01318933,0.010626687,6.638,4.286,500,402,0.016858921,0.506148787,0.506148787,3,88,0.662620701,1,3,0.421422864,0,1,0.464440916,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,35,0.067,1659.5,500,1065,1462,794,6,100,5,0.685450049,0.694387502,0.01318933,0.01274563,6.638,4.26,500,397,0.017718394,0.465181485,0.521764388,3,94,0.659918917,1,3,0.373178252,2,1,0.481596242,0,2,0.354811075,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,36,0.067,1680,500,1,3,4,408,488,15,0.684167221,0.611338084,0.606117591,0,6.72,0.004,477.5,2,nan,0.4423802,0.4423802,54,88,0.677695455,4,46,0.652337886,139,4,0.682489536,0,139,0.685844906,96,0,0.683295482,0,96,0.610667586,84,0,0.672760456,0,84,0.634206855,27,0,0.620276077,0,27,0.580425449,3,0,0.44043082,0,3,0.3360021,1,0,0.382147887,0,1,0.537708793,0,0,0,,,,,,,,,,,,,,,,,,,,,
141,36,0.067,1680,500,1,3,4,410,486,14,0.684167221,0.524301495,0.606117591,0,6.72,0.004,477.5,2,nan,0.40376033,0.40376033,54,87,0.682489536,6,45,0.672760456,0,4,0.663499519,9,0,0.685844906,0,9,0.551250095,164,0,0.680961828,0,164,0.683295482,131,0,0.65141448,0,131,0.650238946,38,0,0.619493105,0,38,0.620276077,8,0,0.494298406,0,8,0.49502288,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
142,36,0.067,1680,500,1060.5,1457.5,794,8,98,4,0.684167221,0.685844906,0.011793398,0.010583287,6.72,4.242,497.5,397,0.002512473,0.295107579,0.355671641,6,92,0.663499519,2,4,0.500976568,0,2,0.438646674,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,36,0.067,1680,500,1079.5,1476.5,794,8,98,6,0.684167221,0.685844906,0.011793398,0.01316785,6.72,4.318,497.5,397,-0.022797364,0.414335422,0.414335422,6,91,0.682489536,1,5,0.55425058,0,1,0.219487151,1,0,0.209429266,0,1,0.349157499,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,37,0.067,1673,500,2.5,5.5,6,466,428,12,0.688978153,0.485444255,0.610935414,0.5,6.692,0.01,460.5,3,nan,0.361670961,0.361670961,77,91,0.694493615,26,68,0.704106577,21,19,0.670487004,58,18,0.645973153,43,46,0.664216446,59,31,0.623690618,92,45,0.662615156,52,78,0.626530036,37,23,0.673849728,1,8,0.414327832,0,1,0.356403009,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,37,0.067,1673,500,0,0,0,541,359,10,0.688978153,0,0.610935414,0,6.692,0,460.5,0,0,0,0,77,86,0.694493615,164,45,0.704106577,77,108,0.673849728,124,36,0.667176454,70,61,0.634580372,16,14,0.662615156,11,7,0.624881197,1,2,0.379964054,1,0,0.284135835,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,37,0.067,1673,500,1060,1458,796,5,99,4,0.688978153,0.704106577,0.012944153,0.011157917,6.692,4.24,498.5,398,0.022669608,0.353806079,0.483534328,3,95,0.681783629,2,2,0.444274718,0,2,0.599085262,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,37,0.067,1673,500,1088.5,1488.5,800,4,96,4,0.688978153,0.704106577,0.012944153,0.014002851,6.692,4.354,498.5,400,0.047930763,0.444968829,0.445204413,3,92,0.66698356,1,3,0.526263488,0,1,0.462814386,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,38,0.067,1670.5,500,1,3,4,544,352,9,0.679533946,0.409675314,0.599440051,0,6.682,0.004,472,2,nan,0.358761442,0.358761442,56,92,0.679576578,45,42,0.686082023,314,29,0.629629284,1,138,0.626656787,115,0,0.653104231,0,48,0.523056794,13,0,0.523808393,0,3,0.402565903,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,38,0.067,1670.5,500,0,0,0,464,436,10,0.679533946,0,0.599440051,0,6.682,0,472,0,0,0,0,56,81,0.679576578,197,46,0.672985869,17,154,0.686082023,172,5,0.67181716,0,128,0.599193386,20,0,0.541774055,0,20,0.406949777,2,0,0.35649005,0,2,0.317259814,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,38,0.067,1670.5,500,1073.5,1471.5,796,3,101,4,0.679533946,0.686082023,0.011910098,0.010093124,6.682,4.294,499.5,398,0.032582822,0.490974348,0.490974348,1,98,0.67181716,2,1,0.471377125,0,2,0.387159926,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,38,0.067,1670.5,500,1103.5,1509.5,812,2,86,4,0.679533946,0.686082023,0.011910098,0.011264993,6.682,4.414,499.5,406,0.009829209,0.490974348,0.490974348,1,84,0.660208928,1,1,0.599577833,0,1,0.411929001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,39,0.067,1649.5,500,0,0,0,430,470,12,0.687377734,0,0.596492313,0,6.598,0,493.5,0,0,0,0,24,100,0.700505929,183,16,0.674249539,14,169,0.666325298,135,7,0.668927256,9,126,0.635272602,59,1,0.625238041,0,45,0.534411963,4,0,0.512237649,0,4,0.512430899,2,0,0.512769697,0,2,0.4868301,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,39,0.067,1649.5,500,1031.5,1396.5,730,42,128,5,0.687377734,0.700505929,0.596492313,0.574973771,6.598,4.126,493.5,365,0.57094247,0.395766706,0.419672366,24,89,0.668927256,16,22,0.633931484,2,15,0.555335123,0,2,0.460219343,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,39,0.067,1649.5,500,1057,1453,792,4,104,4,0.687377734,0.674249539,0.011743648,0.010202221,6.598,4.228,499.5,396,-0.008370146,0.377743259,0.377743259,2,100,0.700505929,2,2,0.658454984,0,2,0.484827026,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,39,0.067,1649.5,500,1083.5,1486.5,806,3,91,4,0.687377734,0.700505929,0.011743648,0.010359919,6.598,4.334,499.5,403,0.034318869,0.337900039,0.401562927,2,89,0.668927256,1,1,0.658454984,0,1,0.38138524,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,40,0.067,1610.5,500,981.5,1339.5,716,48,136,6,0.691744074,0.690022856,0.586252821,0.581291637,6.442,3.926,493,358,0.534712545,0.282058427,0.303359204,14,92,0.659167717,30,11,0.693465292,1,29,0.619597377,3,1,0.579032373,0,3,0.418685858,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,40,0.067,1610.5,500,1034,1404,740,40,120,6,0.691744074,0.693465292,0.586252821,0.581589874,6.442,4.136,493,370,0.516926994,0.418429186,0.233341571,14,86,0.616192864,19,9,0.629516908,2,18,0.609472587,5,2,0.633649192,0,5,0.619319736,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,40,0.067,1610.5,500,1045.5,1445.5,800,4,96,4,0.691744074,0.693465292,0.01392883,0.014136884,6.442,4.182,499.5,400,-0.037738946,0.397934732,0.397934732,2,92,0.659167717,2,2,0.640541838,0,2,0.517839263,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,40,0.067,1610.5,500,1061,1464,806,4,90,4,0.691744074,0.693465292,0.01392883,0.014581324,6.442,4.244,499.5,403,-0.029830654,0.489441308,0.489441308,2,87,0.610774294,2,1,0.347865594,0,2,0.409361597,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,41,0.067,1612,500,1125.5,1521.5,792,7,101,3,0.700052085,0.70268318,0.60104968,0.596606277,6.448,4.502,496.5,396,0.593754175,0.273854718,0.324278134,7,96,0.696005908,0,5,0.488117505,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,41,0.067,1612,500,1144,1543,798,10,92,4,0.700052085,0.70268318,0.60104968,0.60083289,6.448,4.576,496.5,399,0.483986294,0.446518709,0.306667156,7,84,0.696005908,3,5,0.63182942,0,3,0.576966202,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,41,0.067,1612,500,1005.5,1401.5,792,5,103,4,0.700052085,0.70268318,0.009451063,0.012963061,6.448,4.022,500,396,-0.011837346,0.369748469,0.369748469,1,98,0.696005908,4,1,0.582973819,0,4,0.515465544,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,41,0.067,1612,500,1057.5,1461.5,808,3,89,4,0.700052085,0.70268318,0.009451063,0.010319377,6.448,4.23,500,404,0.001838871,0.438671142,0.325324255,1,86,0.696005908,2,1,0.577081138,0,2,0.582252322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,42,0.067,1652,500,1023,1382,718,45,137,6,0.691911359,0.702928016,0.60093098,0.589352005,6.608,4.092,495.5,359,0.603237721,0.511845399,0.259922546,9,95,0.69270551,35,8,0.672034513,0,33,0.607100041,1,0,0.387270527,0,1,0.430497694,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,42,0.067,1652,500,1095.5,1477.5,764,23,113,6,0.691911359,0.69270551,0.60093098,0.602890812,6.608,4.382,495.5,382,0.609449774,0.34513303,0.297104037,9,90,0.662261677,13,9,0.702928016,0,13,0.527893558,1,0,0.258997318,0,1,0.205086067,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,42,0.067,1652,500,1077.5,1476.5,798,3,99,3,0.691911359,0.702928016,0.014929067,0.014973039,6.608,4.31,499.5,399,0.006002352,0.282399895,0.440400247,3,96,0.69270551,0,3,0.670187637,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,42,0.067,1652,500,1073.5,1474.5,802,4,94,5,0.691911359,0.702928016,0.014929067,0.017301969,6.608,4.294,499.5,401,-0.010631265,0.371211704,0.394092185,3,90,0.662261677,0,3,0.516285127,1,0,0.439340892,0,1,0.437326333,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,43,0.067,1640.5,500,0,0,0,413,487,15,0.687960059,0,0.605698376,0,6.562,0,486.5,0,0,0,0,25,88,0.679967042,31,16,0.640777777,22,26,0.669039314,0,22,0.645857649,109,0,0.685125101,0,109,0.689943665,132,0,0.675269302,0,132,0.655090051,82,0,0.685976453,0,82,0.559666469,10,0,0.521150352,0,10,0.507922947,2,0,0.415959679,0,2,0.411546876,0,0,0,,,,,,,,,,,,,,,,,,,,,
169,43,0.067,1640.5,500,813.5,1128.5,630,98,172,8,0.687960059,0.68582615,0.605698376,0.575876795,6.562,3.254,486.5,315,0.563234095,0.538935781,0.267416669,25,86,0.675269302,59,22,0.689943665,4,50,0.645857649,6,4,0.485457323,0,6,0.645949683,4,0,0.603449963,0,4,0.61911869,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,43,0.067,1640.5,500,1068,1469,802,4,94,4,0.687960059,0.689943665,0.013134668,0.012085296,6.562,4.272,499,401,-0.016208123,0.3560188,0.510007522,2,91,0.679967042,2,1,0.515660406,0,2,0.477164968,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,43,0.067,1640.5,500,1059.5,1460.5,802,6,92,4,0.687960059,0.689943665,0.013134668,0.012093421,6.562,4.238,499,401,0.013067455,0.3560188,0.510007522,2,86,0.675269302,4,2,0.59883476,0,4,0.557533854,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,44,0.067,1700.5,500,0,0,0,411,489,12,0.663344812,0,0.596009954,0,6.802,0,492,0,0,0,0,16,93,0.680415058,161,13,0.666574187,9,155,0.641953022,140,3,0.622852496,0,140,0.595974612,65,0,0.611173275,0,65,0.644805165,17,0,0.646274567,0,17,0.470012524,3,0,0.459218803,0,3,0.438386965,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,44,0.067,1700.5,500,1101,1470,738,38,124,7,0.663344812,0.667582357,0.596009954,0.583023225,6.802,4.404,492,369,0.564799492,0.473981539,0.349639927,16,87,0.680415058,6,15,0.644132274,10,6,0.641953022,0,10,0.512452844,6,0,0.577821181,0,6,0.543915574,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,44,0.067,1700.5,500,1094.5,1491.5,794,5,101,4,0.663344812,0.680415058,0.011941147,0.011400536,6.802,4.378,499,397,0.008988435,0.398225837,0.367351535,4,96,0.667582357,1,4,0.613841836,0,1,0.433441606,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,44,0.067,1700.5,500,1107.5,1509.5,804,4,92,3,0.663344812,0.680415058,0.011941147,0.013866979,6.802,4.43,499,402,-0.018548043,0.379293715,0.348419413,4,88,0.666574187,0,4,0.509390267,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,45,0.067,1670,500,891,1220,658,76,166,6,0.679884491,0.683955811,0.592990444,0.57903256,6.68,3.564,491,329,0.496689506,0.433846651,0.275598706,25,91,0.675813171,19,24,0.60003145,13,19,0.665665228,19,13,0.673689304,0,19,0.560911175,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,45,0.067,1670,500,1088,1466,756,31,113,5,0.679884491,0.683955811,0.592990444,0.586905445,6.68,4.352,491,378,0.524361316,0.388348619,0.312800894,25,86,0.651124999,5,23,0.675813171,1,3,0.643832042,0,1,0.456147252,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,45,0.067,1670,500,1105.5,1508.5,806,1,93,3,0.679884491,0.683955811,0.011149806,0.012089778,6.68,4.422,500,403,0.024943856,0.351761272,0.284178129,1,92,0.675813171,0,1,0.360619017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,45,0.067,1670,500,1091.5,1495.5,808,2,90,4,0.679884491,0.683955811,0.011149806,0.011548744,6.68,4.366,500,404,0.023042099,0.35449107,0.35449107,1,88,0.650799818,1,1,0.568607413,0,1,0.38665114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,46,0.067,1724,500,0,0,0,504,396,10,0.689637977,0,0.624642937,0,6.896,0,468,0,0,0,0,156,80,0.678712461,84,118,0.689088817,160,35,0.690187137,44,111,0.624368882,38,21,0.603044801,7,21,0.499289071,13,2,0.489390927,1,8,0.501472103,1,0,0.428831164,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,46,0.067,1724,500,0,0,0,470,430,11,0.689637977,0,0.624642937,0,6.896,0,468,0,0,0,0,156,66,0.678712461,12,122,0.690187137,145,8,0.687545952,29,141,0.687701265,97,6,0.689088817,11,74,0.664322637,18,2,0.632717076,0,9,0.501472103,2,0,0.453405813,0,2,0.234426756,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,46,0.067,1724,500,1071.5,1463.5,784,11,105,6,0.689637977,0.690187137,0.015323341,0.011980862,6.896,4.286,499.5,392,0.005955078,0.51595855,0.460898659,3,94,0.659015371,6,3,0.581423899,0,6,0.55887196,2,0,0.501094041,0,2,0.440426163,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,46,0.067,1724,500,1136.5,1540.5,808,5,87,4,0.689637977,0.690187137,0.015323341,0.013532882,6.896,4.546,499.5,404,0.002975221,0.446733916,0.446733916,3,82,0.636405323,2,3,0.57102034,0,2,0.59492113,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,47,0.067,1620.5,500,1065.5,1442.5,754,28,118,4,0.679661123,0.683199054,0.598317529,0.597158353,6.482,4.262,494.5,377,0.52749895,0.405743131,0.221815192,11,93,0.676123192,17,8,0.588125595,0,17,0.672815541,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,47,0.067,1620.5,500,1106.5,1496.5,780,17,103,5,0.679661123,0.683199054,0.598317529,0.606945163,6.482,4.426,494.5,390,0.538889757,0.371631893,0.27567566,11,86,0.670135159,5,11,0.586415773,1,5,0.623839123,0,1,0.495917765,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,47,0.067,1620.5,500,1039,1435,792,7,101,5,0.679661123,0.683199054,0.01238206,0.012744509,6.482,4.156,499,396,0.016329623,0.252735689,0.393449167,6,95,0.676123192,0,5,0.46540667,1,0,0.584690078,0,1,0.502308892,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,47,0.067,1620.5,500,1050.5,1452.5,804,6,90,3,0.679661123,0.683199054,0.01238206,0.013950001,6.482,4.202,499,402,0.022641177,0.380092161,0.380092161,6,85,0.63978029,0,5,0.444264805,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,48,0.067,1711.5,500,0,0,0,405,495,16,0.676784635,0,0.584455971,0,6.846,0,498,0,0,0,0,4,90,0.656186283,7,4,0.627105897,0,7,0.49173965,80,0,0.644842922,0,80,0.632495174,158,0,0.685895532,0,158,0.655157387,84,0,0.667673739,0,84,0.641781635,53,0,0.625596393,0,53,0.501846169,15,0,0.57510614,0,15,0.529190168,4,0,0.47886666,0,4,0.518316173,0,0,0,,,,,,,,,,,,,,,,,,
189,48,0.067,1711.5,500,924,1247,646,83,171,10,0.676784635,0.678533879,0.584455971,0.583528412,6.846,3.696,498,323,0.629360102,0.412330059,0.335041989,4,88,0.644842922,15,4,0.627009783,0,15,0.620166687,38,0,0.641781635,0,38,0.604113462,16,0,0.642034722,0,16,0.685895532,10,0,0.342298844,0,10,0.502853859,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,48,0.067,1711.5,500,1138,1540,804,3,93,4,0.676784635,0.685895532,0.013493778,0.014375308,6.846,4.552,500,402,-0.010953035,0.348013418,0.455186909,1,90,0.656186283,2,1,0.596222496,0,2,0.358769659,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,48,0.067,1711.5,500,1119.5,1522.5,806,3,91,4,0.676784635,0.685895532,0.013493778,0.015134004,6.846,4.478,500,403,-0.028993084,0.449728917,0.449728917,1,88,0.644842922,2,1,0.499882307,0,2,0.308222897,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,49,0.067,1719,500,0,0,0,416,484,13,0.683379584,0,0.594924105,0,6.876,0,483.5,0,0,0,0,43,87,0.672748898,9,36,0.669481251,134,7,0.604594293,10,128,0.697277917,55,6,0.674741995,2,55,0.588498639,68,2,0.630802087,0,68,0.521183152,82,0,0.537843321,0,82,0.55671707,13,0,0.504300074,0,13,0.452705348,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,49,0.067,1719,500,0,0,0,483,417,10,0.683379584,0,0.594924105,0,6.876,0,483.5,0,0,0,0,43,90,0.697277917,150,30,0.647512623,59,137,0.669481251,124,27,0.674741995,40,94,0.657168394,59,8,0.630802087,2,27,0.60247468,6,0,0.568060591,0,4,0.45170091,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,49,0.067,1719,500,1108,1507,798,5,97,4,0.683379584,0.697277917,0.012650211,0.011818379,6.876,4.432,498.5,399,-0.002750811,0.271290397,0.299550964,4,93,0.672748898,1,3,0.48647154,0,1,0.356491165,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,49,0.067,1719,500,1108,1505,794,6,100,4,0.683379584,0.674741995,0.012650211,0.014759338,6.876,4.432,498.5,397,-0.015890633,0.315210415,0.315210415,4,94,0.697277917,2,4,0.554789302,0,2,0.453922414,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
