,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp
9247,2312,0.0925,1126.5,300,723.5,963.5,480,3,57,4,0.662032779,0.674357363,0.026708222,0.021432676,7.51,4.823333333,300,240,-0.013660637,0.535095802,0.535095802,1,54,2,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248,2313,0.0925,1103,300,768.5,1006.5,476,4,60,4,0.665708338,0.679596946,0.611451925,0.616617684,7.353333333,5.123333333,299,238,0.5187859,0.288848589,0.367577581,2,56,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,2313,0.0925,1103,300,607.5,811.5,408,40,92,6,0.665708338,0.679596946,0.611451925,0.60758864,7.353333333,4.05,299,204,0.546041127,0.395097957,0.330824991,2,52,33,2,0,33,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,2313,0.0925,1103,300,715,956,482,1,57,4,0.665708338,0.679596946,0.022399212,0.018720364,7.353333333,4.766666667,300,241,0.007147916,0.454793741,0.516968927,0,56,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,2313,0.0925,1103,300,710,954,488,0,52,2,0.665708338,0.679596946,0.022399212,0.017647357,7.353333333,4.733333333,300,244,-0.008820897,0.465607145,0.465607145,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,2314,0.0925,1110.5,300,3,7,8,238,294,22,0.683191599,0.498397058,0.621636531,0,7.403333333,0.02,297.5,4,-0.75,0.429755843,0.429755843,7,58,72,5,0,72,28,0,0,28,24,0,0,24,19,0,0,19,17,0,0,17,40,0,0,40,23,0,0,23,4,0,0,4,2,0,0,2,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,2314,0.0925,1110.5,300,774,1012,476,8,56,4,0.683191599,0.678358923,0.621636531,0.616490641,7.403333333,5.16,297.5,238,0.461586622,0.31366862,0.399620701,7,51,1,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,2314,0.0925,1110.5,300,696.5,935.5,478,2,60,4,0.683191599,0.688024274,0.023366461,0.02323396,7.403333333,4.643333333,300,239,-0.039947967,0.371803155,0.371803155,0,58,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9255,2314,0.0925,1110.5,300,721.5,964.5,486,0,54,2,0.683191599,0.688024274,0.023366461,0.021908259,7.403333333,4.81,300,243,-0.024438266,0.471112378,0.471112378,0,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,2315,0.0925,1091,300,702.5,921.5,438,23,79,8,0.678765709,0.680611868,0.614133353,0.616652304,7.273333333,4.683333333,299,219,0.599688792,0.344790339,0.267429446,10,59,4,7,2,4,6,2,0,6,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,2315,0.0925,1091,300,0,0,0,249,291,12,0.678765709,0,0.614133353,0,7.273333333,0,299,0,0,0,0,10,51,113,7,2,109,88,0,0,88,31,0,0,31,3,0,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9258,2315,0.0925,1091,300,696.5,935.5,478,1,61,4,0.678765709,0.680611868,0.023734192,0.024305553,7.273333333,4.643333333,300,239,0.006106864,0.329584127,0.305119376,0,60,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,2315,0.0925,1091,300,720.5,963.5,486,1,53,4,0.678765709,0.680611868,0.023734192,0.022487663,7.273333333,4.803333333,300,243,-0.01106534,0.329584127,0.3268022,0,52,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,2316,0.0925,1139.5,300,747,977,460,15,65,4,0.651471963,0.654570557,0.611445864,0.617793245,7.596666667,4.98,296,230,0.654600525,0.402429071,0.266105732,8,52,7,6,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,2316,0.0925,1139.5,300,731,955,448,20,72,6,0.651471963,0.648373368,0.611445864,0.606698844,7.596666667,4.873333333,296,224,0.614066449,0.402131914,0.272564916,8,53,3,7,0,3,9,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,2316,0.0925,1139.5,300,754,995,482,2,56,4,0.651471963,0.654570557,0.026183469,0.026231756,7.596666667,5.026666667,300,241,0.022633486,0.40797433,0.40797433,1,54,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,2316,0.0925,1139.5,300,746,987,482,2,56,4,0.651471963,0.648373368,0.026183469,0.026791236,7.596666667,4.973333333,300,241,-0.014605775,0.369627032,0.346815452,1,54,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,2317,0.0925,1134,300,746.5,974.5,456,15,69,4,0.658223632,0.666063639,0.597781524,0.606471513,7.56,4.976666667,297,228,0.609110615,0.42352435,0.325704117,7,56,8,5,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,2317,0.0925,1134,300,785,1024,478,7,55,3,0.658223632,0.666063639,0.597781524,0.619981831,7.56,5.233333333,297,239,0.607024461,0.332060244,0.310014767,7,50,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,2317,0.0925,1134,300,715,956,482,0,58,2,0.658223632,0.666063639,0.023231251,0.022099051,7.56,4.766666667,300,241,-0.011985228,0.396794179,0.422074485,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,2317,0.0925,1134,300,747.5,991.5,488,0,52,2,0.658223632,0.666063639,0.023231251,0.025218259,7.56,4.983333333,300,244,0.016441501,0.378391305,0.473006747,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,2318,0.0925,1058,300,701.5,932.5,462,10,68,4,0.688880274,0.705581902,0.607867,0.605878477,7.053333333,4.676666667,298,231,0.561431285,0.396256558,0.377930633,5,59,5,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9269,2318,0.0925,1058,300,3,6,6,241,293,14,0.688880274,0.420190749,0.607867,1,7.053333333,0.02,298,3,nan,0.394113061,0.394113061,5,52,54,5,0,54,49,0,0,49,40,0,0,40,74,0,0,74,16,0,0,16,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,2318,0.0925,1058,300,692,930,476,2,62,4,0.688880274,0.705581902,0.021985008,0.020904422,7.053333333,4.613333333,299.5,238,-0.004657328,0.335694236,0.290842583,1,60,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271,2318,0.0925,1058,300,711.5,953.5,484,2,54,4,0.688880274,0.705581902,0.021985008,0.023305964,7.053333333,4.743333333,299.5,242,-0.032135672,0.41203115,0.332958091,1,52,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272,2319,0.0925,1132.5,300,108,156,96,196,248,13,0.684756702,0.678335681,0.633358573,0.586268188,7.55,0.72,297.5,48,0.487516575,0.531900546,0.45555102,5,57,7,4,103,6,2,102,60,1,0,59,8,0,0,8,7,0,0,7,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,2319,0.0925,1132.5,300,722.5,944.5,444,22,74,6,0.684756702,0.680685428,0.633358573,0.634958122,7.55,4.816666667,297.5,222,0.565488531,0.500819888,0.392932099,5,52,14,5,2,14,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9274,2319,0.0925,1132.5,300,720,960,480,1,59,3,0.684756702,0.688827976,0.024235511,0.025619762,7.55,4.8,299.5,240,0.089659304,0.337193005,0.302419494,1,58,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9275,2319,0.0925,1132.5,300,747,990,486,1,53,3,0.684756702,0.688827976,0.024235511,0.024903537,7.55,4.98,299.5,243,0.047263824,0.371009062,0.396085786,1,52,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276,2320,0.0925,1068.5,300,1,3,4,243,293,21,0.695778771,0.490223422,0.609797984,0,7.123333333,0.006666667,296,2,nan,0.412576121,0.412576121,8,56,5,6,84,3,0,82,29,0,0,29,16,0,0,16,23,0,0,23,21,0,0,21,28,0,0,28,20,0,0,20,8,0,0,8,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,2320,0.0925,1068.5,300,4.5,8.5,8,240,292,10,0.695778771,0.523053424,0.609797984,0.5,7.123333333,0.03,296,4,nan,0.407345315,0.407345315,8,56,107,5,0,106,98,0,0,98,25,0,0,25,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,2320,0.0925,1068.5,300,680.5,920.5,480,1,59,3,0.695778771,0.701167456,0.019139934,0.016073213,7.123333333,4.536666667,300,240,-0.034031268,0.403353078,0.403353078,1,58,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9279,2320,0.0925,1068.5,300,681.5,918.5,474,4,62,4,0.695778771,0.701167456,0.019139934,0.019535356,7.123333333,4.543333333,300,237,-0.047443414,0.354061315,0.354061315,1,58,3,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9280,2321,0.0925,1059.5,300,685.5,916.5,462,17,61,4,0.702870635,0.700276423,0.62554504,0.620293763,7.063333333,4.57,292,231,0.535113909,0.323617631,0.248346725,16,49,1,11,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9281,2321,0.0925,1059.5,300,663,886,446,20,74,4,0.702870635,0.700276423,0.62554504,0.627182832,7.063333333,4.42,292,223,0.558984003,0.292996691,0.309831447,16,55,4,15,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282,2321,0.0925,1059.5,300,694,936,484,1,55,4,0.702870635,0.705464847,0.024764014,0.024080683,7.063333333,4.626666667,300,242,0.011807562,0.487667854,0.595758435,0,54,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9283,2321,0.0925,1059.5,300,671.5,912.5,482,1,57,4,0.702870635,0.700276423,0.024764014,0.021655799,7.063333333,4.476666667,300,241,-0.014241169,0.447519592,0.521805896,0,56,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284,2322,0.0925,1172.5,300,800,1033,466,10,64,4,0.665230755,0.677335344,0.615885607,0.611781447,7.816666667,5.333333333,299,233,0.656152728,0.469206591,0.241232644,2,56,8,2,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9285,2322,0.0925,1172.5,300,830.5,1070.5,480,4,56,4,0.665230755,0.677335344,0.615885607,0.621893974,7.816666667,5.536666667,299,240,0.645536201,0.469206591,0.241232644,2,52,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,2322,0.0925,1172.5,300,767,1009,484,1,55,2,0.665230755,0.677335344,0.025783163,0.023389381,7.816666667,5.113333333,300,242,-0.030402934,0.364479268,0.364479268,1,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,2322,0.0925,1172.5,300,768,1011,486,1,53,3,0.665230755,0.677335344,0.025783163,0.024272547,7.816666667,5.12,300,243,-0.051779319,0.364479268,0.364479268,1,52,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9288,2323,0.0925,1085,300,2,5,6,258,276,13,0.683939095,0.51970275,0.604407483,0,7.233333333,0.013333333,298.5,3,-1,0.436961644,0.436961644,98,47,20,89,48,12,10,42,46,8,2,44,29,1,0,28,3,0,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9289,2323,0.0925,1085,300,2,5,6,288,246,12,0.683939095,0.443779741,0.604407483,0,7.233333333,0.013333333,298.5,3,-1,0.404333553,0.404333553,98,43,13,88,38,11,60,37,43,34,21,17,12,11,2,2,0,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290,2323,0.0925,1085,300,706,948,484,0,56,2,0.683939095,0.676572924,0.018583703,0.018087365,7.233333333,4.706666667,300,242,-0.039206429,0.410127851,0.508248446,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9291,2323,0.0925,1085,300,731,976,490,0,50,2,0.683939095,0.676572924,0.018583703,0.018565505,7.233333333,4.873333333,300,245,-0.041565999,0.354345066,0.345568909,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,2324,0.0925,1166.5,300,0,0,0,248,292,14,0.681531817,0,0.60222182,0,7.776666667,0,297.5,0,0,0,0,5,56,106,1,0,98,92,0,0,92,35,0,0,35,7,0,0,7,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293,2324,0.0925,1166.5,300,625,827,404,39,97,6,0.681531817,0.669236171,0.60222182,0.61801551,7.776666667,4.166666667,297.5,202,0.558230725,0.317027681,0.423698223,5,58,17,5,1,17,16,1,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9294,2324,0.0925,1166.5,300,751.5,993.5,484,0,56,2,0.681531817,0.69212683,0.024503533,0.022105216,7.776666667,5.01,300,242,0.001785652,0.284606833,0.284606833,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295,2324,0.0925,1166.5,300,755.5,996.5,482,0,58,2,0.681531817,0.69212683,0.024503533,0.020513552,7.776666667,5.036666667,300,241,0.009278812,0.284606833,0.284606833,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,2325,0.0925,1119,300,757.5,987.5,460,20,60,4,0.689123292,0.685573373,0.601556265,0.598217459,7.46,5.05,291,230,0.533062045,0.366468323,0.262649357,18,49,2,10,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,2325,0.0925,1119,300,611.5,816.5,410,38,92,6,0.689123292,0.685573373,0.601556265,0.603574258,7.46,4.076666667,291,205,0.506165832,0.470441478,0.334576134,18,57,3,15,3,3,14,3,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9298,2325,0.0925,1119,300,722,964,484,0,56,2,0.689123292,0.692673212,0.023842278,0.02485758,7.46,4.813333333,300,242,0.026508822,0.516614239,0.478462451,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,2325,0.0925,1119,300,721.5,961.5,480,0,60,2,0.689123292,0.692673212,0.023842278,0.026319641,7.46,4.81,300,240,0.035578703,0.516614239,0.475377746,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,2326,0.0925,1103.5,300,0,0,0,271,269,16,0.677190092,0,0.606723418,0,7.356666667,0,299.5,0,0,0,0,4,60,113,4,0,111,66,0,0,40,73,0,0,41,7,0,0,7,5,0,0,3,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,2326,0.0925,1103.5,300,2.5,5.5,6,243,291,10,0.677190092,0.509506141,0.606723418,0.5,7.356666667,0.016666667,299.5,3,nan,0.463821821,0.463821821,4,58,110,4,0,100,77,0,0,77,46,0,0,46,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9302,2326,0.0925,1103.5,300,694.5,934.5,480,0,60,2,0.677190092,0.695060182,0.021803782,0.026258568,7.356666667,4.63,300,240,-0.027011437,0.403965449,0.392138853,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,2326,0.0925,1103.5,300,709,950,482,0,58,2,0.677190092,0.695060182,0.021803782,0.02884666,7.356666667,4.726666667,300,241,-0.025680064,0.277872364,0.277872364,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9304,2327,0.0925,1121.5,300,240.5,342.5,204,154,182,8,0.678175435,0.669702131,0.619714861,0.562033147,7.476666667,1.603333333,296,102,0.453838911,0.48682441,0.486419945,7,57,110,4,0,84,33,0,0,33,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,2327,0.0925,1121.5,300,729,960,462,9,69,4,0.678175435,0.682348204,0.619714861,0.601852561,7.476666667,4.86,296,231,0.539108482,0.374651063,0.292826868,7,60,2,7,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,2327,0.0925,1121.5,300,711,950,478,1,61,3,0.678175435,0.682348204,0.028142715,0.031227507,7.476666667,4.74,299.5,239,-0.021517242,0.388362512,0.388362512,1,60,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,2327,0.0925,1121.5,300,712.5,950.5,476,2,62,4,0.678175435,0.682348204,0.028142715,0.030440708,7.476666667,4.75,299.5,238,-0.018422603,0.388362512,0.388362512,1,60,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,2328,0.0925,1154,300,343.5,466.5,246,120,174,8,0.689220801,0.696970818,0.608643122,0.616728958,7.693333333,2.29,298,123,0.602515648,0.37971372,0.399801463,4,57,46,3,6,45,41,5,0,41,23,0,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9309,2328,0.0925,1154,300,625,823,396,45,99,6,0.689220801,0.696970818,0.608643122,0.60299434,7.693333333,4.166666667,298,198,0.520819393,0.395615685,0.321307507,4,55,40,3,0,40,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9310,2328,0.0925,1154,300,740.5,980.5,480,1,59,3,0.689220801,0.696970818,0.030506966,0.028750104,7.693333333,4.936666667,300,240,0.041849878,0.519308305,0.532015128,1,58,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311,2328,0.0925,1154,300,763.5,1004.5,482,1,57,3,0.689220801,0.696970818,0.030506966,0.029215978,7.693333333,5.09,300,241,0.041795064,0.502486188,0.502486188,1,56,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,2329,0.0925,1128.5,300,760.5,991.5,462,11,67,4,0.669610274,0.673677438,0.611301461,0.61164975,7.523333333,5.07,298.5,231,0.641621687,0.361942852,0.375666333,3,57,8,2,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9313,2329,0.0925,1128.5,300,797,1042,490,3,47,3,0.669610274,0.673677438,0.611301461,0.615539313,7.523333333,5.313333333,298.5,245,0.543952118,0.41766564,0.314579861,3,46,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314,2329,0.0925,1128.5,300,730.5,971.5,482,0,58,2,0.669610274,0.673677438,0.023562118,0.021134582,7.523333333,4.87,300,241,-0.010629638,0.431073302,0.366653256,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,2329,0.0925,1128.5,300,754,1000,492,0,48,2,0.669610274,0.673677438,0.023562118,0.024154188,7.523333333,5.026666667,300,246,-0.032140844,0.600787869,0.572902033,0,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316,2330,0.0925,1106,300,5,10,10,263,267,11,0.689900899,0.491785067,0.628518368,0.45,7.373333333,0.033333333,285,5,-0.458333333,0.431815687,0.431815687,103,45,29,72,48,19,0,48,41,0,0,41,29,0,0,29,13,0,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317,2330,0.0925,1106,300,0,0,0,292,248,15,0.689900899,0,0.628518368,0,7.373333333,0,285,0,0,0,0,103,41,35,71,28,24,4,28,29,4,10,26,20,7,12,16,26,8,12,15,7,1,4,5,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
