8,0.02,584,1000,0,0,0,1681,119,5,0.702651731,0,0,0,1.168,0,199.5,0,-0.008734811,0,0,0,1581,13,0.705878093,88,105,0.698948062,11,1,0.698335933,1,0,0.249890107,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.02,584,1000,0,0,0,1683,117,4,0.702651731,0,0,0,1.168,0,199.5,0,-0.008734811,0,0,0,1581,23,0.705878093,93,94,0.698335933,9,0,0.698948062,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.02,605.5,1000,0,0,0,1778,22,3,0.691566117,0,0.262284464,0,1.211,0,12.5,0,0.602088141,0,0,0,1776,5,0.69854135,2,17,0.397777738,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.02,605.5,1000,0,0,0,1776,24,3,0.691566117,0,0.262284464,0,1.211,0,12.5,0,0.602088141,0,0,0,1776,1,0.69854135,0,23,0.397777738,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.02,605.5,1000,0,0,0,1601,199,5,0.691566117,0,0,0,1.211,0,291.5,0,0.040847933,0,0,0,1472,12,0.68526063,96,183,0.69854135,33,2,0.63774193,0,2,0.517542359,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.02,605.5,1000,0,0,0,1627,173,6,0.691566117,0,0,0,1.211,0,291.5,0,0.040847933,0,0,0,1472,32,0.68526063,132,137,0.69854135,21,2,0.624825151,0,2,0.670008789,2,0,0.611321059,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.02,622.5,1000,0,0,0,1769,31,3,0.700756871,0,0.310447799,0,1.245,0,15.5,0,0.543018923,0,0,0,1769,0,0.705743465,0,31,0.623786453,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.02,622.5,1000,0,0,0,1771,29,3,0.700756871,0,0.310447799,0,1.245,0,15.5,0,0.543018923,0,0,0,1769,4,0.705743465,2,25,0.623786453,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.02,622.5,1000,0,0,0,1523,277,5,0.700756871,0,0.000898345,0,1.245,0,330.5,0,-0.02011873,0,0,0,1456,7,0.695770278,3,264,0.705743465,64,0,0.659783266,0,6,0.668826885,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.02,622.5,1000,0,0,0,1575,225,6,0.700756871,0,0.000898345,0,1.245,0,330.5,0,-0.02011873,0,0,0,1456,32,0.695770278,69,190,0.705743465,48,2,0.606029512,1,1,0.535206821,1,0,0.278159033,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.02,626.5,1000,0,0,0,1780,20,4,0.681571533,0,0.287723378,0,1.253,0,13.5,0,0.594349182,0,0,0,1778,0,0.691059147,0,20,0.328886223,2,0,0.324165002,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.02,626.5,1000,0,0,0,1781,19,3,0.681571533,0,0.287723378,0,1.253,0,13.5,0,0.594349182,0,0,0,1778,2,0.691059147,3,17,0.328886223,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.02,626.5,1000,0,0,0,1569,231,6,0.681571533,0,0,0,1.253,0,311.5,0,-0.008954711,0,0,0,1496,3,0.691059147,25,224,0.661857794,46,0,0.608426194,0,4,0.575997336,2,0,0.419696287,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.02,626.5,1000,0,0,0,1678,122,4,0.681571533,0,0,0,1.253,0,311.5,0,-0.008954711,0,0,0,1496,35,0.691059147,171,85,0.661857794,11,2,0.59376598,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.02,596,1000,0,0,0,1777,23,5,0.696230821,0,0.300056151,0,1.192,0,12.5,0,0.564795851,0,0,0,1775,0,0.699864071,0,21,0.435474542,2,0,0.400543559,0,2,0.4079903,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.02,596,1000,0,0,0,1775,25,3,0.696230821,0,0.300056151,0,1.192,0,12.5,0,0.564795851,0,0,0,1775,1,0.699864071,0,24,0.435474542,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.02,596,1000,0,0,0,1603,197,5,0.696230821,0,0,0,1.192,0,254.5,0,0.013710125,0,0,0,1546,11,0.699864071,36,185,0.68483661,20,1,0.647357227,1,0,0.263155773,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.02,596,1000,0,0,0,1664,136,5,0.696230821,0,0,0,1.192,0,254.5,0,0.013710125,0,0,0,1546,25,0.699864071,98,107,0.68483661,19,2,0.625406974,1,2,0.605520028,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02,592,1000,0,0,0,1774,26,3,0.695577661,0,0.258872803,0,1.184,0,13,0,0.514121816,0,0,0,1774,0,0.699494466,0,26,0.576530739,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02,592,1000,0,0,0,1777,23,3,0.695577661,0,0.258872803,0,1.184,0,13,0,0.514121816,0,0,0,1774,2,0.699494466,3,21,0.576530739,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02,592,1000,0,0,0,1622,178,6,0.695577661,0,0,0,1.184,0,223.5,0,-0.037347682,0,0,0,1545,12,0.699494466,55,163,0.691660857,20,0,0.596062096,0,3,0.290617974,2,0,0.393006469,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02,592,1000,0,0,0,1696,104,4,0.695577661,0,0,0,1.184,0,223.5,0,-0.037347682,0,0,0,1545,29,0.699494466,143,75,0.691660857,8,0,0.476206197,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
