1,250,0.01,0,0,1000,0,0,0.0,0.02,0.02,0,746,4,4,2,2,0,0,746,2,0,2,0,0
1,250,0.01,-1241,-1241,1000,0,0,0.0,0.02,0.02,0,748,2,4,2,2,0,0,748,0,0,2,0,0
1,250,0.01,1280,1280,1000,152,146,134.0,5.12,4.968,268,120,362,16,495,497,134,134,31,249,16,29,18,15,6,16,10,4,3,10,14,3,2,14,9,2,1,9,8,1,0,8,2,0,0,2,0,0
1,250,0.01,1215,1215,1000,212,231,184.0,4.86,4.648,368,76,306,14,497,494,184,184,26,246,28,15,10,23,2,10,3,2,0,3,4,0,0,4,2,0,0,2,1,0,0,1,0,0
1,250,0.01,3738,3738,1000,628,661,248.0,9.98,9.98,496,2,252,5,500,500,248,248,1,250,1,1,0,1,0,0
1,250,0.01,3690,3690,1000,623,659,247.0,9.98,9.98,494,3,253,4,500,500,247,247,1,250,2,1,0,2,0,0
1,250,0.01,1248,37,1000,3,3,4.0,4.992,4.992,8,255,487,24,499,497,4,4,31,247,37,23,6,32,20,5,7,19,4,7,4,4,4,4,4,4,15,4,0,15,14,0,0,14,32,0,0,32,27,0,0,27,32,0,0,32,17,0,0,17,1,0,0,1,0,0
1,250,0.01,1248,1248,1000,220,216,185.0,4.992,4.992,370,69,311,9,498,498,185,185,33,249,21,29,6,18,4,6,2,4,2,2,1,2,0,1,0,0
