,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp
389,98,0.07800000000000003,2216.5,500.0,1528.5,1925.5,794,6,100,4,0.6850262407340847,0.7028057897858007,0.6153032395274993,0.6197962683706184,8.866,6.114,499.5,397,0.663710268520691,0.36651011229985464,0.2560944305788361,1,94,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,98,0.07800000000000003,2216.5,500.0,1532,1932.0,800,4,96,4,0.6850262407340847,0.7028057897858007,0.6153032395274993,0.6193150930596749,8.866,6.128,499.5,400,0.6576885546264231,0.36651011229985464,0.24454202615449463,1,92,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,98,0.07800000000000003,2216.5,500.0,1417.5,1820.5,806,0,94,2,0.6850262407340847,0.7028057897858007,0.016703194603813774,0.01789043154902152,8.866,5.67,500,403,-0.0017525701475058874,0.38292284932724685,0.38292284932724685,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,98,0.07800000000000003,2216.5,500.0,1447.5,1851.5,808,0,92,2,0.6850262407340847,0.7028057897858007,0.016703194603813774,0.017294901663387832,8.866,5.79,500,404,-0.007066760742437565,0.5430669604178895,0.5430669604178895,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,99,0.07800000000000003,2239.5,500.0,1572,1970.0,796,5,99,4,0.6936292787462778,0.6848589627695684,0.6243868750709056,0.6490521515794938,8.958,6.288,499,398,0.536369582081465,0.3475531878431126,0.30252683420043247,2,94,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,99,0.07800000000000003,2239.5,500.0,1582.5,1986.5,808,2,90,2,0.6936292787462778,0.7023995947229872,0.6243868750709056,0.6328962325752356,8.958,6.33,499,404,0.5832179188816582,0.3628729814029009,0.24285566051937826,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,99,0.07800000000000003,2239.5,500.0,1453,1854.0,802,2,96,3,0.6936292787462778,0.6848589627695684,0.01851301100014563,0.01953410263884077,8.958,5.811999999999999,499.5,401,-0.002418234760670183,0.5168607074718385,0.4151612236269394,2,94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,99,0.07800000000000003,2239.5,500.0,1468.5,1870.5,804,2,94,3,0.6936292787462778,0.7023995947229872,0.01851301100014563,0.01859296627185124,8.958,5.8740000000000006,499.5,402,0.011368829875195849,0.5380647426314881,0.5380647426314881,2,92,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,100,0.07800000000000003,2338.0,500.0,1580.5,1977.5,794,6,100,4,0.6766864593786562,0.678641022439571,0.6111677298610182,0.6202247796243202,9.352,6.321999999999999,498,397,0.562351201542096,0.4090475539404662,0.2985572751668104,4,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,100,0.07800000000000003,2338.0,500.0,1603.5,2003.5,800,6,94,4,0.6766864593786562,0.678641022439571,0.6111677298610182,0.6175686258186256,9.352,6.414,498,400,0.5381090023915454,0.42561293562895053,0.33225435207256604,4,88,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,100,0.07800000000000003,2338.0,500.0,1506.5,1906.5,800,1,99,3,0.6766864593786562,0.678641022439571,0.015775288248043647,0.014472286603575288,9.352,6.026,500,400,0.005749021347913025,0.44441196139866057,0.43185607818436633,1,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,100,0.07800000000000003,2338.0,500.0,1556,1962.0,812,1,87,2,0.6766864593786562,0.678641022439571,0.015775288248043647,0.016403681277993052,9.352,6.224,500,406,-0.019407592940271313,0.46309472309423233,0.37735390841775396,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
