,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp
61,16,0.046000000000000006,799.0,500.0,0,0.0,0,787,113,5,0.693085248033124,0,0.5087576393074811,0,3.196,0.0,75.5,0,0,0,0,753,9,5,101,28,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,16,0.046000000000000006,799.0,500.0,0,0.0,0,780,120,5,0.693085248033124,0,0.5087576393074811,0,3.196,0.0,75.5,0,0,0,0,753,10,9,108,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,16,0.046000000000000006,799.0,500.0,322.5,588.5,532,153,215,11,0.693085248033124,0.6839342471101002,0.003554191700570584,0.0016559255281059792,3.196,1.29,476,266,-0.13852557263617554,0.3950480871775154,0.37385992999598183,66,82,23,54,29,18,12,27,15,11,1,15,3,1,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,16,0.046000000000000006,799.0,500.0,386.5,689.5,606,109,185,12,0.693085248033124,0.7022362489561477,0.003554191700570584,0.004019330504479019,3.196,1.546,476,303,-0.049626738884982105,0.4559026848938255,0.3605425897252085,66,84,9,58,16,9,6,16,4,6,2,4,0,2,4,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,17,0.046000000000000006,832.5,500.0,0,0.0,0,790,110,5,0.6935034628227126,0,0.5314092216928352,0,3.33,0.0,107.5,0,0,0,0,730,19,53,89,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,17,0.046000000000000006,832.5,500.0,0,0.0,0,779,121,5,0.6935034628227126,0,0.5314092216928352,0,3.33,0.0,107.5,0,0,0,0,730,23,35,95,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,17,0.046000000000000006,832.5,500.0,431,754.0,646,83,171,11,0.6935034628227126,0.7008901389934525,0.004075536206218025,0.004492849771487543,3.33,1.724,480,323,-0.04610038052339413,0.49740021365977644,0.2670488561233862,46,96,13,40,9,11,5,9,7,5,0,7,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,17,0.046000000000000006,832.5,500.0,445.5,780.5,670,76,154,7,0.6935034628227126,0.7008901389934525,0.004075536206218025,0.003681592039800995,3.33,1.782,480,335,-0.020522071394926386,0.4972356446162225,0.4972356446162225,46,86,18,39,8,17,1,8,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,18,0.046000000000000006,784.0,500.0,0,0.0,0,793,107,4,0.690554724151503,0,0.5123353881215517,0,3.136,0.0,61,0,0,0,0,778,12,9,95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,18,0.046000000000000006,784.0,500.0,0,0.0,0,819,81,5,0.690554724151503,0,0.5123353881215517,0,3.136,0.0,61,0,0,0,0,778,11,26,68,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,18,0.046000000000000006,784.0,500.0,333.5,611.5,556,142,202,9,0.690554724151503,0.6984279263328701,0.00633608204917477,0.0014988009592326137,3.136,1.334,472,278,-0.10946683616105672,0.46483995242356196,0.49598317049924034,74,84,23,56,21,20,16,20,6,15,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,18,0.046000000000000006,784.0,500.0,317,573.0,512,158,230,10,0.690554724151503,0.6895040674607181,0.00633608204917477,0.0048177083333333336,3.136,1.268,472,256,-0.0746848928175969,0.44981515229545854,0.48751363714363394,74,89,24,63,20,22,16,18,11,15,7,10,5,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,19,0.046000000000000006,810.5,500.0,0,0.0,0,820,80,6,0.6975317890219268,0,0.4874276528042546,0,3.242,0.0,87.5,0,0,0,0,783,12,18,66,16,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,19,0.046000000000000006,810.5,500.0,0,0.0,0,819,81,6,0.6975317890219268,0,0.4874276528042546,0,3.242,0.0,87.5,0,0,0,0,783,15,27,62,7,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,19,0.046000000000000006,810.5,500.0,354.5,633.5,558,131,211,16,0.6975317890219268,0.6911195843420774,0.0038874080204914317,0.002154804574159413,3.242,1.418,480,279,-0.07138561938676752,0.3260603379865982,0.33066984548632794,61,98,28,52,10,23,17,7,3,16,3,3,0,3,3,0,0,3,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,19,0.046000000000000006,810.5,500.0,386,690.0,608,112,180,11,0.6975317890219268,0.7039439937017761,0.0038874080204914317,0.002905701754385965,3.242,1.544,480,304,-0.06149520591466689,0.4056763769529591,0.5302757427702168,61,80,17,53,17,15,6,16,8,5,0,8,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,20,0.046000000000000006,791.5,500.0,0,0.0,0,811,89,5,0.6895895680945818,0,0.5039896033959843,0,3.1660000000000004,0.0,84.5,0,0,0,0,785,8,19,79,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,20,0.046000000000000006,791.5,500.0,0,0.0,0,798,102,5,0.6895895680945818,0,0.5039896033959843,0,3.1660000000000004,0.0,84.5,0,0,0,0,785,15,3,85,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,20,0.046000000000000006,791.5,500.0,0,0.0,0,440,460,21,0.6895895680945818,0,0.008372604228413355,0,3.1660000000000004,0.0,476.5,0,0,0,0,76,86,34,63,20,32,35,19,21,32,22,19,10,19,30,10,5,28,29,5,6,29,37,4,18,35,52,10,8,44,25,1,3,18,5,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,20,0.046000000000000006,791.5,500.0,318.5,577.5,518,166,216,15,0.6895895680945818,0.6903053287765475,0.008372604228413355,0.006241956241956243,3.1660000000000004,1.274,476.5,259,-0.07104542613368443,0.432473921256292,0.40635137212809935,76,78,37,59,22,30,5,18,12,5,0,12,9,0,0,9,3,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,21,0.04800000000000001,883.5,500.0,0,0.0,0,770,130,6,0.690242349739433,0,0.5093292339424531,0,3.534,0.0,180,0,0,0,0,692,19,41,103,31,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,21,0.04800000000000001,883.5,500.0,0,0.0,0,756,144,5,0.690242349739433,0,0.5093292339424531,0,3.534,0.0,180,0,0,0,0,692,18,39,124,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,21,0.04800000000000001,883.5,500.0,465.5,791.5,652,81,167,12,0.690242349739433,0.695853277555364,0.00570821166113584,0.006412503651767456,3.534,1.862,485.5,326,0.0034074733236157187,0.4100697886922037,0.4530138649494902,41,91,14,36,13,14,8,13,1,8,2,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,21,0.04800000000000001,883.5,500.0,471.5,803.5,664,80,156,8,0.690242349739433,0.695853277555364,0.00570821166113584,0.007422547332185887,3.534,1.8860000000000001,485.5,332,-0.04913281449361,0.49921746306201914,0.4537938872734116,41,87,21,33,6,18,8,6,0,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,22,0.04800000000000001,884.5,500.0,1,3.0,4,772,124,5,0.6856431139924892,0.5395509308851362,0.52369571629047,0.0,3.5380000000000003,0.004,79,2,nan,0.46223880275099805,0.46223880275099805,742,15,6,105,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,22,0.04800000000000001,884.5,500.0,0,0.0,0,798,102,6,0.6856431139924892,0,0.52369571629047,0,3.5380000000000003,0.0,79,0,0,0,0,742,17,39,83,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,22,0.04800000000000001,884.5,500.0,450,777.0,654,80,166,9,0.6856431139924892,0.6828775185117574,0.0045659619311071604,0.0007135575942915392,3.5380000000000003,1.8,480,327,0.02581925237443731,0.43244023343236215,0.522998380433242,52,93,7,45,17,7,0,17,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,22,0.04800000000000001,884.5,500.0,480.5,817.5,674,78,148,6,0.6856431139924892,0.688408709473221,0.0045659619311071604,0.004126042108237954,3.5380000000000003,1.9220000000000002,480,337,0.053797765080725604,0.43244023343236215,0.37935903122985104,52,90,19,38,4,13,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,23,0.04800000000000001,855.0,500.0,0,0.0,0,780,120,6,0.6879467517890534,0,0.5448372255238183,0,3.42,0.0,121,0,0,0,0,693,19,49,94,35,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,23,0.04800000000000001,855.0,500.0,0,0.0,0,768,132,6,0.6879467517890534,0,0.5448372255238183,0,3.42,0.0,121,0,0,0,0,693,24,36,100,37,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,23,0.04800000000000001,855.0,500.0,472,810.0,676,68,156,9,0.6879467517890534,0.696706813814798,0.005613164016374818,0.003898985629754861,3.42,1.888,486.5,338,-0.08956666147681072,0.42013764451887203,0.4485694321575415,33,96,17,29,12,13,1,12,3,1,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,23,0.04800000000000001,855.0,500.0,455,786.0,662,75,163,11,0.6879467517890534,0.696706813814798,0.005613164016374818,0.004023401908598283,3.42,1.82,486.5,331,-0.06885746973974126,0.49561325195962325,0.4088751562506744,33,91,16,32,5,15,4,4,4,4,4,4,4,4,4,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,24,0.04800000000000001,883.0,500.0,0,0.0,0,798,102,5,0.6831167096229077,0,0.5348750986408374,0,3.532,0.0,149.5,0,0,0,0,707,20,67,76,23,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,24,0.04800000000000001,883.0,500.0,0,0.0,0,779,121,6,0.6831167096229077,0,0.5348750986408374,0,3.532,0.0,149.5,0,0,0,0,707,23,49,94,21,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,24,0.04800000000000001,883.0,500.0,447,767.0,640,87,173,16,0.6831167096229077,0.6566856617828657,0.006991563228389485,0.004107142857142857,3.532,1.788,489,320,-0.02461236344617139,0.33918465046275836,0.39250826347724216,35,95,17,31,11,14,4,9,1,4,7,1,0,7,2,0,0,2,4,0,0,4,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,24,0.04800000000000001,883.0,500.0,458,786.0,656,80,164,8,0.6831167096229077,0.6832038480466184,0.006991563228389485,0.00777801974448316,3.532,1.8319999999999999,489,328,-0.0264123515411484,0.4960257758592196,0.2827160188416782,35,93,24,28,10,23,4,9,5,4,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,25,0.04800000000000001,866.0,500.0,0,0.0,0,775,125,6,0.6976191072896294,0,0.5371179060241562,0,3.464,0.0,127,0,0,0,0,739,12,7,110,27,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,25,0.04800000000000001,866.0,500.0,0,0.0,0,770,130,5,0.6976191072896294,0,0.5371179060241562,0,3.464,0.0,127,0,0,0,0,739,14,14,111,17,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,25,0.04800000000000001,866.0,500.0,427.5,740.5,626,95,179,10,0.6976191072896294,0.7040814475237702,0.006581091537240161,0.005629088696181349,3.464,1.71,482,313,-0.05862952200254767,0.3616715391996148,0.3434948513168547,49,91,20,46,14,19,7,12,3,6,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,25,0.04800000000000001,866.0,500.0,444.5,763.5,638,96,166,11,0.6976191072896294,0.7040814475237702,0.006581091537240161,0.00715778474399164,3.464,1.778,482,319,-0.011855892826131052,0.5142631728431324,0.4929033042580063,49,82,19,40,13,18,8,13,4,6,1,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,26,0.05000000000000001,964.0,500.0,0,0.0,0,667,233,5,0.6972374948604565,0,0.5207793566873447,0,3.856,0.0,186.5,0,0,0,0,578,30,17,191,72,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,26,0.05000000000000001,964.0,500.0,0,0.0,0,709,191,5,0.6972374948604565,0,0.5207793566873447,0,3.856,0.0,186.5,0,0,0,0,578,34,65,145,66,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,26,0.05000000000000001,964.0,500.0,549.5,904.5,710,49,141,9,0.6972374948604565,0.6960412682899901,0.006987811945636119,0.0011737089201877932,3.856,2.198,490.5,355,0.009476640395819403,0.24604658461500192,0.39013938549672245,23,96,13,21,9,11,0,9,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,26,0.05000000000000001,964.0,500.0,575.5,944.5,738,39,123,7,0.6972374948604565,0.6984337214309227,0.006987811945636119,0.00650083881791199,3.856,2.3019999999999996,490.5,369,-0.015202897593763556,0.43137917032152406,0.43137917032152406,23,87,11,20,3,11,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,27,0.05000000000000001,917.5,500.0,0,0.0,0,736,164,6,0.675688652341689,0,0.5309807055447133,0,3.67,0.0,138,0,0,0,0,651,21,9,133,74,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,27,0.05000000000000001,917.5,500.0,0,0.0,0,738,162,5,0.675688652341689,0,0.5309807055447133,0,3.67,0.0,138,0,0,0,0,651,28,53,123,32,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,27,0.05000000000000001,917.5,500.0,510,861.0,702,56,142,5,0.675688652341689,0.6785213633247593,0.005297912189229738,0.003716139827250938,3.67,2.04,486,351,-0.05114530040658527,0.34894662333553417,0.5495488630896309,38,92,10,32,8,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,27,0.05000000000000001,917.5,500.0,546.5,905.5,718,53,129,6,0.675688652341689,0.6785213633247593,0.005297912189229738,0.0037140204271123487,3.67,2.186,486,359,-0.04413712735918455,0.6145328626095741,0.6145328626095741,38,84,7,30,4,7,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,28,0.05000000000000001,901.0,500.0,0,0.0,0,726,174,7,0.68873263278096,0,0.5378227299250113,0,3.604,0.0,133.5,0,0,0,0,646,18,43,140,33,3,1,11,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,28,0.05000000000000001,901.0,500.0,0,0.0,0,786,114,6,0.68873263278096,0,0.5378227299250113,0,3.604,0.0,133.5,0,0,0,0,646,19,105,83,31,7,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,28,0.05000000000000001,901.0,500.0,495.5,837.5,684,63,153,9,0.68873263278096,0.6892305632066131,0.0036685595992394745,0.003898635477582846,3.604,1.982,488.5,342,0.005677033829131973,0.3475723035987824,0.3045926995787082,30,93,11,27,8,11,9,8,3,9,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,28,0.05000000000000001,901.0,500.0,496.5,843.5,694,64,142,7,0.68873263278096,0.6892305632066131,0.0036685595992394745,0.003554274735830932,3.604,1.986,488.5,347,-0.0101213107663078,0.41843164383344666,0.5855833263192955,30,86,15,24,9,13,2,9,8,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,29,0.05000000000000001,969.5,500.0,0,0.0,0,747,153,5,0.6847439321470828,0,0.5406191377433655,0,3.878,0.0,154,0,0,0,0,709,24,24,127,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,29,0.05000000000000001,969.5,500.0,0,0.0,0,755,145,6,0.6847439321470828,0,0.5406191377433655,0,3.878,0.0,154,0,0,0,0,709,18,26,123,18,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,29,0.05000000000000001,969.5,500.0,546.5,893.5,694,62,144,7,0.6847439321470828,0.6870626047742668,0.005560814566861431,0.004387951145876218,3.878,2.186,486,347,-0.05063862006086112,0.4190701205044114,0.34635292229356063,37,91,13,29,6,12,4,6,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
