,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node,step19_isol,step19_unsupp,step19_far_dead_node,step20_isol,step20_unsupp,step20_far_dead_node,step21_isol,step21_unsupp,step21_far_dead_node,step22_isol,step22_unsupp,step22_far_dead_node
284,72,0.095,3201,500,1,3,4,183,413,14,0.690974203,0.496143387,0.623867814,0,12.804,0.004,500,2,nan,0.490774455,0.490774455,0,280,0.688915314,132,0,0.664139507,0,82,0.70077497,36,0,0.646194584,0,36,0.681173436,10,0,0.674554176,0,10,0.557368527,2,0,0.641375252,0,2,0.541796276,2,0,0.524823847,0,2,0.519199871,1,0,0.551737657,0,1,0.543276691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,72,0.095,3201,500,0,0,0,179,421,18,0.690974203,0,0.623867814,0,12.804,0,500,0,0,0,0,0,248,0.674554176,53,0,0.688915314,0,47,0.70077497,50,0,0.68418407,0,50,0.665770509,19,0,0.642716694,0,19,0.595887546,19,0,0.667898311,0,19,0.681173436,14,0,0.548028329,0,14,0.557416576,18,0,0.512963189,0,18,0.672338898,4,0,0.538902642,0,4,0.459227,2,0,0.460352093,0,2,0.378924955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,72,0.095,3201,500,307,461,308,7,285,4,0.690974203,0.70077497,0.027132521,0.024918246,12.804,1.228,500,154,-0.049389179,0.475972488,0.51303126,1,279,0.688915314,6,0,0.541917984,0,6,0.647707566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,72,0.095,3201,500,382,552,340,6,254,4,0.690974203,0.688915314,0.027132521,0.020196078,12.804,1.528,500,170,-0.029374374,0.368414508,0.368414508,1,248,0.674554176,5,1,0.70077497,0,5,0.595887546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,73,0.095,3162.5,500,1,3,4,166,430,10,0.685579002,0.480534727,0.611498884,0,12.65,0.004,500,2,nan,0.429802993,0.429802993,0,286,0.685261333,100,0,0.693893885,0,98,0.643274851,49,0,0.668164035,0,33,0.609038454,14,0,0.655694655,0,10,0.531730627,3,0,0.559405214,0,3,0.485728678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,73,0.095,3162.5,500,0,0,0,213,387,9,0.685579002,0,0.611498884,0,12.65,0,500,0,0,0,0,0,254,0.685261333,113,0,0.693893885,0,77,0.644022521,69,0,0.669306501,0,43,0.644021113,29,0,0.646437049,0,13,0.576428923,2,0,0.534900767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,73,0.095,3162.5,500,309,461,304,6,290,4,0.685579002,0.693893885,0.024538772,0.025054587,12.65,1.236,500,152,0.0033578,0.58825796,0.537472676,2,285,0.685261333,4,1,0.486780856,0,4,0.538198858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,73,0.095,3162.5,500,354.5,520.5,332,7,261,4,0.685579002,0.693893885,0.024538772,0.031822528,12.65,1.418,500,166,0.007780934,0.565052913,0.565052913,2,254,0.685261333,5,2,0.672380693,0,5,0.566037959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,74,0.095,3267.5,500,6,12,12,182,406,10,0.690921807,0.515835682,0.618809448,0.277777778,13.07,0.024,500,6,-0.2,0.420525335,0.420525335,0,272,0.695110035,127,0,0.686733579,0,107,0.674964161,46,0,0.676856208,0,18,0.618006739,8,0,0.579814201,0,8,0.580347448,1,0,0.500539703,0,1,0.479621786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,74,0.095,3267.5,500,1,3,4,181,415,12,0.690921807,0.533026887,0.618809448,0,13.07,0.004,500,2,nan,0.503890131,0.503890131,0,234,0.676856208,35,0,0.674964161,0,35,0.623696177,68,0,0.660679708,0,68,0.671084023,47,0,0.667144954,0,47,0.695110035,26,0,0.630110877,0,26,0.686733579,5,0,0.671722082,0,5,0.515038815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,74,0.095,3267.5,500,341.5,503.5,324,3,273,4,0.690921807,0.686733579,0.024989106,0.021656379,13.07,1.366,500,162,-0.014884109,0.449145789,0.413876304,0,272,0.695110035,3,0,0.596340696,0,1,0.494337936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,74,0.095,3267.5,500,410.5,588.5,356,5,239,4,0.690921807,0.695110035,0.024989106,0.033248758,13.07,1.642,500,178,0.002447091,0.418293034,0.388394374,0,234,0.676856208,5,0,0.671084023,0,5,0.569395841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,75,0.095,3345.5,500,222.5,295.5,146,116,338,6,0.680890723,0.678807582,0.61281438,0.653492398,13.382,0.89,500,73,0.493940367,0.454232182,0.409116596,0,274,0.676063218,95,0,0.682973864,0,43,0.660522004,21,0,0.660502655,0,21,0.637553162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,75,0.095,3345.5,500,3,7,8,178,414,12,0.680890723,0.635944948,0.61281438,0,13.382,0.012,500,4,-0.5,0.48579848,0.48579848,0,236,0.672913973,90,0,0.660502655,0,90,0.676063218,62,0,0.682973864,0,62,0.647413065,21,0,0.526954264,0,21,0.546441528,4,0,0.525342501,0,4,0.678807582,1,0,0.466065747,0,1,0.499744984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,75,0.095,3345.5,500,363,524,322,2,276,4,0.680890723,0.682973864,0.025772586,0.028992902,13.382,1.452,500,161,-0.01916275,0.500145027,0.457380815,0,274,0.676063218,2,0,0.438072025,0,2,0.455873264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,75,0.095,3345.5,500,429,607,356,4,240,4,0.680890723,0.682973864,0.025772586,0.021412763,13.382,1.716,500,178,-0.023254867,0.457164173,0.594418269,0,236,0.672913973,4,0,0.397234807,0,4,0.564626248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,76,0.095,3262,500,0,0,0,239,361,10,0.693207415,0,0.620426763,0,13.048,0,500,0,0,0,0,0,292,0.698200736,207,0,0.688214093,0,45,0.680696179,22,0,0.68232373,0,18,0.580403653,8,0,0.45785788,0,4,0.551400041,2,0,0.475888194,0,2,0.491158708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,76,0.095,3262,500,649,832,366,1,233,4,0.693207415,0.698200736,0.620426763,0.675191346,13.048,2.596,500,183,0.489899572,0.534549534,0.427788612,0,232,0.688214093,1,0,0.653390101,0,1,0.389063206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,76,0.095,3262,500,275.5,423.5,296,6,298,4,0.693207415,0.687764614,0.02503888,0.01646021,13.048,1.102,500,148,-0.088088693,0.389249216,0.431967756,1,292,0.698200736,5,1,0.555389997,0,5,0.688214093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,76,0.095,3262,500,412.5,591.5,358,5,237,6,0.693207415,0.698200736,0.02503888,0.026757011,13.048,1.65,500,179,0.016268954,0.38913042,0.445972978,1,232,0.688214093,3,1,0.502659076,0,3,0.536943313,1,0,0.480745711,0,1,0.371815889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,77,0.095,3154,500,1,3,4,213,383,6,0.684339437,0.586562438,0.6110364,0,12.616,0.004,500,2,nan,0.548131782,0.548131782,0,278,0.685017869,210,0,0.683090557,0,104,0.683661005,3,0,0.516685657,0,1,0.490371877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,77,0.095,3154,500,1,3,4,218,378,12,0.684339437,0.669211892,0.6110364,0,12.616,0.004,500,2,nan,0.537558309,0.537558309,0,236,0.685017869,96,0,0.654992195,0,84,0.664388897,110,0,0.679238824,0,46,0.626322073,8,0,0.652352619,0,8,0.608829443,3,0,0.503036262,0,3,0.443373301,1,0,0.397627209,0,1,0.633164563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,77,0.095,3154,500,305.5,456.5,302,10,288,6,0.684339437,0.683661005,0.025755828,0.02924682,12.616,1.222,500,151,-0.031328242,0.467715326,0.46239028,0,278,0.685017869,9,0,0.5852034,0,9,0.619076475,1,0,0.580765845,0,1,0.467493284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,77,0.095,3154,500,407,587,360,2,238,4,0.684339437,0.679238824,0.025755828,0.020987654,12.616,1.628,500,180,-0.001732054,0.461918305,0.534031267,0,236,0.685017869,2,0,0.472848923,0,2,0.504698844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,78,0.095,3423.5,500,1,3,4,186,410,12,0.676119969,0.529270758,0.61501358,0,13.694,0.004,500,2,nan,0.502023887,0.502023887,0,282,0.686052546,100,0,0.666187392,0,50,0.634548816,45,0,0.658712472,0,45,0.616361553,29,0,0.658679434,0,21,0.512665829,9,0,0.49756922,0,9,0.539112428,3,0,0.512577467,0,3,0.53358802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,78,0.095,3423.5,500,3.5,7.5,8,215,377,12,0.676119969,0.476805955,0.61501358,0.291666667,13.694,0.014,500,4,-0.607142857,0.425107327,0.425107327,0,236,0.665872424,118,0,0.67534968,0,82,0.686052546,77,0,0.658712472,0,43,0.656919868,11,0,0.61160814,0,7,0.506078572,7,0,0.539112428,0,7,0.574862188,2,0,0.623928399,0,2,0.51305714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,78,0.095,3423.5,500,343.5,497.5,308,5,287,4,0.676119969,0.666187392,0.027392478,0.02534974,13.694,1.374,500,154,0.001083391,0.383148126,0.378191487,0,282,0.686052546,5,0,0.660189719,0,5,0.584447697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,78,0.095,3423.5,500,441,619,356,4,240,4,0.676119969,0.686052546,0.027392478,0.027687793,13.694,1.764,500,178,-0.007457809,0.586663106,0.586663106,0,236,0.665872424,4,0,0.660189719,0,4,0.589805847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,79,0.095,3308,500,1,3,4,238,358,9,0.693549261,0.619688697,0.629307565,0,13.232,0.004,500,2,nan,0.585453815,0.585453815,0,274,0.696436284,196,0,0.692431971,0,56,0.616166302,33,0,0.573943863,0,25,0.63063922,7,0,0.448299489,0,3,0.566794968,2,0,0.560900327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,79,0.095,3308,500,0,0,0,236,364,10,0.693549261,0,0.629307565,0,13.232,0,500,0,0,0,0,0,242,0.696436284,160,0,0.690662239,0,84,0.659167793,65,0,0.665660091,0,29,0.687386918,8,0,0.691664834,0,6,0.446424354,3,0,0.526471581,0,3,0.449894692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,79,0.095,3308,500,340.5,501.5,322,2,276,4,0.693549261,0.692431971,0.026494914,0.020972368,13.232,1.362,500,161,0.001161582,0.482041024,0.564307456,0,274,0.696436284,2,0,0.414617693,0,2,0.582248931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,79,0.095,3308,500,394.5,568.5,348,5,247,4,0.693549261,0.691664834,0.026494914,0.027991947,13.232,1.578,500,174,0.021390993,0.453208511,0.453208511,0,242,0.696436284,5,0,0.547166913,0,5,0.509437608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,80,0.095,3271,500,0,0,0,177,423,10,0.691027626,0,0.623635958,0,13.084,0,500,0,0,0,0,0,284,0.694486868,134,0,0.68466126,0,96,0.634066563,31,0,0.655422679,0,31,0.687568385,10,0,0.64971193,0,10,0.572247352,2,0,0.503401561,0,2,0.491040623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,80,0.095,3271,500,1,3,4,176,420,14,0.691027626,0.495967023,0.623635958,0,13.084,0.004,500,2,nan,0.464169298,0.464169298,0,252,0.694486868,122,0,0.687568385,0,114,0.692668246,37,0,0.61622991,0,37,0.673365595,8,0,0.66621546,0,8,0.53085049,3,0,0.38638012,0,3,0.61762072,5,0,0.540519462,0,5,0.502417853,1,0,0.503401561,0,1,0.43226518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,80,0.095,3271,500,329.5,484.5,310,3,287,4,0.691027626,0.687568385,0.026485926,0.016907322,13.084,1.318,500,155,0.001290066,0.462852015,0.462852015,0,284,0.694486868,3,0,0.504720135,0,3,0.434187122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,80,0.095,3271,500,391.5,560.5,338,5,257,6,0.691027626,0.692668246,0.026485926,0.013113809,13.084,1.566,500,169,0.01108536,0.481042146,0.481042146,0,252,0.694486868,3,0,0.48726533,0,3,0.515188213,2,0,0.511297165,0,2,0.497726787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,81,0.095,3270,500,2,5,6,192,402,16,0.698203002,0.495018283,0.615189813,0,13.08,0.008,498,3,-1,0.431245036,0.431245036,4,269,0.699858883,89,2,0.69654712,0,36,0.635438442,33,0,0.620375265,0,29,0.637142822,24,0,0.679673648,0,24,0.610403663,17,0,0.562242056,0,17,0.628865248,18,0,0.664711818,0,18,0.598481294,4,0,0.62962614,0,4,0.473125559,3,0,0.453481238,0,3,0.500356238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,81,0.095,3270,500,1,3,4,225,371,10,0.698203002,0.481720231,0.615189813,0,13.08,0.004,498,2,nan,0.434411746,0.434411746,4,239,0.699858883,129,3,0.698446309,0,95,0.69654712,82,0,0.682542461,0,26,0.552723026,9,0,0.540904007,0,7,0.546061482,1,0,0.5091096,0,1,0.413855391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,81,0.095,3270,500,333,492,318,6,276,4,0.698203002,0.69654712,0.025592285,0.0274708,13.08,1.332,500,159,-0.054405073,0.429628683,0.429628683,0,270,0.699858883,6,0,0.584009357,0,6,0.692171913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,81,0.095,3270,500,401.5,578.5,354,3,243,4,0.698203002,0.698446309,0.025592285,0.02735038,13.08,1.606,500,177,-0.011089394,0.554305228,0.38256691,0,240,0.699858883,3,0,0.538555511,0,3,0.45986048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,82,0.095,3183,500,1,3,4,154,442,16,0.677173479,0.632954346,0.621628342,0,12.732,0.004,500,2,nan,0.547761142,0.547761142,0,288,0.690524527,82,0,0.6866705,0,82,0.656785812,28,0,0.633428424,0,28,0.650189278,18,0,0.593436411,0,18,0.593136176,17,0,0.575490727,0,17,0.61643159,6,0,0.518025538,0,6,0.663822431,2,0,0.646618542,0,2,0.594645121,1,0,0.607597754,0,1,0.479160925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,82,0.095,3183,500,3,7,8,221,371,8,0.677173479,0.590590059,0.621628342,0,12.732,0.012,500,4,-0.5,0.483598432,0.483598432,0,246,0.690524527,174,0,0.674785674,0,96,0.67802292,44,0,0.650189278,0,26,0.640277132,3,0,0.561437856,0,3,0.55120107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,82,0.095,3183,500,283,435,304,4,292,6,0.677173479,0.6866705,0.026151346,0.024945175,12.732,1.132,500,152,0.051164157,0.48208595,0.461623913,0,288,0.690524527,2,0,0.574757412,0,2,0.656785812,2,0,0.572261438,0,2,0.518025538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,82,0.095,3183,500,366.5,537.5,342,6,252,4,0.677173479,0.67802292,0.026151346,0.031344565,12.732,1.466,500,171,0.005983101,0.429932847,0.451424809,0,246,0.690524527,6,0,0.482046702,0,6,0.526125245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,83,0.095,3354,500,4,8,8,202,390,6,0.683806979,0.56438905,0.623331596,0.583333333,13.416,0.016,500,4,-0.714285714,0.491726114,0.491726114,0,276,0.680921096,190,0,0.686692861,0,108,0.674836316,12,0,0.546342298,0,6,0.517542107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,83,0.095,3354,500,2.5,5.5,6,178,416,10,0.683806979,0.602849035,0.623331596,0.5,13.416,0.01,500,3,nan,0.529526204,0.529526204,0,238,0.680921096,91,0,0.686692861,0,91,0.669450081,72,0,0.679384743,0,72,0.651624502,13,0,0.601884748,0,13,0.618984922,2,0,0.532700728,0,2,0.445739207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,83,0.095,3354,500,345.5,504.5,318,3,279,4,0.683806979,0.686692861,0.02722028,0.024103796,13.416,1.382,500,159,-0.054071658,0.43460388,0.446080765,0,276,0.680921096,3,0,0.566930163,0,3,0.533761226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,83,0.095,3354,500,418,595,354,4,242,4,0.683806979,0.686692861,0.02722028,0.032724949,13.416,1.672,500,177,-0.007064397,0.580797239,0.580797239,0,238,0.680921096,4,0,0.489081862,0,4,0.469213585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,84,0.095,3248,500,2.5,5.5,6,181,413,10,0.675363778,0.565718682,0.61506092,0.5,12.992,0.01,500,3,nan,0.481628806,0.481628806,0,292,0.681007791,152,0,0.672213855,0,92,0.693169124,12,0,0.622371079,0,12,0.495133301,12,0,0.524452533,0,12,0.513652654,5,0,0.4815613,0,5,0.545196734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,84,0.095,3248,500,1,3,4,217,379,12,0.675363778,0.470477794,0.61506092,0,12.992,0.004,500,2,nan,0.431886381,0.431886381,0,248,0.681007791,174,0,0.66699535,0,88,0.693169124,19,0,0.660799488,0,19,0.654014599,19,0,0.615254032,0,19,0.558237342,4,0,0.462183132,0,4,0.460918873,1,0,0.476767082,0,1,0.405176199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,84,0.095,3248,500,296,444,296,6,298,4,0.675363778,0.693169124,0.026972928,0.024621943,12.992,1.184,500,148,0.027729886,0.493723456,0.515294462,0,292,0.681007791,6,0,0.491881757,0,6,0.642745116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,84,0.095,3248,500,400.5,573.5,346,3,251,4,0.675363778,0.693169124,0.026972928,0.028689871,12.992,1.602,500,173,-0.027507819,0.529017805,0.520297816,0,248,0.681007791,3,0,0.371989379,0,3,0.540272495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,85,0.095,3208,500,1,3,4,233,363,6,0.691299273,0.577301943,0.617230362,0,12.832,0.004,500,2,nan,0.43849042,0.43849042,0,274,0.702757904,216,0,0.679840642,0,78,0.662588392,17,0,0.615040188,0,11,0.60635324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,85,0.095,3208,500,0,0,0,181,419,14,0.691299273,0,0.617230362,0,12.832,0,500,0,0,0,0,0,240,0.694893802,43,0,0.671421541,0,41,0.67759111,46,0,0.702757904,0,46,0.667613155,60,0,0.65483593,0,60,0.664467984,23,0,0.653948059,0,23,0.615040188,6,0,0.542111455,0,6,0.591226064,3,0,0.61327167,0,3,0.480776743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,85,0.095,3208,500,325,481,312,7,281,6,0.691299273,0.679840642,0.024693199,0.026067914,12.832,1.3,500,156,-0.012376056,0.48235638,0.48235638,0,274,0.702757904,6,0,0.491533132,0,6,0.577301943,1,0,0.423665867,0,1,0.488863249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,85,0.095,3208,500,376.5,551.5,350,5,245,6,0.691299273,0.702757904,0.024693199,0.022812204,12.832,1.506,500,175,-0.050778309,0.503887466,0.503887466,0,240,0.694893802,4,0,0.497115236,0,4,0.522393648,1,0,0.395370882,0,1,0.424056096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
