,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp
266,67,0.06600000000000002,587.0,300.0,330,541.0,422,32,86,8,0.6909304539071133,0.7038504702383676,0.012794771637726625,0.009234183404799517,3.913333333333333,2.2,293,211,-0.012160401031929615,0.5157733298041478,0.40693937379429956,19,58,9,15,1,9,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,67,0.06600000000000002,587.0,300.0,323.5,533.5,420,35,85,7,0.6909304539071133,0.7038504702383676,0.012794771637726625,0.010187074829931971,3.913333333333333,2.1566666666666663,293,210,0.026544568472224743,0.5365254436532357,0.4292449955714779,19,54,7,17,5,5,1,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,68,0.06600000000000002,620.0,300.0,0,0.0,0,435,105,5,0.6759151521315683,0,0.5684705821063145,0,4.133333333333333,0.0,104,0,0,0,0,352,14,55,80,26,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,68,0.06600000000000002,620.0,300.0,1,3.0,4,427,109,6,0.6759151521315683,0.5004748912156236,0.5684705821063145,0.0,4.133333333333333,0.006666666666666667,104,2,nan,0.3681528219636043,0.3681528219636043,352,19,35,82,38,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,68,0.06600000000000002,620.0,300.0,379.5,601.5,444,25,71,6,0.6759151521315683,0.6819347782407211,0.014760087893444684,0.01616795366795367,4.133333333333333,2.5300000000000002,292,222,-0.05405443345827231,0.25730222681242165,0.39889896258749624,19,50,4,15,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,68,0.06600000000000002,620.0,300.0,377.5,600.5,446,21,73,4,0.6759151521315683,0.6819347782407211,0.014760087893444684,0.016666504895204444,4.133333333333333,2.5166666666666666,292,223,-0.07098013928267605,0.44445419477959325,0.34822237905180675,19,53,2,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,69,0.06600000000000002,585.5,300.0,0,0.0,0,440,100,5,0.6908193287493237,0,0.5505824406081825,0,3.9033333333333333,0.0,93,0,0,0,0,390,14,30,81,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,69,0.06600000000000002,585.5,300.0,0,0.0,0,436,104,6,0.6908193287493237,0,0.5505824406081825,0,3.9033333333333333,0.0,93,0,0,0,0,390,16,30,80,14,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,69,0.06600000000000002,585.5,300.0,349,566.0,434,25,81,6,0.6908193287493237,0.6994476304899907,0.016093017376114738,0.01660083388193987,3.9033333333333333,2.3266666666666667,294,217,0.014411087519532023,0.3428048864294918,0.3428048864294918,11,58,11,9,1,11,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,69,0.06600000000000002,585.5,300.0,368.5,592.5,448,19,73,5,0.6908193287493237,0.6998378483893297,0.016093017376114738,0.012864937641723355,3.9033333333333333,2.4566666666666666,294,224,-0.07902505763121037,0.37289368020936053,0.3428048864294918,11,57,7,8,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,70,0.06600000000000002,571.5,300.0,0,0.0,0,429,111,7,0.6809635183642688,0,0.5535566253669704,0,3.81,0.0,114.5,0,0,0,0,385,17,14,87,28,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,70,0.06600000000000002,571.5,300.0,0,0.0,0,416,124,7,0.6809635183642688,0,0.5535566253669704,0,3.81,0.0,114.5,0,0,0,0,385,16,1,97,26,0,0,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,70,0.06600000000000002,571.5,300.0,324,537.0,426,32,82,6,0.6809635183642688,0.6833898456309345,0.018120239418170356,0.01301258730836196,3.81,2.16,291.5,213,-0.0323586485583637,0.5539009532402324,0.5978768712291218,18,53,5,15,8,5,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,70,0.06600000000000002,571.5,300.0,333,553.0,440,29,71,6,0.6809635183642688,0.6833898456309345,0.018120239418170356,0.02110897940443395,3.81,2.2199999999999998,291.5,220,-0.04751194752930546,0.5978768712291218,0.5546165328058588,18,47,8,13,1,8,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,71,0.06800000000000002,610.0,300.0,2,5.0,6,408,126,7,0.6721825019294878,0.5516073535127505,0.5537854083826094,0.0,4.066666666666666,0.013333333333333334,169.5,3,-1.0,0.3890849270249318,0.3890849270249318,311,24,46,85,50,3,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,71,0.06800000000000002,610.0,300.0,0,0.0,0,397,143,5,0.6721825019294878,0,0.5537854083826094,0,4.066666666666666,0.0,169.5,0,0,0,0,311,19,22,112,61,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,71,0.06800000000000002,610.0,300.0,312.5,518.5,412,35,93,7,0.6721825019294878,0.6783804621807933,0.008074059349569552,0.008333333333333331,4.066666666666666,2.083333333333333,294,206,-0.01250949487577116,0.54606555440906,0.5009466192165608,19,58,7,19,7,7,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,71,0.06800000000000002,610.0,300.0,313,521.0,416,32,92,7,0.6721825019294878,0.6620364906597191,0.008074059349569552,0.008482142857142856,4.066666666666666,2.086666666666667,294,208,0.00458578356861486,0.557522757320847,0.557522757320847,19,60,6,19,4,6,2,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,72,0.06800000000000002,639.0,300.0,0,0.0,0,385,155,6,0.6915464655489162,0,0.5513026547273122,0,4.26,0.0,130.5,0,0,0,0,307,27,57,117,19,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,72,0.06800000000000002,639.0,300.0,0,0.0,0,388,152,7,0.6915464655489162,0,0.5513026547273122,0,4.26,0.0,130.5,0,0,0,0,307,22,25,109,41,5,10,14,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,72,0.06800000000000002,639.0,300.0,371.5,590.5,438,23,79,6,0.6915464655489162,0.6938231064087037,0.015534736494332452,0.02064216858737407,4.26,2.4766666666666666,297,219,-0.03568442141367602,0.4628418640350288,0.49536909569641796,13,59,8,10,1,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,72,0.06800000000000002,639.0,300.0,389.5,615.5,452,19,69,5,0.6915464655489162,0.6892698246891287,0.015534736494332452,0.02177447675235286,4.26,2.5966666666666667,297,226,-0.008421782416388645,0.49070956639220764,0.348910961222592,13,53,4,10,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,73,0.06800000000000002,577.0,300.0,0,0.0,0,448,92,6,0.6787902384237918,0,0.5826352811773086,0,3.8466666666666667,0.0,171.5,0,0,0,0,391,22,33,58,22,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,73,0.06800000000000002,577.0,300.0,0,0.0,0,440,100,7,0.6787902384237918,0,0.5826352811773086,0,3.8466666666666667,0.0,171.5,0,0,0,0,391,10,25,79,18,4,4,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,73,0.06800000000000002,577.0,300.0,320,528.0,416,34,90,10,0.6787902384237918,0.6843536860263247,0.01519096991345247,0.017765567765567765,3.8466666666666667,2.1333333333333333,293,208,-0.0692491925880529,0.2811530542704934,0.4916631409889298,20,58,5,20,4,4,3,3,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,73,0.06800000000000002,577.0,300.0,283,478.0,390,48,102,12,0.6787902384237918,0.6843536860263247,0.01519096991345247,0.01437118437118437,3.8466666666666667,1.8866666666666667,293,195,-0.07269590315347453,0.2811530542704934,0.2811530542704934,20,54,18,20,3,18,3,3,1,3,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,74,0.06800000000000002,610.0,300.0,0,0.0,0,418,122,6,0.7019297877045982,0,0.5715062465174883,0,4.066666666666666,0.0,147.5,0,0,0,0,393,18,5,99,18,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,74,0.06800000000000002,610.0,300.0,0,0.0,0,469,71,5,0.7019297877045982,0,0.5715062465174883,0,4.066666666666666,0.0,147.5,0,0,0,0,393,14,64,55,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,74,0.06800000000000002,610.0,300.0,356.5,580.5,448,18,74,5,0.7019297877045982,0.7053951979627336,0.015143731112743267,0.01683673469387755,4.066666666666666,2.376666666666667,296,224,-0.1073305648386803,0.4589009631474249,0.46425348579393494,10,57,7,9,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,74,0.06800000000000002,610.0,300.0,374.5,599.5,450,17,73,6,0.7019297877045982,0.7053951979627336,0.015143731112743267,0.017803912137245477,4.066666666666666,2.4966666666666666,296,225,-0.042362468114045114,0.5820102222568169,0.5820102222568169,10,56,5,10,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,75,0.06800000000000002,623.5,300.0,0,0.0,0,473,67,6,0.6845989686579536,0,0.5479650158089093,0,4.156666666666666,0.0,143.5,0,0,0,0,375,16,68,36,24,11,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,75,0.06800000000000002,623.5,300.0,0,0.0,0,445,95,7,0.6845989686579536,0,0.5479650158089093,0,4.156666666666666,0.0,143.5,0,0,0,0,375,13,45,74,22,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,75,0.06800000000000002,623.5,300.0,362,583.0,442,20,78,10,0.6845989686579536,0.6932650844539315,0.00805671373853192,0.01258888170652877,4.156666666666666,2.413333333333333,296.5,221,0.01339465040437757,0.5332678369745067,0.41111213068036756,11,58,3,11,1,3,1,1,0,1,1,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,75,0.06800000000000002,623.5,300.0,342.5,552.5,420,35,85,8,0.6845989686579536,0.6932650844539315,0.00805671373853192,0.00836167800453515,4.156666666666666,2.283333333333333,296.5,210,-0.01593972091235456,0.24768511567086254,0.48062731491546395,11,54,17,9,2,15,4,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,76,0.07000000000000002,648.0,300.0,0,0.0,0,381,159,6,0.6755114681886725,0,0.5392462062973808,0,4.32,0.0,236,0,0,0,0,202,33,76,95,95,15,6,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,76,0.07000000000000002,648.0,300.0,0,0.0,0,395,145,8,0.6755114681886725,0,0.5392462062973808,0,4.32,0.0,236,0,0,0,0,202,37,93,89,90,9,8,5,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,76,0.07000000000000002,648.0,300.0,378.5,598.5,440,24,76,4,0.6755114681886725,0.6915345162791208,0.009999621693499244,0.007092352092352093,4.32,2.5233333333333334,295,220,-0.000636183324629328,0.3798912553408491,0.3798912553408491,12,55,12,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,76,0.07000000000000002,648.0,300.0,386.5,610.5,448,21,71,8,0.6755114681886725,0.6915345162791208,0.009999621693499244,0.01139665146361575,4.32,2.5766666666666667,295,224,0.024860717419076833,0.46007406197780276,0.46007406197780276,12,53,2,9,2,2,4,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,77,0.07000000000000002,683.0,300.0,2.5,5.5,6,424,110,7,0.6872976977816397,0.5907845739615722,0.5899256721456976,0.5,4.553333333333333,0.016666666666666666,199.5,3,nan,0.393991897482141,0.393991897482141,395,16,17,89,11,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,77,0.07000000000000002,683.0,300.0,0,0.0,0,438,102,6,0.6872976977816397,0,0.5899256721456976,0,4.553333333333333,0.0,199.5,0,0,0,0,395,12,19,78,22,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,77,0.07000000000000002,683.0,300.0,429.5,660.5,462,10,68,6,0.6872976977816397,0.6961272347829379,0.012315837757747031,0.015867862296433725,4.553333333333333,2.8633333333333333,298.5,231,-0.053105496688676375,0.36220962530020445,0.42276739010061104,5,59,4,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,77,0.07000000000000002,683.0,300.0,446.5,682.5,472,6,62,4,0.6872976977816397,0.6961272347829379,0.012315837757747031,0.014038539144471349,4.553333333333333,2.9766666666666666,298.5,236,-0.04776932645785477,0.37129633827053277,0.4087393877848583,5,57,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,78,0.07000000000000002,656.5,300.0,0,0.0,0,397,143,7,0.6818583101226002,0,0.5517397424074044,0,4.376666666666667,0.0,238.5,0,0,0,0,132,43,119,58,111,28,31,9,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,78,0.07000000000000002,656.5,300.0,0,0.0,0,384,156,7,0.6818583101226002,0,0.5517397424074044,0,4.376666666666667,0.0,238.5,0,0,0,0,132,40,133,67,70,34,41,9,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,78,0.07000000000000002,656.5,300.0,401,631.0,460,13,67,4,0.6818583101226002,0.6775204433707906,0.015114136258204052,0.010436507936507938,4.376666666666667,2.6733333333333333,295.5,230,0.05343195217267518,0.3630717082460205,0.424514925582033,10,56,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,78,0.07000000000000002,656.5,300.0,391.5,615.5,448,19,73,8,0.6818583101226002,0.6861961768744098,0.015114136258204052,0.014195365646258506,4.376666666666667,2.61,295.5,224,0.008015427174087056,0.31508882246081643,0.27745844540002323,10,54,7,10,0,7,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,79,0.07000000000000002,643.0,300.0,0,0.0,0,370,170,6,0.6738563349977204,0,0.5702671338513176,0,4.286666666666667,0.0,227,0,0,0,0,312,26,8,125,48,1,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,79,0.07000000000000002,643.0,300.0,0,0.0,0,387,153,5,0.6738563349977204,0,0.5702671338513176,0,4.286666666666667,0.0,227,0,0,0,0,312,26,17,118,57,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,79,0.07000000000000002,643.0,300.0,356.5,569.5,426,30,84,6,0.6738563349977204,0.6891126261646865,0.014685107735955195,0.007550860719874804,4.286666666666667,2.376666666666667,295,213,-0.04553529863478729,0.399765598044457,0.399765598044457,9,59,9,7,6,7,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,79,0.07000000000000002,643.0,300.0,382,605.0,446,18,76,5,0.6738563349977204,0.6891126261646865,0.014685107735955195,0.010196455263719838,4.286666666666667,2.546666666666667,295,223,-0.0016250832983216073,0.47018418801143386,0.23648759813408765,9,58,6,9,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,80,0.07000000000000002,635.5,300.0,0,0.0,0,398,142,5,0.6919823113107493,0,0.5592661989099211,0,4.236666666666666,0.0,182.5,0,0,0,0,324,27,55,109,19,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,80,0.07000000000000002,635.5,300.0,0,0.0,0,434,106,6,0.6919823113107493,0,0.5592661989099211,0,4.236666666666666,0.0,182.5,0,0,0,0,324,21,59,71,49,6,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,80,0.07000000000000002,635.5,300.0,372,593.0,442,20,78,6,0.6919823113107493,0.6970344435445603,0.01273717807616113,0.014974731151201737,4.236666666666666,2.48,295,221,-0.07227285152675494,0.49046619247406054,0.49046619247406054,13,59,5,12,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,80,0.07000000000000002,635.5,300.0,378.5,601.5,446,20,74,7,0.6919823113107493,0.6970344435445603,0.01273717807616113,0.009612622056568244,4.236666666666666,2.5233333333333334,295,223,-0.0004152974668352981,0.3549566079195103,0.3498870374427706,13,55,3,12,2,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,81,0.07200000000000002,679.0,300.0,0,0.0,0,384,156,6,0.6675749664014974,0,0.5581502888812209,0,4.526666666666667,0.0,154.5,0,0,0,0,295,25,34,111,51,2,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,81,0.07200000000000002,679.0,300.0,0,0.0,0,429,111,6,0.6675749664014974,0,0.5581502888812209,0,4.526666666666667,0.0,154.5,0,0,0,0,295,27,104,69,27,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,81,0.07200000000000002,679.0,300.0,406.5,632.5,452,15,73,4,0.6675749664014974,0.6753109446636224,0.013545992727810909,0.016719502228351786,4.526666666666667,2.71,298.5,226,-0.03957985137026605,0.39230760369205064,0.45009050621279223,6,58,9,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,81,0.07200000000000002,679.0,300.0,422.5,653.5,462,11,67,5,0.6675749664014974,0.6753109446636224,0.013545992727810909,0.015375149141382908,4.526666666666667,2.8166666666666664,298.5,231,-0.0288960894947886,0.39230760369205064,0.402239005543771,6,56,4,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,82,0.07200000000000002,674.0,300.0,0,0.0,0,385,155,8,0.7003424015992477,0,0.5466640655271936,0,4.493333333333333,0.0,258.5,0,0,0,0,172,39,117,70,82,23,9,20,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,82,0.07200000000000002,674.0,300.0,0,0.0,0,389,151,9,0.7003424015992477,0,0.5466640655271936,0,4.493333333333333,0.0,258.5,0,0,0,0,172,41,158,71,41,25,14,9,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,82,0.07200000000000002,674.0,300.0,421,653.0,464,8,68,4,0.7003424015992477,0.7031158346442462,0.013385337630304075,0.014624073244762902,4.493333333333333,2.8066666666666666,298,232,-0.006340684459809578,0.19538182201545737,0.19538182201545737,5,60,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,82,0.07200000000000002,674.0,300.0,411.5,641.5,460,12,68,4,0.7003424015992477,0.7031158346442462,0.013385337630304075,0.01865393061045235,4.493333333333333,2.743333333333333,298,230,0.025757871565647385,0.19538182201545737,0.46007444208139403,5,56,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,83,0.07200000000000002,680.5,300.0,0,0.0,0,347,193,6,0.6769970982340392,0,0.5724869125430865,0,4.536666666666667,0.0,219,0,0,0,0,224,29,10,123,111,2,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,83,0.07200000000000002,680.5,300.0,0,0.0,0,407,133,6,0.6769970982340392,0,0.5724869125430865,0,4.536666666666667,0.0,219,0,0,0,0,224,30,119,81,59,17,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,83,0.07200000000000002,680.5,300.0,419.5,649.5,460,13,67,6,0.6769970982340392,0.688029347485334,0.011661648972890584,0.012524154589371981,4.536666666666667,2.796666666666667,297,230,0.01602849925624688,0.44743629915648203,0.4673282769985009,8,54,4,8,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
