,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp
0,1,0.04,221.5,300.0,0,0.0,0,518,22,4,0.6825776973741975,0,0.3161146723646724,0,1.4766666666666666,0.0,13.5,0,0,0,0,513,4,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.04,221.5,300.0,0,0.0,0,515,25,4,0.6825776973741975,0,0.3161146723646724,0,1.4766666666666666,0.0,13.5,0,0,0,0,513,2,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.04,221.5,300.0,0,0.0,0,463,77,5,0.6825776973741975,0,0.0,0,1.4766666666666666,0.0,151,0,0,0,0,362,17,84,54,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.04,221.5,300.0,0,0.0,0,458,82,5,0.6825776973741975,0,0.0,0,1.4766666666666666,0.0,151,0,0,0,0,362,19,64,58,30,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0.04,211.0,300.0,0,0.0,0,521,19,3,0.6939752749005389,0,0.3303241436925648,0,1.4066666666666667,0.0,9.5,0,0,0,0,521,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0.04,211.0,300.0,0,0.0,0,524,16,3,0.6939752749005389,0,0.3303241436925648,0,1.4066666666666667,0.0,9.5,0,0,0,0,521,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0.04,211.0,300.0,0,0.0,0,421,119,5,0.6939752749005389,0,0.0022624434389140274,0,1.4066666666666667,0.0,144,0,0,0,0,333,21,49,92,37,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0.04,211.0,300.0,0,0.0,0,427,113,6,0.6939752749005389,0,0.0022624434389140274,0,1.4066666666666667,0.0,144,0,0,0,0,333,24,52,78,40,3,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0.04,229.5,300.0,0,0.0,0,515,25,4,0.6694633245680537,0,0.34860001022662546,0,1.5299999999999998,0.0,16.5,0,0,0,0,507,4,6,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0.04,229.5,300.0,0,0.0,0,507,33,3,0.6694633245680537,0,0.34860001022662546,0,1.5299999999999998,0.0,16.5,0,0,0,0,507,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,0.04,229.5,300.0,0,0.0,0,422,118,5,0.6694633245680537,0,0.0,0,1.5299999999999998,0.0,183.5,0,0,0,0,313,19,43,84,65,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,0.04,229.5,300.0,0,0.0,0,436,104,6,0.6694633245680537,0,0.0,0,1.5299999999999998,0.0,183.5,0,0,0,0,313,21,82,76,37,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,0.04,215.0,300.0,0,0.0,0,522,18,3,0.6845407977343764,0,0.347193273119199,0,1.4333333333333333,0.0,9.5,0,0,0,0,521,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,0.04,215.0,300.0,0,0.0,0,521,19,3,0.6845407977343764,0,0.347193273119199,0,1.4333333333333333,0.0,9.5,0,0,0,0,521,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,0.04,215.0,300.0,0,0.0,0,447,93,5,0.6845407977343764,0,0.0018768768768768766,0,1.4333333333333333,0.0,169.5,0,0,0,0,321,24,77,63,47,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,0.04,215.0,300.0,0,0.0,0,447,93,6,0.6845407977343764,0,0.0018768768768768766,0,1.4333333333333333,0.0,169.5,0,0,0,0,321,19,83,66,41,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,0.04,231.5,300.0,1,3.0,4,521,15,3,0.6743757577281715,0.5146004462096794,0.3596051419895966,0.0,1.5433333333333334,0.006666666666666667,13,2,nan,0.36547406094156765,0.36547406094156765,518,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5,0.04,231.5,300.0,0,0.0,0,520,20,4,0.6743757577281715,0,0.3596051419895966,0,1.5433333333333334,0.0,13,0,0,0,0,518,3,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,0.04,231.5,300.0,0,0.0,0,412,128,6,0.6743757577281715,0,0.0,0,1.5433333333333334,0.0,170,0,0,0,0,299,28,75,92,34,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,0.04,231.5,300.0,0,0.0,0,424,116,6,0.6743757577281715,0,0.0,0,1.5433333333333334,0.0,170,0,0,0,0,299,26,60,79,59,3,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,0.042,243.0,300.0,0,0.0,0,517,23,3,0.6929939218147816,0,0.31783927686362073,0,1.62,0.0,16.5,0,0,0,0,507,5,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,0.042,243.0,300.0,0,0.0,0,515,25,3,0.6929939218147816,0,0.31783927686362073,0,1.62,0.0,16.5,0,0,0,0,507,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,0.042,243.0,300.0,0,0.0,0,416,124,6,0.6929939218147816,0,0.0024336283185840703,0,1.62,0.0,209.5,0,0,0,0,280,29,56,89,72,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6,0.042,243.0,300.0,0,0.0,0,428,112,5,0.6929939218147816,0,0.0024336283185840703,0,1.62,0.0,209.5,0,0,0,0,280,32,95,70,52,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,0.042,229.5,300.0,0,0.0,0,515,25,3,0.6844471439446158,0,0.3650109855618329,0,1.53,0.0,13,0,0,0,0,514,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0.042,229.5,300.0,0,0.0,0,520,20,3,0.6844471439446158,0,0.3650109855618329,0,1.53,0.0,13,0,0,0,0,514,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,7,0.042,229.5,300.0,0,0.0,0,432,108,6,0.6844471439446158,0,0.0,0,1.53,0.0,170,0,0,0,0,279,33,121,64,26,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,0.042,229.5,300.0,0,0.0,0,410,130,6,0.6844471439446158,0,0.0,0,1.53,0.0,170,0,0,0,0,279,20,83,101,45,3,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,8,0.042,253.0,300.0,0,0.0,0,519,21,3,0.6848998139364575,0,0.3939307504103565,0,1.6866666666666665,0.0,12.5,0,0,0,0,515,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,0.042,253.0,300.0,0,0.0,0,521,19,4,0.6848998139364575,0,0.3939307504103565,0,1.6866666666666665,0.0,12.5,0,0,0,0,515,3,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8,0.042,253.0,300.0,0,0.0,0,407,133,7,0.6848998139364575,0,0.0037254901960784314,0,1.6866666666666665,0.0,194.5,0,0,0,0,222,32,74,76,93,12,14,10,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8,0.042,253.0,300.0,0,0.0,0,418,122,5,0.6848998139364575,0,0.0037254901960784314,0,1.6866666666666665,0.0,194.5,0,0,0,0,222,30,106,73,87,12,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9,0.042,261.0,300.0,0,0.0,0,507,33,3,0.6847386796441071,0,0.37121701781276245,0,1.74,0.0,16.5,0,0,0,0,507,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,0.042,261.0,300.0,0,0.0,0,511,29,4,0.6847386796441071,0,0.37121701781276245,0,1.74,0.0,16.5,0,0,0,0,507,3,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9,0.042,261.0,300.0,0,0.0,0,419,121,6,0.6847386796441071,0,0.0074099221437624475,0,1.74,0.0,215.5,0,0,0,0,211,33,86,77,114,6,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,9,0.042,261.0,300.0,0,0.0,0,386,154,6,0.6847386796441071,0,0.0074099221437624475,0,1.74,0.0,215.5,0,0,0,0,211,36,48,103,119,5,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,10,0.042,234.0,300.0,0,0.0,0,509,31,3,0.6867755057934705,0,0.39466566566566563,0,1.56,0.0,15.5,0,0,0,0,509,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,10,0.042,234.0,300.0,0,0.0,0,519,21,3,0.6867755057934705,0,0.39466566566566563,0,1.56,0.0,15.5,0,0,0,0,509,4,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,10,0.042,234.0,300.0,0,0.0,0,425,115,5,0.6867755057934705,0,0.005231325601695972,0,1.56,0.0,183,0,0,0,0,244,31,109,66,68,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,10,0.042,234.0,300.0,0,0.0,0,398,142,7,0.6867755057934705,0,0.005231325601695972,0,1.56,0.0,183,0,0,0,0,244,32,48,93,102,4,2,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,11,0.044000000000000004,258.0,300.0,0,0.0,0,501,39,4,0.6856222343728796,0,0.37369998393058,0,1.72,0.0,21.5,0,0,0,0,497,3,2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,11,0.044000000000000004,258.0,300.0,0,0.0,0,502,38,4,0.6856222343728796,0,0.37369998393058,0,1.72,0.0,21.5,0,0,0,0,497,3,1,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,11,0.044000000000000004,258.0,300.0,0,0.0,0,375,165,6,0.6856222343728796,0,0.005296610169491525,0,1.72,0.0,208.5,0,0,0,0,196,42,42,102,129,2,2,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,11,0.044000000000000004,258.0,300.0,0,0.0,0,386,154,7,0.6856222343728796,0,0.005296610169491525,0,1.72,0.0,208.5,0,0,0,0,196,35,50,93,118,16,19,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,12,0.044000000000000004,272.5,300.0,0,0.0,0,512,28,4,0.6810661102472162,0,0.3786791985497164,0,1.8166666666666667,0.0,17,0,0,0,0,506,2,2,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,12,0.044000000000000004,272.5,300.0,0,0.0,0,512,28,4,0.6810661102472162,0,0.3786791985497164,0,1.8166666666666667,0.0,17,0,0,0,0,506,3,2,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,12,0.044000000000000004,272.5,300.0,0,0.0,0,394,146,5,0.6810661102472162,0,0.005711732984460257,0,1.8166666666666667,0.0,218,0,0,0,0,198,40,51,88,142,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,12,0.044000000000000004,272.5,300.0,0,0.0,0,381,159,7,0.6810661102472162,0,0.005711732984460257,0,1.8166666666666667,0.0,218,0,0,0,0,198,26,44,102,100,14,32,13,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,13,0.044000000000000004,268.5,300.0,0,0.0,0,509,31,3,0.6752800027473487,0,0.3917521367521367,0,1.79,0.0,16,0,0,0,0,508,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,13,0.044000000000000004,268.5,300.0,0,0.0,0,518,22,4,0.6752800027473487,0,0.3917521367521367,0,1.79,0.0,16,0,0,0,0,508,2,8,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,13,0.044000000000000004,268.5,300.0,0,0.0,0,373,167,7,0.6752800027473487,0,0.004347826086956521,0,1.79,0.0,217,0,0,0,0,216,34,38,104,88,11,25,15,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,13,0.044000000000000004,268.5,300.0,0,0.0,0,378,162,7,0.6752800027473487,0,0.004347826086956521,0,1.79,0.0,217,0,0,0,0,216,32,33,110,114,3,10,16,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,14,0.044000000000000004,267.0,300.0,0,0.0,0,515,25,3,0.685529186710673,0,0.35221593428841375,0,1.78,0.0,23.5,0,0,0,0,511,9,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,14,0.044000000000000004,267.0,300.0,0,0.0,0,517,23,3,0.685529186710673,0,0.35221593428841375,0,1.78,0.0,23.5,0,0,0,0,511,3,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,14,0.044000000000000004,267.0,300.0,0,0.0,0,393,147,6,0.685529186710673,0,0.0028871391076115494,0,1.78,0.0,218,0,0,0,0,184,35,67,91,127,6,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,0.044000000000000004,267.0,300.0,0,0.0,0,393,147,6,0.685529186710673,0,0.0028871391076115494,0,1.78,0.0,218,0,0,0,0,184,39,54,92,143,6,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15,0.044000000000000004,270.5,300.0,0,0.0,0,516,24,4,0.6755584744967593,0,0.387240072687124,0,1.8033333333333332,0.0,18,0,0,0,0,504,5,11,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,0.044000000000000004,270.5,300.0,0,0.0,0,510,30,4,0.6755584744967593,0,0.387240072687124,0,1.8033333333333332,0.0,18,0,0,0,0,504,3,4,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15,0.044000000000000004,270.5,300.0,0,0.0,0,373,167,7,0.6755584744967593,0,0.0,0,1.8033333333333332,0.0,219.5,0,0,0,0,195,36,48,97,101,10,19,21,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,15,0.044000000000000004,270.5,300.0,0,0.0,0,371,169,7,0.6755584744967593,0,0.0,0,1.8033333333333332,0.0,219.5,0,0,0,0,195,33,31,105,131,4,6,25,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,16,0.046000000000000006,269.5,300.0,0,0.0,0,505,35,4,0.6923657037044613,0,0.3820395171957671,0,1.7966666666666666,0.0,20,0,0,0,0,501,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,16,0.046000000000000006,269.5,300.0,0,0.0,0,508,32,4,0.6923657037044613,0,0.3820395171957671,0,1.7966666666666666,0.0,20,0,0,0,0,501,4,6,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,16,0.046000000000000006,269.5,300.0,0,0.0,0,387,153,6,0.6923657037044613,0,0.008680555555555554,0,1.7966666666666666,0.0,222.5,0,0,0,0,201,32,39,101,141,5,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,16,0.046000000000000006,269.5,300.0,0,0.0,0,391,149,6,0.6923657037044613,0,0.008680555555555554,0,1.7966666666666666,0.0,222.5,0,0,0,0,201,29,31,93,146,3,6,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,17,0.046000000000000006,278.5,300.0,0,0.0,0,516,24,4,0.681718538012718,0,0.3928557768488922,0,1.8566666666666667,0.0,17,0,0,0,0,506,4,6,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,17,0.046000000000000006,278.5,300.0,0,0.0,0,506,34,3,0.681718538012718,0,0.3928557768488922,0,1.8566666666666667,0.0,17,0,0,0,0,506,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,17,0.046000000000000006,278.5,300.0,0,0.0,0,376,164,7,0.681718538012718,0,0.0,0,1.8566666666666667,0.0,226,0,0,0,0,205,35,60,104,87,7,17,17,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,17,0.046000000000000006,278.5,300.0,0,0.0,0,351,189,7,0.681718538012718,0,0.0,0,1.8566666666666667,0.0,226,0,0,0,0,205,39,38,109,93,7,9,32,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,18,0.046000000000000006,270.5,300.0,0,0.0,0,512,28,3,0.6906086144138212,0,0.41861428908912957,0,1.8033333333333332,0.0,15,0,0,0,0,510,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,18,0.046000000000000006,270.5,300.0,0,0.0,0,513,27,4,0.6906086144138212,0,0.41861428908912957,0,1.8033333333333332,0.0,15,0,0,0,0,510,2,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,18,0.046000000000000006,270.5,300.0,0,0.0,0,373,167,7,0.6906086144138212,0,0.004007293060699428,0,1.8033333333333332,0.0,219.5,0,0,0,0,192,31,51,101,115,8,9,23,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,18,0.046000000000000006,270.5,300.0,0,0.0,0,380,160,6,0.6906086144138212,0,0.004007293060699428,0,1.8033333333333332,0.0,219.5,0,0,0,0,192,41,52,101,131,2,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,19,0.046000000000000006,309.0,300.0,0,0.0,0,500,40,4,0.6856714690320072,0,0.4060146922762131,0,2.06,0.0,26,0,0,0,0,498,1,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,19,0.046000000000000006,309.0,300.0,0,0.0,0,508,32,5,0.6856714690320072,0,0.4060146922762131,0,2.06,0.0,26,0,0,0,0,498,5,8,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
