12,0.03,338.5,500,0,0,0,795,105,5,0.682004979,0,0.004380359,0,1.354,0,227,0,0,0,0,606,28,169,70,19,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03,358,500,0,0,0,863,37,4,0.695960618,0,0.312417015,0,1.432,0,20.5,0,0,0,0,859,6,2,31,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03,358,500,0,0,0,875,25,4,0.695960618,0,0.312417015,0,1.432,0,20.5,0,0,0,0,859,7,14,18,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03,358,500,0,0,0,750,150,6,0.695960618,0,0,0,1.432,0,244.5,0,0,0,0,528,30,133,108,82,5,5,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03,358,500,0,0,0,783,117,6,0.695960618,0,0,0,1.432,0,244.5,0,0,0,0,528,37,196,75,56,4,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.03,336,500,0,0,0,876,24,3,0.686683155,0,0.313158931,0,1.344,0,15,0,0,0,0,870,1,6,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.03,336,500,0,0,0,872,28,4,0.686683155,0,0.313158931,0,1.344,0,15,0,0,0,0,870,2,0,26,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.03,336,500,0,0,0,708,192,5,0.686683155,0,0,0,1.344,0,247,0,0,0,0,535,35,99,144,72,5,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.03,336,500,0,0,0,711,189,6,0.686683155,0,0,0,1.344,0,247,0,0,0,0,535,24,60,156,111,4,4,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03,344.5,500,0,0,0,881,19,3,0.690912201,0,0.289242858,0,1.378,0,11.5,0,0,0,0,877,3,4,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03,344.5,500,0,0,0,878,22,3,0.690912201,0,0.289242858,0,1.378,0,11.5,0,0,0,0,877,3,1,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03,344.5,500,0,0,0,743,157,5,0.690912201,0,0.001041667,0,1.378,0,233,0,0,0,0,533,44,157,106,52,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03,344.5,500,0,0,0,716,184,6,0.690912201,0,0.001041667,0,1.378,0,233,0,0,0,0,533,31,85,144,94,3,2,6,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.03,315.5,500,0,0,0,880,20,3,0.68196042,0,0.280091324,0,1.262,0,11.5,0,0,0,0,877,3,3,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
