
1,7158.666666666667,500.0,0,0.0,0,325,1025,14,0.6699266955540376,0,0.6135392785821533,0,14.317333333333334,0.0,500,0,0,0,0,0,133,0,121,0,112,0,102,9,91,1,98,6,79,2,77,119,49,87,83,75,36,21,44,5,0,0,0
2,7148,500.0,0,0.0,0,309,1041,16,0.6948214722284545,0,0.6148717023844421,0,14.296,0.0,500,0,0,0,0,0,135,0,121,0,114,1,94,0,88,1,75,4,75,3,71,24,59,16,65,123,39,74,74,52,21,10,8,1,2,0,0
3,7256.666666666667,500.0,0,0.0,0,324,1026,15,0.6908417143157589,0,0.6186515282404501,0,14.513333333333334,0.0,500,0,0,0,0,0,137,0,115,0,109,0,94,0,92,1,76,1,75,6,60,33,62,41,74,142,88,76,33,23,9,1,2,0,0
4,7212.666666666667,500.0,0,0.0,0,311,1039,14,0.6892320772875549,0,0.6168026115862848,0,14.425333333333333,0.0,500,0,0,0,0,0,139,0,124,0,118,0,108,1,102,0,83,0,75,5,65,169,41,45,148,79,27,11,9,1,0,0,0
5,7104,500.0,0,0.0,0,314,1036,13,0.6849233759435798,0,0.6247019277421201,0,14.208,0.0,500,0,0,0,0,0,139,0,125,0,110,2,92,0,78,1,76,121,56,2,152,88,149,87,52,11,5,2,2,0,0
6,6996.666666666667,500.0,0,0.0,0,267,1083,16,0.6977462188366141,0,0.6070967058546811,0,13.993333333333332,0.0,500,0,0,0,0,0,138,0,125,0,119,0,106,0,93,3,74,2,70,3,60,9,62,10,60,83,58,102,91,47,20,6,7,2,0,0,0
7,7099.333333333333,500.0,0,0.0,0,301,1049,18,0.6891561311762532,0,0.6193330023802888,0,14.198666666666668,0.0,500,0,0,0,0,0,130,0,115,0,101,0,88,0,83,1,71,4,67,0,59,0,59,4,53,18,52,32,54,97,55,98,28,38,29,7,5,2,0,0,0
8,7136.666666666667,500.0,0,0.0,0,319,1031,14,0.680195392409682,0,0.6207063555742499,0,14.273333333333333,0.0,500,0,0,0,0,0,125,0,118,0,102,5,97,0,84,0,86,1,69,81,69,11,178,168,64,45,25,7,14,1,0,0,0
9,7316.666666666667,500.0,0,0.0,0,291,1059,14,0.6866786015877159,0,0.6255918607251869,0,14.633333333333333,0.0,500,0,0,0,0,0,134,0,123,0,117,0,103,0,97,0,85,9,76,5,71,107,54,61,154,105,23,3,22,1,0,0,0
10,7215.333333333333,500.0,0,0.0,0,270,1080,16,0.691479943321414,0,0.6206807765858543,0,14.430666666666667,0.0,497.6666666666667,0,0,0,0,7,135,3,125,0,108,0,105,0,93,2,83,9,69,8,69,47,62,10,79,74,70,90,56,16,22,2,4,2,0,0,0
